Ingredient,Measure,IngredientNumber,idDrink
Orange juice,1/4 ,3,14730
Ice,,3,15997
Sugar,1/2 tsp superfine ,3,11147
Sour mix,2 oz ,3,16311
Kahlua,3/4 oz ,3,14356
pineapple juice,1.5 cl,3,17213
Pineapple juice,1 oz ,3,11433
Lime juice cordial,45 ml ,3,17066
Galliano,1 part ,3,12758
Sweet Vermouth,1 oz ,3,11003
Rum,7 oz ,3,14364
Frangelico,1/3 part ,3,14229
Orange Juice,3 parts ,3,17190
Lime,Juice of 1/2 ,3,11542
Coffee liqueur,1/2 oz,3,17246
Lemon," wedge
",3,12752
Powdered sugar,1 tsp ,3,11129
Mountain Dew,2 L ,3,17120
Coffee,6 oz hot ,3,14782
Bitters,3 drops,3,178311
Grenadine,,3,13621
Grain alcohol,1 pint ,3,12808
Vodka,1 oz ,3,16995
Pineapple juice,2 cl ,3,12562
Sugar,Dash,3,178336
Salt,1 tsp ,3,12692
Gin,1/2 oz ,3,11002
Sugar Syrup,0.75 oz,3,178355
Bitters,1 dash ,3,11326
Apricot brandy,1/2 oz ,3,17208
Dry Vermouth,1 oz ,3,17840
Dark rum,1/8 L Jamaican ,3,15841
Honey,1 tblsp ,3,12724
Triple sec,1/2 oz ,3,11872
Cranberry juice,2 oz ,3,17839
Pineapple juice,1 splash ,3,15006
Aperol,4 cl ,3,12706
Cocoa powder,2 tblsp ,3,14209
Benedictine,1 1/4 tsp ,3,11121
Soda Water,1/3 cup,3,178360
Grand Marnier,1/3 shot ,3,13332
Limeade,2 oz ,3,16967
Lemonade,,3,15691
Passion fruit syrup,2 cl ,3,13423
Guava juice,2 cups ,3,12862
Jim Beam,1/3 oz ,3,13899
Coffee,1/2 cup instant ,3,12800
Orange juice,1 part ,3,14306
Grenadine,1/5 ,3,16196
Water,1 cup hot ,3,12720
Water,Full Glass,3,178370
Ginger ale,,3,12630
Cinnamon,1/2 tsp ,3,12750
Agave syrup,2 spoons,3,17216
Celery salt,1 dash ,3,12726
Blackcurrant cordial,1 dash ,3,13128
Banana liqueur,1 part,3,17267
Sugar syrup,2-3 cl ,3,12618
Orange Bitters,1 dash,3,178330
Ice,,3,12728
Banana,1 ,3,11064
Powdered sugar,1 tsp ,3,12370
Tonic Water,100 ml,3,17245
Grape juice,3 oz unsweetened ,3,12452
Tequila,1/2 oz,3,15300
Strawberry liqueur,1 tsp ,3,15675
Blue Curacao,1/2 oz ,3,11120
Cherry Heering,1 oz,3,17825
Red wine,1 fifth ,3,12870
Baileys irish cream,,3,13066
Lemon juice,1 tblsp ,3,11251
Daiquiri mix,frozen ,3,13936
Coconut liqueur,1/2 oz ,3,15597
Water,1/4 cup hot ,3,12770
Gin,1 oz ,3,11034
Grenadine,1 dash ,3,14642
Goldschlager,1/2 oz ,3,13395
Water,1/2 cup ,3,12722
Lemon juice,0.75 oz ,3,13940
Lemon,Juice of 1/2 ,3,17186
Lime Juice,3/4 oz,3,178347
Powdered sugar,1/2 tsp ,3,11170
Salt,1/4 tsp ,3,12914
Angelica root,2 tsp dried and chopped ,3,12854
Orange juice,1 oz ,3,17832
Maraschino Liqueur,1 tsp,3,17256
Benedictine,1 tsp ,3,11052
Lemon juice," to taste
",3,13539
Angostura bitters,4 dashes ,3,13196
Lemon juice,1 1/2 oz ,3,17197
Sugar,,3,12694
Rye whiskey,1 1/4 oz,3,17251
Grenadine,3 dashes ,3,16178
Sugar,1-2 tsp ,3,12768
Lime Juice,2 cl,3,178317
Water,1/2 ,3,15567
Vodka,1 shot ,3,15346
Orange Juice,1 shot ,3,17223
orange juice,2 parts,3,17199
Angostura bitters,dash ,3,11008
Amaretto,1 dash ,3,13328
Grenadine,1/4 cl ,3,14578
Kool-Aid,4 oz Grape ,3,14065
Pepsi Cola,1/3 part ,3,17141
Soda Water,Top,3,178325
Vodka,1/2 oz ,3,14688
Lemon juice,1 tsp ,3,11149
Gin,2 parts ,3,12760
151 proof rum,1 oz Bacardi ,3,13202
Pineapple Syrup,2.5 cl,3,17182
Sugar,1/2 tsp superfine ,3,11417
Kummel,1/2 tsp ,3,11022
Lemon peel,Twist of ,3,15941
Sugar Syrup,1 cl,3,17214
Lemon juice,1 dash ,3,11112
Sweet Vermouth,1 oz ,3,11396
Bitters,1 dash ,3,11798
Powdered sugar,1 tsp ,3,11634
Coffee,8 oz ,3,16082
Lime juice,1 1/2 tsp ,3,11222
lemon,Juice of 1/2 ,3,17230
Lemon peel,1 twist of ,3,17831
Light cream,2 oz ,3,11014
Cinnamon,1 stick ,3,12736
Light cream,1 tsp ,3,11938
Orange juice,1 gal ,4,16992
Mint,4 ,4,11416
Sprite,1 splash ,4,14360
Cranberry juice,1/2 glass ,4,16295
Orange juice,4 oz ,4,13072
Salt,1/4 tsp ,4,12690
Bourbon,3 oz ,4,11145
Lemonade,100 ml,4,17239
Pineapple juice,3-4 oz ,4,16250
Ice,crushed ,4,13206
Blue Curacao,1/2 oz ,4,13192
Angostura Bitters,1 dash,4,17249
Water,1 cup iced ,4,12698
lemon,Juice of 1/2,4,178328
Rum,1 cup ,4,12856
Orange Peel,1,4,17248
Lemon Juice,2-3 oz,4,178352
Creme de Mure,1.5 cl,4,17210
Grenadine,1 tsp ,4,17189
Orange juice,1 oz ,4,11119
Champagne,top up with,4,17175
Strawberries,1 cup,4,178326
Creme de Banane,0.5 oz ,4,14564
Pineapple juice,,4,16202
Blood Orange,1 tsp,4,178349
Grenadine,1 cl,4,178368
Cardamom,,4,12784
Kool-Aid,1 gal Tropical Berry ,4,12876
Carbonated water,,4,11084
Lemon peel,1 twist of ,4,11420
Ice,cubes,4,178366
Milk,,4,14095
Cherry,,4,11117
Sweet Vermouth,1 oz,4,17254
Orange Peel,Garnish with,4,178337
Cherry,1 ,4,17834
Ice,Add 1/2 cup ,4,17168
Ginger ale,Fill to top ,4,16134
Tonic water,Top it up with ,4,14372
Lime Juice,30 ml,4,178354
Ginger Syrup,2 tsp,4,17829
Cinnamon,1 one-inch ,4,12794
Half-and-half,1 cup ,4,12738
Coca-Cola,,4,12055
Bitters,2 dashes ,4,11060
Ice,cubes,4,14482
Maraschino cherry,,4,17005
7-Up,4 L ,4,15849
Tonic Water,75 ml,4,17824
Bitters,2 dashes ,4,17202
Orange spiral,,4,11407
Campari,0.75 oz,4,178339
Vodka,,4,15951
151 proof rum,Float Bacardi ,4,16991
Apple,1 cup,4,13024
Cranberry juice,1 splash ,4,14133
Lemon Juice,3/4 oz,4,17250
Sugar,1 tsp ,4,11390
Water,1 tsp ,4,11415
Lemon,1 wedge,4,17181
Orange juice,1 oz ,4,16108
Vodka,2 parts ,4,17220
Club soda,1 oz ,4,13204
Basil,Whole,4,178314
Pineapple,3 chunks,4,11418
Carbonated water,,4,11410
White rum,1 oz,4,17174
Salt,Coarse ,4,11118
Cinnamon,1 ,4,12944
Almond flavoring,1 tblsp ,4,12890
Blue Curacao,10 ml,4,178356
Orange bitters,1 dash ,4,11720
Grenadine,1 tsp ,4,11339
Lemon peel,1 twist of ,4,11054
Lemon juice,1/2 oz ,4,11050
Egg,1 whole ,4,12057
Club soda,3 oz ,4,11580
Ice,1 cup crushed ,4,13200
Vanilla extract,2 oz ,4,17044
Sugar syrup,1/4 tsp ,4,11369
Cream,6 cl,4,178367
Orange,1 ,4,12093
Ginger ale,top up with,4,17176
Añejo rum,1 oz,4,17830
Lemon juice,1 cup ,4,13020
Blue Curacao,1 part,4,17268
Cardamom,3-4 crushed ,4,12774
Water,1 cup ,4,13036
Water,dash,4,11001
Ginger beer,75 ml,4,17242
Peach schnapps,1.5 oz ,4,16176
Bitters,2 dashes ,4,12418
Sugar,1 tsp ,4,11387
Orange juice,2-3 oz ,4,16987
Lime,1 cl,4,178357
Egg,3 ,4,12732
Coffee,1 shot,4,178309
Passion fruit syrup,15 ml,4,178338
Pineapple Juice,8 oz,4,178327
Dark Creme de Cacao,1 oz ,4,14588
Cranberry juice,1 oz ,4,15082
Banana,1/2 ,4,12654
Hot Sauce,Dash,4,178343
Orange juice,,4,12754
Cranberry juice,1/4 cup ,4,17196
Whipped Cream,for topping,4,17221
Gin,1/2 shot ,4,17229
Lemon,Juice of 1/2,4,11786
Lemon juice,1 1/2 part ,4,15266
Grenadine,1 cl ,4,12572
Coconut syrup,3 drops ,4,12820
Lemon juice,1 1/2 tsp ,4,11021
Orange juice,1 splash ,4,17074
Light cream,1/2 oz ,4,11164
Orange bitters,2 dashes ,4,17185
Whipped cream,,4,15825
Cucumber,Chopped,4,178315
Egg white,1 ,4,12362
Lemon," or lime
",4,14594
Sprite,Top,4,178318
Lime juice,3 tblsp fresh ,4,16158
Salt,pinch ,4,12696
Water,2 tsp ,4,17206
Sour mix,,4,16405
Ice,Add ,4,15024
Cloves,10,4,178313
Sour mix,,4,17105
Milk,3/4 cup skimmed ,4,12916
Bourbon,2 oz ,4,11146
Milk,12 oz ,4,12746
Bitters,1 dash,4,178329
Sugar,,4,12782
Sugar,1 cup ,4,12702
Agave Syrup,1 tsp,4,178348
Vodka,1 qt ,4,12798
Sugar,1 tsp ,4,17836
Bitters,1 dash ,4,11419
Anis,1/4 tsp ,4,12420
Lemon,Juice of 1/4 ,4,12186
Lemon,1 ,4,12670
Orange Peel,Garnish with,4,178340
Grenadine,1/8 Shot,4,17222
Lemon,1 ,4,13042
Gin,1 oz ,4,16984
Whipped cream,1 tblsp ,4,13971
Raspberry syrup,2 tsp ,4,11983
Chocolate Sauce,Garnish,4,17233
Whipped cream,,4,15515
Baileys irish cream,1 oz ,4,16485
lemon,1,4,178345
Water,1/2 cup ,4,12730
Orange bitters,1 dash ,4,11224
Sweet and sour,1 splash ,4,15178
151 proof rum,1/2 oz Bacardi ,4,15639
Fruit,1/2 piece textural ,4,12674
Angostura Bitters,3 dashes,4,178310
Lemon Peel,1,4,178369
Lime,Juice of 1/2 ,4,11128
Worcestershire sauce,1/2 tsp ,4,11113
Lemon-lime soda,12 oz,4,178312
Sweet and sour,1 oz ,4,11528
Sprite,Fill with ,4,14071
Rosemary Syrup,25 ml,4,178341
Ginger ale,,4,11870
Gin,1 oz,4,17247
Almond flavoring,1 tblsp ,4,12792
Ice,cubes,4,178363
Sour mix,2 oz ,4,16986
Ice,cubes,4,178365
Lime Juice,90 ml,4,178322
Powdered sugar,1 tsp ,4,11242
Lemon peel,1 twist of ,4,11227
Orange juice,Add splash ,4,16100
Powdered sugar,,4,11666
Milk,1/2 shot,4,17225
Soda water,3 oz ,4,14107
Kiwi,Garnish with,4,178359
Gin,1/2 oz ,4,17204
Espresso,1/2 tsp instant ,4,12748
Lime,1 ,4,11010
Orange juice,,4,15226
Sherbet,,4,12954
Tequila,1/2 oz ,4,17002
Grenadine,1/2 oz ,4,15200
Cranberry juice,1/2 oz ,4,16998
Coca-Cola,10-12 oz ,4,16275
Lime,1,4,17255
Ice,1,4,13214
Sugar,2 pinches,4,17178
Triple sec,1/2 part ,4,16333
Lemon juice,1 dash ,4,11012
Orange,3 ,4,13058
Lime Juice,3 parts,4,17201
Lemon juice,1 oz ,4,12322
Triple sec,1 shot ,4,13190
Pineapple juice,1 part ,4,17191
Sour mix,1 splash ,4,14586
Orange juice,,4,15184
Angostura Bitters,2 dashes,4,178371
Lemon juice,1 oz ,4,17184
Club soda,3 oz ,4,12402
Cinnamon,2 ,4,12988
Orange Peel,Garnish with,4,178321
Lemon peel,Twist of ,4,11013
Lime peel,,4,12704
Ice,lots ,4,14622
Orange juice,6 oz frozen ,4,12864
Maraschino liqueur,1/2 tsp ,4,11124
Triple sec,1/2 oz ,4,13086
Bitter lemon,,4,14374
Licorice root,1 tblsp ,4,12790
Hot chocolate,Fill with ,4,14560
Carbonated water,,4,11338
Lime Juice, 1 dash,4,17209
Vanilla ice-cream,2 scoops ,4,13499
151 proof rum,1/2 oz Bacardi ,4,17060
Guinness stout,Fill with ,4,17015
Sweet and sour,2 oz ,4,12214
Light rum,1/2 cup ,4,12910
Ginger,Top,4,178353
Ice,,4,15092
Water,2 tsp ,4,12097
Brandy,,4,14181
Pineapple Juice,Dash,4,178331
Sugar,1/2 tsp ,4,11391
Pernod,1 tsp,4,17241
Grenadine,1/2 tsp ,4,17188
Milk,1 cup ,4,12656
Coffee,4 cl hot ,4,13162
Lime Juice,1.5 cl,4,17219
Powdered sugar,1 tsp ,4,12316
Mint,2-4 ,4,11000
Cinnamon,3 3-inch ,4,13032
Thyme,1 Sprig,4,178344
Orange,1 slice ,4,12138
Orange juice,355 ml frozen ,4,14978
Grenadine,1/2 tsp ,4,11408
Fresh Lemon Juice,1/8 shot ,4,17226
Lime Juice,1.5 cl,4,17217
White Rum,200 ml,4,178358
Water,3 tblsp hot ,4,12744
Ice,,4,13751
Powdered sugar,1 tblsp,4,11205
Ice,cubes,4,12786
Chocolate syrup,1 oz ,4,15615
Nutmeg,,4,11016
Orange,1 large ,4,13026
Salt,,4,11007
Brandy,2 oz ,4,11157
Nutmeg,,4,12087
Maraschino cherry,1 ,4,15106
Cranberry juice,3 oz ,4,16943
Sweet and sour,1 1/2 oz ,4,11690
Grenadine,1 dash ,4,17183
Peach schnapps,1/4 ,4,14730
Orange,1 ,4,11147
Butterscotch schnapps,1/2 oz ,4,14356
Grenadine,1/2 tsp ,4,11433
Ice,1/2 glass crushed ,4,17066
Sirup of roses,1 part ,4,12758
Ginger ale,About 1 bottle ,4,14364
Sugar,Bacardi ,4,12752
Egg white,1 ,4,11129
Surge,2 L ,4,17120
Wormwood,1 Fresh,4,178311
Peppermint extract,1 oz pure ,4,12808
Cream,1 package ,4,16995
Cream,4 cl ,4,12562
Blueberries,Whole,4,178336
Asafoetida,1 pinch ,4,12692
Tequila,1/2 oz ,4,11002
Blackberries,Ground,4,178355
Lemon peel,1 twist of ,4,11326
Lemon juice,1/2 tsp ,4,17208
Orange bitters,2 dashes ,4,17840
Club soda,1/8 L ,4,15841
Vodka,1/2 oz ,4,11872
Club soda,,4,17839
Whipped cream,,4,14209
Lemon peel,1 twist of ,4,11121
Fresh Lemon Juice,Top,4,178360
Ice,,4,16967
Coca-Cola," slice
",4,15691
Sweet and sour,6 cl ,4,13423
Lemon juice,1 1/2 tblsp ,4,12862
Vanilla,1/2,4,12800
Egg yolk,2 beaten ,4,12750
Grenadine,1 part,4,17267
Soda water,,4,12618
Lemon Juice,1 dash,4,178330
Lime juice,1 1/2 oz ,4,11064
Lemon,1/2 slice ,4,12370
Rosemary,Garnish with,4,17245
Powdered sugar,1 tsp ,4,12452
Triple sec,1/2 oz,4,15300
Strawberries,5 ,4,15675
Bitters,2 dashes ,4,11120
Rum,1 pint Jamaican ,4,12870
Cranberry juice,1 1/2 oz ,4,15597
Milk,4 cups cold ,4,12770
Egg white,1 ,4,17186
Orange Juice,1/2 oz,4,178347
Lemon,1/2 slice ,4,11170
Milk,1 qt ,4,12914
Fennel seeds,1/4 tsp crushed ,4,12854
Lemon juice,1/2 oz ,4,17832
Angostura Bitters,2 dashes,4,17256
Lime,1 ,4,11052
Tonic water,1 dl Schweppes ,4,13196
Champagne,4 oz Chilled ,4,17197
Lime,,4,12694
Orange Peel,1,4,17251
Lime juice,1 shot ,4,16178
Triple Sec,2 jiggers,4,178317
Sugar,10 tsp ,4,15567
Orange juice,1 shot ,4,15346
Angostura Bitters,3 dashes ,4,17223
Cream,1 part,4,17199
Ice,2 or 3 ,4,11008
Orange juice,1/3 part ,4,17141
Grenadine,1/2 tsp ,4,11149
Grand Marnier,1/2 part ,4,12760
Dr. Pepper,1 oz ,4,13202
St. Germain,1.5 cl,4,17182
Orange,1 ,4,11417
Orange peel,Twist of ,4,15941
Lemon Juice,2.5 cl,4,17214
Tabasco sauce,1 dash ,4,11112
Club soda,1 oz ,4,11396
Lemon,Juice of 1/2,4,11634
Maraschino liqueur,1 1/2 tsp ,4,11222
Soda Water,Top up with,4,17230
Nutmeg,,4,11014
Vanilla,1 ,4,12736
Egg white,1 ,4,11938
Cranberry juice,1 gal ,5,16992
Orange,1 slice ,5,11416
Mint,1/4 tsp dried ,5,12690
Orange,1 ,5,11145
Blackberries,2,5,17239
Cranberry juice,3-4 oz ,5,16250
Sour mix,2 oz ,5,13192
Orange Bitters,1 dash,5,17249
Soda Water,Top,5,178328
Vanilla extract,4 tsp ,5,12856
Lemon juice,1 tsp ,5,11119
Apple,1 cup,5,178326
Angostura Bitters,Dash,5,178349
Sugar Syrup,1 cl,5,178368
Lemon peel,,5,11084
Blackberries,Garnish with,5,178354
Islay single malt Scotch,1/4 oz,5,17829
Anise,3-6 crushed ,5,12794
Marshmallows,mini ,5,12738
Orange juice,1/2 gal ,5,15849
Lime,2 Wedges,5,17824
Lemon peel,,5,11407
Lemon Juice,Dash,5,178339
Milk,,5,15951
Orange," wedges
",5,13024
Absinthe,1 dash,5,17250
Orange peel,Twist of ,5,11415
Olive,1,5,17181
Strawberries,2 ,5,11418
Triple Sec,1 oz,5,17174
Cloves,3 ,5,12944
Ginger ale,2 qt ,5,12890
Sugar Syrup,10 ml,5,178356
Cherry,1 ,5,11720
Lemon juice,1/4 tsp ,5,11339
Egg white,1 ,5,11050
Carbonated water,,5,12057
Maraschino cherry,1 ,5,11580
Water,3 cups boiling ,5,17044
Egg White,1,5,178367
Maraschino cherry,1 ,5,12093
Ice,fill,5,17176
blackstrap rum,1 oz,5,17830
Cloves,,5,13020
Sweet and Sour,6 parts,5,17268
Cloves,3 ,5,12774
Lime,1,5,17242
Lemon peel,1 ,5,16176
Orange peel,Twist of ,5,12418
Cherry,1 ,5,11387
Prosecco,1 shot,5,178357
Peach Bitters,Dash,5,178338
Lime,Garnish with,5,178327
Cointreau,1 oz ,5,14588
Worcestershire Sauce,Dash,5,178343
caramel sauce,"4 tablespoons
",5,17221
Fresh Lime Juice,1/4 shot,5,17229
Powdered sugar,1 tblsp,5,11786
Lemonade,,5,15266
Chocolate syrup,1 tblsp ,5,12820
Lemon peel,1 twist of ,5,11021
Pineapple juice,1 splash ,5,17074
Nutmeg,1/8 tsp grated ,5,11164
Cherry,1 ,5,17185
lemon,Chopped,5,178315
Ginger ale,,5,12362
Lemon juice,2 tblsp ,5,12696
Ginger,6,5,178313
7-Up,,5,17105
Vanilla extract,1 tsp ,5,12916
Lemon peel,1 twist of ,5,11146
Sugar,Ground,5,178329
Whipping cream,,5,12782
Cayenne pepper,ground ,5,12702
Pepper,Dash,5,178348
Water,2 1/2 cups ,5,12798
Egg white,1 ,5,17836
Club soda,3 oz ,5,11419
Orange bitters,2 dashes ,5,12420
Apple,1 ,5,12670
Berries,2 cups ,5,13042
Triple sec,1 oz ,5,16984
Salted Chocolate,Grated,5,17233
Cloves,2,5,178345
Milk,1 qt ,5,12730
Egg yolk,1 ,5,11224
Cream,1 oz ,5,15639
Ice,6 ,5,12674
Maraschino Cherry,1,5,178310
Tabasco sauce,2-3 drops ,5,11113
Lemon-lime soda,12 oz,5,178312
Orange,1 slice ,5,11528
Soda Water,Top,5,178341
Grain alcohol,1/2 cup pure ,5,12792
Champagne,6 cl,5,178322
Egg white,1 ,5,11242
Cognac,1 dash,5,11227
Orange spiral,,5,11666
Egg White,1/2 Fresh,5,17225
Lemon,1 slice ,5,14107
Coca-Cola,1 dash ,5,17204
Nutmeg,1/8 tsp ground ,5,12748
Grenadine,,5,15226
Melon liqueur,1/2 oz ,5,17002
Egg White,,5,13214
Fruit,,5,16333
Pineapple juice,1 cup ,5,13058
Strawberries,1 oz ,5,12322
Cranberry juice,,5,13190
Prosecco,2 oz,5,178371
Maraschino cherry,1 ,5,12402
Lemon peel,1 ,5,12988
Candy,1 dash ,5,14622
Cloves,6 whole ,5,12864
Maraschino cherry,1 ,5,11124
Sugar,,5,13086
Wormwood,1 ,5,12790
Lemon peel,,5,11338
Prosecco,top up ,5,17209
Oreo cookie,1 ,5,13499
Carbonated water,,5,12214
Bourbon,1/2 cup ,5,12910
Prosecco,Top,5,178331
Grenadine,1 tsp,5,17241
Maraschino cherry,1 ,5,17188
Honey," to taste
",5,12656
Cream,,5,13162
Strawberries,1 oz ,5,12316
Soda water,,5,11000
Cloves,1/2 tsp ,5,13032
Angostura Bitters,2 dashes,5,178344
Mint,1 ,5,12138
Ice,crushed ,5,14978
Maraschino cherry,1 ,5,11408
Sugar Syrup,1 dash,5,17217
Ice,cubes,5,178358
Milk,2 cups ,5,12744
Grenadine,1/4 tsp,5,11205
Mint,garnish,5,12786
Chocolate milk,4 oz ,5,15615
Apple,1 large ,5,13026
Maraschino cherry,1 ,5,11157
Cherry,1 ,5,11690
Maraschino cherry,1 ,5,11147
Milk," to fill
",5,14356
Pineapple,1 ,5,11433
151 proof rum,,5,12752
Lemon,1 slice ,5,11129
Lemon juice,1 small bottle ,5,17120
Ice,cubes,5,178311
Food coloring,1 tblsp green ,5,12808
Ice,Over ,5,16995
Lemon-lime soda,Top,5,178336
Lemon,Juice of 1/2 ,5,11002
Soda Water,Top,5,178355
Grenadine,1 tsp ,5,17208
Angostura bitters,8 drops ,5,15841
Light cream,1 oz ,5,11872
Nutmeg,,5,16967
7-Up,,5,15691
Club soda,1 dash ,5,13423
Pineapple,1 1/2 cup ,5,12862
Vodka,1 1/2 cup,5,12800
Pineapple Juice,2 parts,5,17267
Prosecco,Top,5,178330
Sugar,1 tsp ,5,11064
Cherry,1 ,5,12370
Orange,1 slice ,5,12452
Vodka,1/2 oz,5,15300
Schweppes Russchian,,5,15675
Maraschino cherry,1 ,5,11120
Brandy,1/2 pint ,5,12870
Pineapple juice,1 1/2 oz ,5,15597
Rosemary Syrup,1/2 oz,5,178347
Cherry,1 ,5,11170
Vanilla extract,1 tsp ,5,12914
Lemon peel,2 2 inch strips ,5,12854
Ginger ale,3 oz ,5,17832
Ice,4 ,5,13196
Orange,1 ,5,17197
Salt,,5,12694
Sugar,Around rim put 1 pinch ,5,16178
Maraschino cherry,1 ,5,11008
Egg white,1 ,5,11149
Beer,1 oz ,5,13202
Angostura Bitters,2 Dashes,5,17182
Maraschino cherry,1 ,5,11417
Celery salt,1 dash ,5,11112
Egg white,1 ,5,11634
Lime,Garnish,5,17230
Chocolate,2 oz finely chopped dark ,5,12736
Cherry,1 ,6,11416
Maraschino cherry,1 ,6,11145
Lemon-lime soda,1 splash ,6,13192
Apple Brandy,3 shots,6,178326
Orange Peel,Garnish with,6,178349
Angostura Bitters,4 drops,6,178368
Coriander,1/8 tsp powdered ,6,12794
Ginger,1 Slice,6,17824
Orgeat Syrup,Dash,6,178339
Lime," wedges
",6,13024
Carbonated water,,6,11418
Cherry Grenadine,1 oz,6,17174
Lemon peel,1 tblsp ,6,12944
Lime Juice,Dash,6,178356
Cherry,1 ,6,11339
Orange,1 ,6,11050
Orange,1 ,6,11580
Vodka,1 fifth ,6,17044
Vanilla extract,2 drop,6,178367
Cinnamon,,6,13020
Ice,cubes,6,17268
Cinnamon,1 piece ,6,12774
Ginger,1 long strip,6,17242
Ice,1 cup crushed ,6,11387
Mint,Garnish with,6,178338
Pepper,Rimmed,6,178327
Milk,3 oz ,6,14588
Soy Sauce,Dash,6,178343
chocolate sauce,"4 tablespoons
",6,17221
Sugar Syrup,1/4 shot,6,17229
Carbonated water,,6,11786
Cream of coconut,1 splash ,6,17074
Vodka,20 cl,6,178313
Rum,1 tsp ,6,12916
Nutmeg,Top,6,178329
Ice,,6,12782
Mint,1 ,6,17836
Cherry,1 ,6,12420
Soda water,1 L ,6,12670
Champagne,1 bottle ,6,13042
Chambord raspberry liqueur,1 oz ,6,16984
Lime,1 wedge ,6,11113
Raisins,1 cup,6,178312
Cherry,1 ,6,11528
Rosemary,Garnish with,6,178341
Water,1/2 cup ,6,12792
Orange spiral,Garnish with,6,178322
Carbonated water,,6,11242
Lemon peel,,6,11666
Lemon peel,Twist of ,6,17204
Cherries,,6,15226
Mountain Dew,Fill with ,6,17002
Ice,,6,16333
Salt,,6,12322
Orange,1 ,6,12402
Red wine,750 ml ,6,12988
Allspice,6 whole ,6,12864
Ice,,6,13086
Cherry,,6,12214
Vanilla extract,1 tsp ,6,12910
Lime Juice,1 tsp,6,17241
Lime juice,2 tblsp ,6,13032
Tonic Water,Top,6,178344
Orange,1 ,6,11408
Salt,1 pinch,6,17217
Soda Water,Top,6,178358
Vanilla extract,1/4 tsp ,6,12744
Carbonated water,,6,11205
Whipped cream,1 ,6,15615
Brandy,3-4 oz plain ,6,13026
Orange,1 ,6,11157
Cherry,1 ,6,11129
Rum,1 pint ,6,17120
Coca-Cola,1 splash ,6,11002
Mint,Garnish with,6,178355
Powdered sugar,,6,17208
Creme de Cassis,,6,15691
Sugar,1 cup ,6,12862
Caramel coloring,,6,12800
Orange Juice,2 parts,6,17267
Cherry,1 ,6,11064
Coca-Cola,1/2 oz,6,15300
Lemon peel,1 twist of ,6,11120
Benedictine,1 1/2 oz ,6,12870
Salt,Dash,6,178347
Lemon peel,1 twist of ,6,17832
Maraschino cherry,1 ,6,17197
Sugar syrup,3 dashes ,6,16178
Orange peel,1 twist of ,6,11008
Pepper,Pinch,6,17182
Lemon,1 slice ,6,11112
Carbonated water,,6,11634
Whipped cream,Fresh ,6,12736
Soda Water,Top,7,178326
Marjoram leaves,1 tblsp fresh chopped ,7,12794
Mint,1 Large Sprig,7,17824
Orange Peel,Garnish with,7,178339
Lemon,,7,13024
Sweet and sour,1 oz,7,17174
Mint,Sprig,7,178356
Soda Water,2 cl,7,178367
Black pepper,1-2 whole ,7,12774
Coconut liqueur,1 oz ,7,14588
Mini-snickers bars,"15
",7,17221
Water,1/2 shot ,7,17229
Grenadine,1 dash ,7,17074
Nutmeg,"
",7,12916
Ice,,7,12670
Midori melon liqueur,1 oz ,7,16984
Blueberries,1 cup,7,178312
Orange Peel,Garnish with,7,178341
Brandy,1 cup ,7,12792
Salt,1-3 pint ,7,16333
Brandy,1/4 cup ,7,12988
Nutmeg,1 tsp ground ,7,12864
Salt,1/4 tsp ,7,12910
Angostura Bitters,1 drop,7,17241
Mango,Garnish with,7,178358
Cherry,1 ,7,15615
Soda water,,7,13026
Lemon,,7,15691
Pineapple juice,3-4 cups ,7,12862
Sweet and Sour,1 part,7,17267
Sweet and sour,1-2 dash ,7,15300
Orange juice,1 pint ,7,12870
Soda water,Fill to top with ,7,16178
Lavender,2 sprigs,7,17182
Vodka,1.5 cup ,8,12794
Fresca,,8,13024
Club soda,3 oz,8,17174
Sugar," to taste
",8,12774
Vanilla ice-cream,1 cup ,8,14588
Ice,crushed ,8,17074
Malibu rum,1 oz ,8,16984
Food coloring,3 drops yellow ,8,12792
Fruit juice,,8,16333
Cinnamon,3 sticks ,8,12864
Whipping cream,1 cup ,8,12910
Banana,1 piece ,8,15615
Bitters,1 wedge ,8,15300
Lemon juice,1/2 pint ,8,12870
Sugar,1/2 cup granulated ,9,12794
Milk,to taste,9,12774
Pineapple,1 wedge ,9,17074
Food coloring,6 drops red ,9,12792
Egg white,6 ,9,12910
Lemon,Garnish with,9,15300
Water,1/4 cup ,10,12794
Food coloring,2 drops blue ,10,12792
Sugar,1/4 cup ,10,12910
Food coloring,1 drop yellow ,11,12794
Glycerine,1/2 tsp ,11,12792
Nutmeg,Ground ,11,12910
Food coloring,1 drop green ,12,12794
