Entity,Code,Year,Leading cancer types causing death in males
Kuwait,KWT,1982,Trachea and bronchus and lung
Kuwait,KWT,1983,Trachea and bronchus and lung
Kuwait,KWT,1984,Trachea and bronchus and lung
Kuwait,KWT,1985,Trachea and bronchus and lung
Kuwait,KWT,1986,Trachea and bronchus and lung
Kuwait,KWT,1987,Trachea and bronchus and lung
Kuwait,KWT,1993,Trachea and bronchus and lung
Kuwait,KWT,1994,Trachea and bronchus and lung
Kuwait,KWT,1995,Trachea and bronchus and lung
Kuwait,KWT,1996,Trachea and bronchus and lung
Kuwait,KWT,1997,Trachea and bronchus and lung
Kuwait,KWT,1998,Trachea and bronchus and lung
Kuwait,KWT,1999,Liver
Kuwait,KWT,2000,Trachea and bronchus and lung
Kuwait,KWT,2001,Trachea and bronchus and lung
Kuwait,KWT,2002,Trachea and bronchus and lung
Kuwait,KWT,2003,Trachea and bronchus and lung
Kuwait,KWT,2004,Trachea and bronchus and lung
Kuwait,KWT,2005,Trachea and bronchus and lung
Kuwait,KWT,2006,Trachea and bronchus and lung
Kuwait,KWT,2007,Trachea and bronchus and lung
Kuwait,KWT,2008,Trachea and bronchus and lung
Kuwait,KWT,2009,Trachea and bronchus and lung
Kuwait,KWT,2010,Trachea and bronchus and lung
Kuwait,KWT,2011,Trachea and bronchus and lung
Kuwait,KWT,2012,Trachea and bronchus and lung
Kuwait,KWT,2013,Trachea and bronchus and lung
Kuwait,KWT,2014,Trachea and bronchus and lung
Kuwait,KWT,2015,Trachea and bronchus and lung
Kuwait,KWT,2016,Trachea and bronchus and lung
Kuwait,KWT,2017,Trachea and bronchus and lung
Kuwait,KWT,2018,Trachea and bronchus and lung
Kuwait,KWT,2019,Trachea and bronchus and lung
Kyrgyzstan,KGZ,1981,Stomach
Kyrgyzstan,KGZ,1982,Stomach
Kyrgyzstan,KGZ,1985,Stomach
Kyrgyzstan,KGZ,1986,Stomach
Kyrgyzstan,KGZ,1987,Stomach
Kyrgyzstan,KGZ,1988,Trachea and bronchus and lung
Kyrgyzstan,KGZ,1989,Trachea and bronchus and lung
Kyrgyzstan,KGZ,1990,Other malignant neoplasms
Kyrgyzstan,KGZ,1991,Other malignant neoplasms
Kyrgyzstan,KGZ,1992,Other malignant neoplasms
Kyrgyzstan,KGZ,1993,Other malignant neoplasms
Kyrgyzstan,KGZ,1994,Other malignant neoplasms
Kyrgyzstan,KGZ,1995,Stomach
Kyrgyzstan,KGZ,1996,Stomach
Kyrgyzstan,KGZ,1997,Other malignant neoplasms
Kyrgyzstan,KGZ,1998,Other malignant neoplasms
Kyrgyzstan,KGZ,1999,Other malignant neoplasms
Kyrgyzstan,KGZ,2000,Stomach
Kyrgyzstan,KGZ,2001,Stomach
Kyrgyzstan,KGZ,2002,Trachea and bronchus and lung
Kyrgyzstan,KGZ,2003,Trachea and bronchus and lung
Kyrgyzstan,KGZ,2004,Stomach
Kyrgyzstan,KGZ,2005,Stomach
Kyrgyzstan,KGZ,2006,Stomach
Kyrgyzstan,KGZ,2007,Stomach
Kyrgyzstan,KGZ,2008,Stomach
Kyrgyzstan,KGZ,2009,Stomach
Kyrgyzstan,KGZ,2010,Stomach
Kyrgyzstan,KGZ,2011,Stomach
Kyrgyzstan,KGZ,2012,Stomach
Kyrgyzstan,KGZ,2013,Stomach
Kyrgyzstan,KGZ,2014,Stomach
Kyrgyzstan,KGZ,2015,Stomach
Kyrgyzstan,KGZ,2016,Stomach
Kyrgyzstan,KGZ,2017,Stomach
Kyrgyzstan,KGZ,2018,Stomach
Kyrgyzstan,KGZ,2019,Stomach
Latvia,LVA,1980,Trachea and bronchus and lung
Latvia,LVA,1981,Trachea and bronchus and lung
Latvia,LVA,1982,Trachea and bronchus and lung
Latvia,LVA,1983,Trachea and bronchus and lung
Latvia,LVA,1984,Trachea and bronchus and lung
Latvia,LVA,1985,Trachea and bronchus and lung
Latvia,LVA,1986,Trachea and bronchus and lung
Latvia,LVA,1987,Trachea and bronchus and lung
Latvia,LVA,1988,Trachea and bronchus and lung
Latvia,LVA,1989,Trachea and bronchus and lung
Latvia,LVA,1990,Trachea and bronchus and lung
Latvia,LVA,1991,Trachea and bronchus and lung
Latvia,LVA,1992,Trachea and bronchus and lung
Latvia,LVA,1993,Trachea and bronchus and lung
Latvia,LVA,1994,Trachea and bronchus and lung
Latvia,LVA,1995,Trachea and bronchus and lung
Latvia,LVA,1996,Trachea and bronchus and lung
Latvia,LVA,1997,Trachea and bronchus and lung
Latvia,LVA,1998,Trachea and bronchus and lung
Latvia,LVA,1999,Trachea and bronchus and lung
Latvia,LVA,2000,Trachea and bronchus and lung
Latvia,LVA,2001,Trachea and bronchus and lung
Latvia,LVA,2002,Trachea and bronchus and lung
Latvia,LVA,2003,Trachea and bronchus and lung
Latvia,LVA,2004,Trachea and bronchus and lung
Latvia,LVA,2005,Trachea and bronchus and lung
Latvia,LVA,2006,Trachea and bronchus and lung
Latvia,LVA,2007,Trachea and bronchus and lung
Latvia,LVA,2008,Trachea and bronchus and lung
Latvia,LVA,2009,Trachea and bronchus and lung
Latvia,LVA,2010,Trachea and bronchus and lung
Latvia,LVA,2011,Trachea and bronchus and lung
Latvia,LVA,2012,Trachea and bronchus and lung
Latvia,LVA,2013,Trachea and bronchus and lung
Latvia,LVA,2014,Trachea and bronchus and lung
Latvia,LVA,2015,Trachea and bronchus and lung
Latvia,LVA,2016,Trachea and bronchus and lung
Latvia,LVA,2017,Trachea and bronchus and lung
Latvia,LVA,2018,Trachea and bronchus and lung
Latvia,LVA,2019,Trachea and bronchus and lung
Latvia,LVA,2020,Trachea and bronchus and lung
Latvia,LVA,2021,Trachea and bronchus and lung
Lebanon,LBN,2019,Trachea and bronchus and lung
Lebanon,LBN,2020,Trachea and bronchus and lung
Lebanon,LBN,2021,Trachea and bronchus and lung
Lithuania,LTU,1981,Trachea and bronchus and lung
Lithuania,LTU,1982,Trachea and bronchus and lung
Lithuania,LTU,1985,Trachea and bronchus and lung
Lithuania,LTU,1986,Trachea and bronchus and lung
Lithuania,LTU,1987,Trachea and bronchus and lung
Lithuania,LTU,1988,Trachea and bronchus and lung
Lithuania,LTU,1989,Trachea and bronchus and lung
Lithuania,LTU,1990,Trachea and bronchus and lung
Lithuania,LTU,1991,Trachea and bronchus and lung
Lithuania,LTU,1992,Trachea and bronchus and lung
Lithuania,LTU,1993,Trachea and bronchus and lung
Lithuania,LTU,1994,Trachea and bronchus and lung
Lithuania,LTU,1995,Trachea and bronchus and lung
Lithuania,LTU,1996,Trachea and bronchus and lung
Lithuania,LTU,1997,Trachea and bronchus and lung
Lithuania,LTU,1998,Trachea and bronchus and lung
Lithuania,LTU,1999,Trachea and bronchus and lung
Lithuania,LTU,2000,Trachea and bronchus and lung
Lithuania,LTU,2001,Trachea and bronchus and lung
Lithuania,LTU,2002,Trachea and bronchus and lung
Lithuania,LTU,2003,Trachea and bronchus and lung
Lithuania,LTU,2004,Trachea and bronchus and lung
Lithuania,LTU,2005,Trachea and bronchus and lung
Lithuania,LTU,2006,Trachea and bronchus and lung
Lithuania,LTU,2007,Trachea and bronchus and lung
Lithuania,LTU,2008,Trachea and bronchus and lung
Lithuania,LTU,2009,Trachea and bronchus and lung
Lithuania,LTU,2010,Trachea and bronchus and lung
Lithuania,LTU,2011,Trachea and bronchus and lung
Lithuania,LTU,2012,Trachea and bronchus and lung
Lithuania,LTU,2013,Trachea and bronchus and lung
Lithuania,LTU,2014,Trachea and bronchus and lung
Lithuania,LTU,2015,Trachea and bronchus and lung
Lithuania,LTU,2016,Trachea and bronchus and lung
Lithuania,LTU,2017,Trachea and bronchus and lung
Lithuania,LTU,2018,Trachea and bronchus and lung
Lithuania,LTU,2019,Trachea and bronchus and lung
Lithuania,LTU,2020,Trachea and bronchus and lung
Lithuania,LTU,2021,Trachea and bronchus and lung
Lithuania,LTU,2022,Trachea and bronchus and lung
Luxembourg,LUX,1967,Trachea and bronchus and lung
Luxembourg,LUX,1968,Trachea and bronchus and lung
Luxembourg,LUX,1969,Other malignant neoplasms
Luxembourg,LUX,1970,Trachea and bronchus and lung
Luxembourg,LUX,1971,Other malignant neoplasms
Luxembourg,LUX,1972,Trachea and bronchus and lung
Luxembourg,LUX,1973,Trachea and bronchus and lung
Luxembourg,LUX,1974,Other malignant neoplasms
Luxembourg,LUX,1975,Trachea and bronchus and lung
Luxembourg,LUX,1976,Trachea and bronchus and lung
Luxembourg,LUX,1977,Trachea and bronchus and lung
Luxembourg,LUX,1978,Trachea and bronchus and lung
Luxembourg,LUX,1979,Trachea and bronchus and lung
Luxembourg,LUX,1980,Trachea and bronchus and lung
Luxembourg,LUX,1981,Trachea and bronchus and lung
Luxembourg,LUX,1982,Trachea and bronchus and lung
Luxembourg,LUX,1983,Trachea and bronchus and lung
Luxembourg,LUX,1984,Trachea and bronchus and lung
Luxembourg,LUX,1985,Trachea and bronchus and lung
Luxembourg,LUX,1986,Trachea and bronchus and lung
Luxembourg,LUX,1987,Trachea and bronchus and lung
Luxembourg,LUX,1988,Trachea and bronchus and lung
Luxembourg,LUX,1989,Trachea and bronchus and lung
Luxembourg,LUX,1990,Trachea and bronchus and lung
Luxembourg,LUX,1991,Trachea and bronchus and lung
Luxembourg,LUX,1992,Trachea and bronchus and lung
Luxembourg,LUX,1993,Trachea and bronchus and lung
Luxembourg,LUX,1994,Trachea and bronchus and lung
Luxembourg,LUX,1995,Trachea and bronchus and lung
Luxembourg,LUX,1996,Trachea and bronchus and lung
Luxembourg,LUX,1997,Trachea and bronchus and lung
Luxembourg,LUX,1998,Trachea and bronchus and lung
Luxembourg,LUX,1999,Trachea and bronchus and lung
Luxembourg,LUX,2000,Trachea and bronchus and lung
Luxembourg,LUX,2001,Trachea and bronchus and lung
Luxembourg,LUX,2002,Trachea and bronchus and lung
Luxembourg,LUX,2003,Trachea and bronchus and lung
Luxembourg,LUX,2004,Trachea and bronchus and lung
Luxembourg,LUX,2005,Trachea and bronchus and lung
Luxembourg,LUX,2006,Trachea and bronchus and lung
Luxembourg,LUX,2007,Trachea and bronchus and lung
Luxembourg,LUX,2008,Trachea and bronchus and lung
Luxembourg,LUX,2009,Trachea and bronchus and lung
Luxembourg,LUX,2010,Trachea and bronchus and lung
Luxembourg,LUX,2011,Trachea and bronchus and lung
Luxembourg,LUX,2012,Trachea and bronchus and lung
Luxembourg,LUX,2013,Trachea and bronchus and lung
Luxembourg,LUX,2014,Trachea and bronchus and lung
Luxembourg,LUX,2015,Trachea and bronchus and lung
Luxembourg,LUX,2016,Trachea and bronchus and lung
Luxembourg,LUX,2017,Trachea and bronchus and lung
Luxembourg,LUX,2018,Trachea and bronchus and lung
Luxembourg,LUX,2019,Trachea and bronchus and lung
Luxembourg,LUX,2020,Trachea and bronchus and lung
Luxembourg,LUX,2021,Trachea and bronchus and lung
Luxembourg,LUX,2022,Trachea and bronchus and lung
Malaysia,MYS,2000,Trachea and bronchus and lung
Malaysia,MYS,2001,Trachea and bronchus and lung
Malaysia,MYS,2002,Trachea and bronchus and lung
Malaysia,MYS,2003,Trachea and bronchus and lung
Malaysia,MYS,2004,Trachea and bronchus and lung
Malaysia,MYS,2005,Trachea and bronchus and lung
Malaysia,MYS,2006,Trachea and bronchus and lung
Malaysia,MYS,2007,Trachea and bronchus and lung
Malaysia,MYS,2008,Trachea and bronchus and lung
Malaysia,MYS,2009,Trachea and bronchus and lung
Malaysia,MYS,2010,Trachea and bronchus and lung
Malaysia,MYS,2011,Trachea and bronchus and lung
Malaysia,MYS,2012,Trachea and bronchus and lung
Malaysia,MYS,2013,Trachea and bronchus and lung
Malaysia,MYS,2014,Trachea and bronchus and lung
Malaysia,MYS,2015,Trachea and bronchus and lung
Malaysia,MYS,2016,Trachea and bronchus and lung
Malaysia,MYS,2017,Trachea and bronchus and lung
Malaysia,MYS,2018,Trachea and bronchus and lung
Malaysia,MYS,2019,Trachea and bronchus and lung
Malaysia,MYS,2020,Trachea and bronchus and lung
Maldives,MDV,2000,Bladder
Maldives,MDV,2001,Ill-defined malignant neoplasms
Maldives,MDV,2002,Ill-defined malignant neoplasms
Maldives,MDV,2003,Ill-defined malignant neoplasms
Maldives,MDV,2004,Liver
Maldives,MDV,2005,Liver
Maldives,MDV,2007,Other malignant neoplasms
Maldives,MDV,2008,Other malignant neoplasms
Maldives,MDV,2010,Other malignant neoplasms
Maldives,MDV,2011,Trachea and bronchus and lung
Maldives,MDV,2012,Trachea and bronchus and lung
Maldives,MDV,2013,Trachea and bronchus and lung
Maldives,MDV,2014,Ill-defined malignant neoplasms
Maldives,MDV,2015,Liver
Maldives,MDV,2016,Ill-defined malignant neoplasms
Maldives,MDV,2017,Ill-defined malignant neoplasms
Maldives,MDV,2018,Trachea and bronchus and lung
Maldives,MDV,2019,Trachea and bronchus and lung
Malta,MLT,1965,Other malignant neoplasms
Malta,MLT,1967,Other malignant neoplasms
Malta,MLT,1968,Trachea and bronchus and lung
Malta,MLT,1969,Trachea and bronchus and lung
Malta,MLT,1970,Other malignant neoplasms
Malta,MLT,1971,Trachea and bronchus and lung
Malta,MLT,1972,Other malignant neoplasms
Malta,MLT,1973,Other malignant neoplasms
Malta,MLT,1974,Other malignant neoplasms
Malta,MLT,1975,Trachea and bronchus and lung
Malta,MLT,1976,Trachea and bronchus and lung
Malta,MLT,1977,Other malignant neoplasms
Malta,MLT,1978,Trachea and bronchus and lung
Malta,MLT,1979,Trachea and bronchus and lung
Malta,MLT,1980,Trachea and bronchus and lung
Malta,MLT,1981,Trachea and bronchus and lung
Malta,MLT,1982,Trachea and bronchus and lung
Malta,MLT,1983,Trachea and bronchus and lung
Malta,MLT,1984,Trachea and bronchus and lung
Malta,MLT,1985,Trachea and bronchus and lung
Malta,MLT,1986,Trachea and bronchus and lung
Malta,MLT,1987,Trachea and bronchus and lung
Malta,MLT,1988,Trachea and bronchus and lung
Malta,MLT,1989,Trachea and bronchus and lung
Malta,MLT,1990,Trachea and bronchus and lung
Malta,MLT,1991,Trachea and bronchus and lung
Malta,MLT,1992,Trachea and bronchus and lung
Malta,MLT,1993,Trachea and bronchus and lung
Malta,MLT,1994,Trachea and bronchus and lung
Malta,MLT,1995,Trachea and bronchus and lung
Malta,MLT,1996,Trachea and bronchus and lung
Malta,MLT,1997,Trachea and bronchus and lung
Malta,MLT,1998,Trachea and bronchus and lung
Malta,MLT,1999,Trachea and bronchus and lung
Malta,MLT,2000,Trachea and bronchus and lung
Malta,MLT,2001,Trachea and bronchus and lung
Malta,MLT,2002,Trachea and bronchus and lung
Malta,MLT,2003,Trachea and bronchus and lung
Malta,MLT,2004,Trachea and bronchus and lung
Malta,MLT,2005,Trachea and bronchus and lung
Malta,MLT,2006,Trachea and bronchus and lung
Malta,MLT,2007,Trachea and bronchus and lung
Malta,MLT,2008,Trachea and bronchus and lung
Malta,MLT,2009,Trachea and bronchus and lung
Malta,MLT,2010,Trachea and bronchus and lung
Malta,MLT,2011,Trachea and bronchus and lung
Malta,MLT,2012,Trachea and bronchus and lung
Malta,MLT,2013,Trachea and bronchus and lung
Malta,MLT,2014,Trachea and bronchus and lung
Malta,MLT,2015,Trachea and bronchus and lung
Malta,MLT,2016,Trachea and bronchus and lung
Malta,MLT,2017,Trachea and bronchus and lung
Malta,MLT,2018,Trachea and bronchus and lung
Malta,MLT,2019,Trachea and bronchus and lung
Malta,MLT,2020,Trachea and bronchus and lung
Martinique,MTQ,1970,Other malignant neoplasms
Martinique,MTQ,1971,Other malignant neoplasms
Martinique,MTQ,1974,Other malignant neoplasms
Martinique,MTQ,1975,Other malignant neoplasms
Martinique,MTQ,1981,Other malignant neoplasms
Martinique,MTQ,1982,Prostate
Martinique,MTQ,1985,Prostate
Martinique,MTQ,2000,Prostate
Martinique,MTQ,2001,Prostate
Martinique,MTQ,2002,Prostate
Martinique,MTQ,2003,Prostate
Martinique,MTQ,2004,Prostate
Martinique,MTQ,2005,Prostate
Martinique,MTQ,2006,Prostate
Martinique,MTQ,2007,Prostate
Martinique,MTQ,2008,Prostate
Martinique,MTQ,2009,Prostate
Martinique,MTQ,2010,Prostate
Martinique,MTQ,2011,Prostate
Martinique,MTQ,2013,Prostate
Martinique,MTQ,2014,Prostate
Martinique,MTQ,2015,Prostate
Martinique,MTQ,2016,Prostate
Mauritius,MUS,1961,Other malignant neoplasms
Mauritius,MUS,1962,Other malignant neoplasms
Mauritius,MUS,1963,Other malignant neoplasms
Mauritius,MUS,1964,Other malignant neoplasms
Mauritius,MUS,1965,Other malignant neoplasms
Mauritius,MUS,1966,Other malignant neoplasms
Mauritius,MUS,1967,Other malignant neoplasms
Mauritius,MUS,1968,Other malignant neoplasms
Mauritius,MUS,1969,Other malignant neoplasms
Mauritius,MUS,1970,Stomach
Mauritius,MUS,1971,Other malignant neoplasms
Mauritius,MUS,1972,Other malignant neoplasms
Mauritius,MUS,1973,Other malignant neoplasms
Mauritius,MUS,1974,Other malignant neoplasms
Mauritius,MUS,1975,Other malignant neoplasms
Mauritius,MUS,1976,Other malignant neoplasms
Mauritius,MUS,1977,Other malignant neoplasms
Mauritius,MUS,1978,Other malignant neoplasms
Mauritius,MUS,1979,Other malignant neoplasms
Mauritius,MUS,1980,Other malignant neoplasms
Mauritius,MUS,1981,Trachea and bronchus and lung
Mauritius,MUS,1982,Trachea and bronchus and lung
Mauritius,MUS,1983,Other malignant neoplasms
Mauritius,MUS,1984,Stomach
Mauritius,MUS,1985,Trachea and bronchus and lung
Mauritius,MUS,1986,Trachea and bronchus and lung
Mauritius,MUS,1987,Other malignant neoplasms
Mauritius,MUS,1988,Trachea and bronchus and lung
Mauritius,MUS,1989,Trachea and bronchus and lung
Mauritius,MUS,1990,Other malignant neoplasms
Mauritius,MUS,1991,Trachea and bronchus and lung
Mauritius,MUS,1992,Other malignant neoplasms
Mauritius,MUS,1993,Other malignant neoplasms
Mauritius,MUS,1994,Other malignant neoplasms
Mauritius,MUS,1995,Trachea and bronchus and lung
Mauritius,MUS,1996,Trachea and bronchus and lung
Mauritius,MUS,1997,Other malignant neoplasms
Mauritius,MUS,1998,Other malignant neoplasms
Mauritius,MUS,1999,Other malignant neoplasms
Mauritius,MUS,2000,Other malignant neoplasms
Mauritius,MUS,2001,Trachea and bronchus and lung
Mauritius,MUS,2002,Other malignant neoplasms
Mauritius,MUS,2003,Trachea and bronchus and lung
Mauritius,MUS,2004,Other malignant neoplasms
Mauritius,MUS,2005,Trachea and bronchus and lung
Mauritius,MUS,2006,Trachea and bronchus and lung
Mauritius,MUS,2007,Trachea and bronchus and lung
Mauritius,MUS,2008,Trachea and bronchus and lung
Mauritius,MUS,2009,Trachea and bronchus and lung
Mauritius,MUS,2010,Trachea and bronchus and lung
Mauritius,MUS,2011,Trachea and bronchus and lung
Mauritius,MUS,2012,Trachea and bronchus and lung
Mauritius,MUS,2013,Trachea and bronchus and lung
Mauritius,MUS,2014,Trachea and bronchus and lung
Mauritius,MUS,2015,Trachea and bronchus and lung
Mauritius,MUS,2016,Trachea and bronchus and lung
Mauritius,MUS,2017,Trachea and bronchus and lung
Mauritius,MUS,2018,Prostate
Mauritius,MUS,2019,Trachea and bronchus and lung
Mauritius,MUS,2020,Prostate
Mauritius,MUS,2021,Trachea and bronchus and lung
Mauritius,MUS,2022,Prostate
Mayotte,MYT,2012,Prostate
Mayotte,MYT,2013,Prostate
Mayotte,MYT,2014,Prostate
Mayotte,MYT,2015,Prostate
Mayotte,MYT,2016,Prostate
Mexico,MEX,1955,Other malignant neoplasms
Mexico,MEX,1956,Other malignant neoplasms
Mexico,MEX,1957,Other malignant neoplasms
Mexico,MEX,1958,Other malignant neoplasms
Mexico,MEX,1959,Other malignant neoplasms
Mexico,MEX,1960,Other malignant neoplasms
Mexico,MEX,1961,Other malignant neoplasms
Mexico,MEX,1962,Other malignant neoplasms
Mexico,MEX,1963,Other malignant neoplasms
Mexico,MEX,1964,Other malignant neoplasms
Mexico,MEX,1965,Other malignant neoplasms
Mexico,MEX,1966,Other malignant neoplasms
Mexico,MEX,1967,Other malignant neoplasms
Mexico,MEX,1968,Other malignant neoplasms
Mexico,MEX,1969,Other malignant neoplasms
Mexico,MEX,1970,Other malignant neoplasms
Mexico,MEX,1971,Other malignant neoplasms
Mexico,MEX,1972,Other malignant neoplasms
Mexico,MEX,1973,Other malignant neoplasms
Mexico,MEX,1974,Other malignant neoplasms
Mexico,MEX,1975,Other malignant neoplasms
Mexico,MEX,1976,Other malignant neoplasms
Mexico,MEX,1977,Other malignant neoplasms
Mexico,MEX,1978,Other malignant neoplasms
Mexico,MEX,1979,Trachea and bronchus and lung
Mexico,MEX,1980,Trachea and bronchus and lung
Mexico,MEX,1981,Trachea and bronchus and lung
Mexico,MEX,1982,Trachea and bronchus and lung
Mexico,MEX,1983,Trachea and bronchus and lung
Mexico,MEX,1984,Trachea and bronchus and lung
Mexico,MEX,1985,Trachea and bronchus and lung
Mexico,MEX,1986,Trachea and bronchus and lung
Mexico,MEX,1987,Trachea and bronchus and lung
Mexico,MEX,1988,Trachea and bronchus and lung
Mexico,MEX,1989,Trachea and bronchus and lung
Mexico,MEX,1990,Trachea and bronchus and lung
Mexico,MEX,1991,Trachea and bronchus and lung
Mexico,MEX,1992,Trachea and bronchus and lung
Mexico,MEX,1993,Trachea and bronchus and lung
Mexico,MEX,1994,Trachea and bronchus and lung
Mexico,MEX,1995,Trachea and bronchus and lung
Mexico,MEX,1996,Trachea and bronchus and lung
Mexico,MEX,1997,Trachea and bronchus and lung
Mexico,MEX,1998,Trachea and bronchus and lung
Mexico,MEX,1999,Trachea and bronchus and lung
Mexico,MEX,2000,Trachea and bronchus and lung
Mexico,MEX,2001,Trachea and bronchus and lung
Mexico,MEX,2002,Trachea and bronchus and lung
Mexico,MEX,2003,Prostate
Mexico,MEX,2004,Trachea and bronchus and lung
Mexico,MEX,2005,Prostate
Mexico,MEX,2006,Prostate
Mexico,MEX,2007,Prostate
Mexico,MEX,2008,Prostate
Mexico,MEX,2009,Prostate
Mexico,MEX,2010,Prostate
Mexico,MEX,2011,Prostate
Mexico,MEX,2012,Prostate
Mexico,MEX,2013,Prostate
Mexico,MEX,2014,Prostate
Mexico,MEX,2015,Prostate
Mexico,MEX,2016,Prostate
Mexico,MEX,2017,Prostate
Mexico,MEX,2018,Prostate
Mexico,MEX,2019,Prostate
Mexico,MEX,2020,Prostate
Mexico,MEX,2021,Prostate
Moldova,MDA,1981,Trachea and bronchus and lung
Moldova,MDA,1982,Trachea and bronchus and lung
Moldova,MDA,1985,Trachea and bronchus and lung
Moldova,MDA,1986,Trachea and bronchus and lung
Moldova,MDA,1987,Trachea and bronchus and lung
Moldova,MDA,1988,Trachea and bronchus and lung
Moldova,MDA,1989,Trachea and bronchus and lung
Moldova,MDA,1990,Trachea and bronchus and lung
Moldova,MDA,1991,Trachea and bronchus and lung
Moldova,MDA,1992,Trachea and bronchus and lung
Moldova,MDA,1993,Trachea and bronchus and lung
Moldova,MDA,1994,Trachea and bronchus and lung
Moldova,MDA,1995,Trachea and bronchus and lung
Moldova,MDA,1996,Trachea and bronchus and lung
Moldova,MDA,1997,Trachea and bronchus and lung
Moldova,MDA,1998,Trachea and bronchus and lung
Moldova,MDA,1999,Trachea and bronchus and lung
Moldova,MDA,2000,Trachea and bronchus and lung
Moldova,MDA,2001,Trachea and bronchus and lung
Moldova,MDA,2002,Trachea and bronchus and lung
Moldova,MDA,2003,Trachea and bronchus and lung
Moldova,MDA,2004,Trachea and bronchus and lung
Moldova,MDA,2005,Trachea and bronchus and lung
Moldova,MDA,2006,Trachea and bronchus and lung
Moldova,MDA,2007,Trachea and bronchus and lung
Moldova,MDA,2008,Trachea and bronchus and lung
Moldova,MDA,2009,Trachea and bronchus and lung
Moldova,MDA,2010,Trachea and bronchus and lung
Moldova,MDA,2011,Trachea and bronchus and lung
Moldova,MDA,2012,Trachea and bronchus and lung
Moldova,MDA,2013,Trachea and bronchus and lung
Moldova,MDA,2014,Trachea and bronchus and lung
Moldova,MDA,2015,Trachea and bronchus and lung
Moldova,MDA,2016,Trachea and bronchus and lung
Moldova,MDA,2017,Trachea and bronchus and lung
Moldova,MDA,2018,Trachea and bronchus and lung
Mongolia,MNG,1994,Stomach
Mongolia,MNG,2016,Liver
Mongolia,MNG,2017,Liver
Mongolia,MNG,2018,Liver
Mongolia,MNG,2019,Liver
Mongolia,MNG,2020,Liver
Mongolia,MNG,2021,Liver
Montenegro,MNE,2000,Trachea and bronchus and lung
Montenegro,MNE,2001,Trachea and bronchus and lung
Montenegro,MNE,2002,Trachea and bronchus and lung
Montenegro,MNE,2003,Trachea and bronchus and lung
Montenegro,MNE,2004,Trachea and bronchus and lung
Montenegro,MNE,2005,Trachea and bronchus and lung
Montenegro,MNE,2006,Trachea and bronchus and lung
Montenegro,MNE,2007,Trachea and bronchus and lung
Montenegro,MNE,2008,Trachea and bronchus and lung
Montenegro,MNE,2009,Trachea and bronchus and lung
Montenegro,MNE,2017,Trachea and bronchus and lung
Montenegro,MNE,2019,Trachea and bronchus and lung
Netherlands,NLD,1950,Stomach
Netherlands,NLD,1951,Stomach
Netherlands,NLD,1952,Stomach
Netherlands,NLD,1953,Stomach
Netherlands,NLD,1954,Stomach
Netherlands,NLD,1955,Stomach
Netherlands,NLD,1956,Stomach
Netherlands,NLD,1957,Stomach
Netherlands,NLD,1958,Other malignant neoplasms
Netherlands,NLD,1959,Trachea and bronchus and lung
Netherlands,NLD,1960,Trachea and bronchus and lung
Netherlands,NLD,1961,Trachea and bronchus and lung
Netherlands,NLD,1962,Trachea and bronchus and lung
Netherlands,NLD,1963,Trachea and bronchus and lung
Netherlands,NLD,1964,Trachea and bronchus and lung
Netherlands,NLD,1965,Trachea and bronchus and lung
Netherlands,NLD,1966,Trachea and bronchus and lung
Netherlands,NLD,1967,Trachea and bronchus and lung
Netherlands,NLD,1968,Trachea and bronchus and lung
Netherlands,NLD,1969,Trachea and bronchus and lung
Netherlands,NLD,1970,Trachea and bronchus and lung
Netherlands,NLD,1971,Trachea and bronchus and lung
Netherlands,NLD,1972,Trachea and bronchus and lung
Netherlands,NLD,1973,Trachea and bronchus and lung
Netherlands,NLD,1974,Trachea and bronchus and lung
Netherlands,NLD,1975,Trachea and bronchus and lung
Netherlands,NLD,1976,Trachea and bronchus and lung
Netherlands,NLD,1977,Trachea and bronchus and lung
Netherlands,NLD,1978,Trachea and bronchus and lung
Netherlands,NLD,1979,Trachea and bronchus and lung
Netherlands,NLD,1980,Trachea and bronchus and lung
Netherlands,NLD,1981,Trachea and bronchus and lung
Netherlands,NLD,1982,Trachea and bronchus and lung
Netherlands,NLD,1983,Trachea and bronchus and lung
Netherlands,NLD,1984,Trachea and bronchus and lung
Netherlands,NLD,1985,Trachea and bronchus and lung
Netherlands,NLD,1986,Trachea and bronchus and lung
Netherlands,NLD,1987,Trachea and bronchus and lung
Netherlands,NLD,1988,Trachea and bronchus and lung
Netherlands,NLD,1989,Trachea and bronchus and lung
Netherlands,NLD,1990,Trachea and bronchus and lung
Netherlands,NLD,1991,Trachea and bronchus and lung
Netherlands,NLD,1992,Trachea and bronchus and lung
Netherlands,NLD,1993,Trachea and bronchus and lung
Netherlands,NLD,1994,Trachea and bronchus and lung
Netherlands,NLD,1995,Trachea and bronchus and lung
Netherlands,NLD,1996,Trachea and bronchus and lung
Netherlands,NLD,1997,Trachea and bronchus and lung
Netherlands,NLD,1998,Trachea and bronchus and lung
Netherlands,NLD,1999,Trachea and bronchus and lung
Netherlands,NLD,2000,Trachea and bronchus and lung
Netherlands,NLD,2001,Trachea and bronchus and lung
Netherlands,NLD,2002,Trachea and bronchus and lung
Netherlands,NLD,2003,Trachea and bronchus and lung
Netherlands,NLD,2004,Trachea and bronchus and lung
Netherlands,NLD,2005,Trachea and bronchus and lung
