subjet,eda,bvp,temp,x,y,z,emotion
16,0.28,-77.45,34.99,71,3,-13,1
16,0.28,-2.84,34.99,63,3,-14,1
16,0.26,47.19,34.99,62,0,-21,1
16,0.25,-8.4,34.99,58,-3,-28,1
16,0.25,25.28,34.99,59,-3,-28,1
16,0.25,-25.66,34.99,59,-4,-28,1
16,0,-0.03,33.39,14,48,41,1
16,0.1,5.06,33.39,6,51,38,1
16,0.15,17.91,33.39,2,51,36,1
16,0.15,79.34,33.39,1,52,34,1
16,0.15,228.25,33.39,1,51,37,1
16,0.15,-486.5,33.39,-4,51,38,1
16,0.14,-5.9,33.39,-7,52,36,1
16,0.14,156.15,33.39,-21,53,28,1
16,0.12,46.78,33.39,-17,49,34,1
16,0.12,4.05,33.39,-34,48,29,1
16,0.12,0.15,33.39,-36,45,26,1
16,0.11,0.8,33.39,-43,39,28,1
16,0.12,3.38,33.37,-49,39,20,1
16,0.12,13.43,33.37,-57,38,14,1
16,0.11,12.63,33.37,-26,53,4,1
16,0.09,-20,33.37,-13,59,1,1
16,0.04,25.39,33.39,-6,54,13,1
16,0.14,58.76,33.39,-12,55,28,1
16,0.2,87.22,33.39,-18,57,26,1
16,0.21,-81.35,33.39,-28,51,31,1
16,0.22,-151.55,33.34,-19,49,35,1
16,0.23,382.52,33.34,-24,47,36,1
16,0.24,-54.3,33.34,-18,48,37,1
16,0.24,228.26,33.34,-16,46,38,1
16,0.25,-92.31,33.43,-23,47,40,1
16,0.25,-557.12,33.43,-13,49,38,1
16,0.24,-277.65,33.43,-17,49,38,1
16,0.23,46.39,33.43,-7,51,38,1
16,0.23,224.92,33.47,-9,53,34,1
16,0.23,11.18,33.47,-5,50,38,1
16,0.23,-75.46,33.47,-5,50,38,1
16,0.23,-580.93,33.47,0,50,40,1
16,0.23,-49.27,33.43,7,52,36,1
16,0.22,324.82,33.43,13,52,34,1
16,0.22,191.42,33.43,7,50,35,1
16,0.22,721,33.43,5,51,33,1
16,0.21,-859.11,33.45,9,51,36,1
16,0.22,88.34,33.45,12,50,39,1
16,0.22,-67.68,33.45,6,50,39,1
16,0.22,-198.92,33.45,3,51,38,1
16,0.22,368.05,33.43,3,51,39,1
16,0.22,188.36,33.43,4,51,38,1
16,0.22,-149.75,33.43,3,49,44,1
16,0.21,-573.42,33.43,0,52,37,1
16,0.21,106.07,33.43,7,54,31,1
16,0.19,-378.76,33.43,6,52,36,1
16,0.17,-111.21,33.43,4,51,38,1
16,0.13,280.2,33.43,-2,50,36,1
16,0.11,144.99,33.45,-9,53,34,1
16,0.09,237.15,33.45,-14,51,36,1
16,0.09,94.36,33.45,-10,50,41,1
16,0.09,-208.79,33.45,-4,51,41,1
16,0.1,-60.44,33.43,-15,51,36,1
16,0.1,-128.34,33.43,-20,50,34,1
16,0.1,60.83,33.43,-11,50,39,1
16,0.11,133.79,33.43,-10,50,39,1
16,0.12,-122.71,33.37,-9,50,36,1
16,0.12,-24.86,33.37,-15,50,38,1
16,0.12,130.31,33.37,-17,51,34,1
16,0.12,-209.05,33.37,-14,50,36,1
16,0.12,120.34,33.37,-14,50,37,1
16,0.12,55.67,33.37,-12,51,36,1
16,0.11,-10.43,33.37,-18,51,35,1
16,0.11,23.81,33.37,-17,52,33,1
16,0.11,60.77,33.34,-17,51,32,1
16,0.11,-17.71,33.34,-14,51,35,1
16,0.1,155.5,33.34,-16,51,34,1
16,0.1,-26.64,33.34,-17,51,33,1
16,0.1,71.75,33.34,-16,50,35,1
16,0.11,-50.73,33.34,-15,51,37,1
16,0.1,32.22,33.34,-13,51,35,1
16,0.09,-10.48,33.34,-12,51,35,1
16,0.1,17.96,33.33,-16,50,36,1
16,0.11,3.28,33.33,-21,50,34,1
16,0.1,5.51,33.33,-26,52,29,1
16,0.1,1.7,33.33,-10,54,29,1
16,0.12,-54.4,33.31,-1,56,29,1
16,0.13,75.16,33.31,-14,52,33,1
16,0.13,-134.31,33.31,-27,53,24,1
16,0.13,-27.98,33.31,-34,50,18,1
16,0.08,124.25,33.29,-39,52,9,1
16,0.06,-72.35,33.29,-37,52,0,1
16,0.04,-59.07,33.29,-31,53,-13,1
16,0.03,146.31,33.29,-27,50,-21,1
16,0.04,86.13,33.29,-24,42,-43,1
16,0.03,102.69,33.29,14,54,-37,1
16,0.04,50.94,33.29,10,57,5,1
16,0.09,26.39,33.29,8,50,38,1
16,0.14,91.69,33.31,2,55,35,1
16,0.15,272.27,33.31,6,55,31,1
16,0.14,52.97,33.31,17,52,42,1
16,0.12,-161.48,33.31,1,53,36,1
16,0.12,-258.4,33.33,2,52,39,1
16,0.12,-208.35,33.33,-1,54,32,1
16,0.11,125.77,33.33,-4,53,38,1
16,0.11,-46.01,33.33,3,53,36,1
16,0.1,-137.95,33.33,-1,52,36,1
16,0.1,211.48,33.33,-2,53,34,1
16,0.09,79.84,33.33,2,52,32,1
16,0.11,-134.88,33.33,0,56,33,1
16,0.11,277.19,33.34,8,55,36,1
16,0.09,-256.66,33.34,2,54,34,1
16,0.08,117.05,33.34,-5,53,31,1
16,0.11,-73.92,33.34,-3,53,34,1
16,0.1,27.62,33.33,-2,54,30,1
16,0.11,137.86,33.33,-5,52,34,1
16,0.09,-66.63,33.33,-6,52,36,1
16,0.05,87.47,33.33,0,52,36,1
16,0.07,93.79,33.31,1,54,35,1
16,0.09,441.28,33.31,1,53,34,1
16,0.09,-365.03,33.31,5,53,29,1
16,0.1,-248.24,33.31,12,52,30,1
16,0.09,9.61,33.27,3,53,34,1
16,0.07,106.27,33.27,1,55,36,1
16,0.06,-43.26,33.27,-6,55,31,1
16,0.08,20.61,33.27,-6,58,25,1
16,0.07,-44.56,33.31,-4,56,28,1
16,0.05,16.8,33.31,-24,55,24,1
16,0,-0.03,31.51,-2,42,47,1
16,0.13,5.06,31.51,-2,42,47,1
16,0.2,17.91,31.51,-2,42,47,1
16,0.2,79.34,31.51,-2,42,47,1
16,0.2,228.25,31.51,-2,42,47,1
16,0.2,-486.45,31.51,-1,42,47,1
16,0.2,-4.91,31.51,-1,42,47,1
16,0.2,160.57,31.51,0,42,47,1
16,0.2,65.09,31.47,-1,42,48,1
16,0.2,32.63,31.47,0,42,47,1
16,0.2,-23.52,31.47,-1,42,48,1
16,0.2,16.55,31.47,-1,42,47,1
16,0.2,77.74,31.47,-2,42,47,1
16,0.21,151.67,31.47,-1,42,47,1
16,0.2,55.29,31.47,-3,43,46,1
16,0.2,9.18,31.47,1,42,48,1
16,0.2,-4.38,31.49,-1,42,47,1
16,0.2,-4.55,31.49,-1,42,47,1
16,0.2,-4.25,31.49,-1,42,47,1
16,0.2,-17.75,31.49,-1,42,47,1
16,0.2,-11.26,31.49,-2,42,47,1
16,0.2,-41.01,31.49,-1,42,49,1
16,0.2,-153.11,31.49,-9,43,47,1
16,0.2,-347.26,31.49,8,43,47,1
16,0.2,-46.25,31.45,6,43,46,1
16,0.21,10.98,31.45,12,43,45,1
16,0.21,-27.56,31.45,11,43,46,1
16,0.2,9.04,31.45,11,43,45,1
16,0.2,1.83,31.47,13,43,45,1
16,0.2,16.27,31.47,11,43,45,1
16,0.2,92.69,31.47,10,43,45,1
16,0.2,50.19,31.47,11,42,46,1
16,0.21,16.89,31.47,10,42,47,1
16,0.2,-122.03,31.47,6,43,45,1
16,0.2,-95.08,31.47,4,44,45,1
16,0.2,176.49,31.47,4,44,46,1
16,0.2,31.06,31.47,0,43,43,1
16,0.21,40.71,31.47,1,44,47,1
16,0.2,-0.6,31.47,0,44,46,1
16,0.21,-30.09,31.47,-1,45,44,1
16,0.2,-8.17,31.45,-1,44,45,1
16,0.2,-2.44,31.45,-2,45,45,1
16,0.21,15.42,31.45,-2,45,45,1
16,0.2,20,31.45,-2,45,45,1
16,0.2,-14.75,31.47,-2,45,45,1
16,0.21,15.19,31.47,-1,45,46,1
16,0.2,-0.7,31.47,-2,45,45,1
16,0.21,-9.3,31.47,-3,44,45,1
16,0.2,16.7,31.47,-3,45,45,1
16,0.21,-6.62,31.47,-2,44,45,1
16,0.2,13.82,31.47,-3,45,45,1
16,0.2,5.29,31.47,-2,44,46,1
16,0.2,-18.67,31.47,-2,45,46,1
16,0.21,12.73,31.47,-2,44,45,1
16,0.21,2,31.47,-2,44,45,1
16,0.2,-5.52,31.47,-2,44,45,1
16,0.21,5.43,31.47,-1,44,46,1
16,0.21,-4.72,31.47,-2,45,45,1
16,0.21,6.87,31.47,-2,44,45,1
16,0.21,5.35,31.47,-3,44,45,1
16,0.2,-9.09,31.45,-2,44,45,1
16,0.21,16.58,31.45,-2,44,45,1
16,0.21,-7.42,31.45,-2,44,46,1
16,0.21,3.94,31.45,-2,44,45,1
16,0.21,9.41,31.45,-1,44,46,1
16,0.21,-7.61,31.45,-1,44,45,1
16,0.21,1.05,31.45,-2,43,46,1
16,0.2,-0.05,31.45,-2,44,46,1
16,0.2,-16.24,31.45,-3,44,45,1
16,0.21,8.43,31.45,-2,44,46,1
16,0.21,-5.73,31.45,-2,44,46,1
16,0.21,3.87,31.45,-1,44,46,1
16,0.21,7.51,31.45,-1,44,46,1
16,0.21,-5.69,31.45,-2,44,45,1
16,0.21,10.01,31.45,-2,44,46,1
16,0.21,-0.79,31.45,-3,44,45,1
16,0.2,-9.21,31.45,-2,44,46,1
16,0.21,6.86,31.45,-2,44,46,1
16,0.21,2.21,31.45,-2,44,46,1
16,0.21,4,31.45,-2,44,45,1
16,0.21,0.55,31.45,-2,44,45,1
16,0.21,-11.8,31.45,-2,44,45,1
16,0.21,10.62,31.45,-2,44,46,1
16,0.21,4.73,31.45,-2,44,46,1
16,0.21,-11.32,31.45,-2,44,46,1
16,0.21,6.57,31.45,-2,44,46,1
16,0.21,-6.55,31.45,-2,44,46,1
16,0.21,9.2,31.45,-1,44,46,1
16,0.21,4.69,31.43,-3,44,46,1
16,0.21,-16.75,31.43,-2,44,46,1
16,0.21,14.62,31.43,-2,44,45,1
16,0.21,-3.96,31.43,-2,44,46,1
16,0.21,-0.11,31.45,-2,44,46,1
16,0.21,6.67,31.45,-2,44,46,1
16,0.21,-9.18,31.45,-2,44,46,1
16,0.21,10.1,31.45,-2,44,45,1
16,0.21,7.36,31.45,-2,44,46,1
16,0.21,-18.06,31.45,-2,44,45,1
16,0.21,13,31.45,-2,44,46,1
16,0.21,-0.25,31.45,-2,44,46,1
16,0.21,-12.22,31.41,-2,44,46,1
16,0.21,-15.31,31.41,-2,44,46,1
16,0.21,-87.69,31.41,-2,44,46,1
16,0.21,-42.43,31.41,-2,44,46,1
16,0.21,132.02,31.43,-3,44,46,1
16,0.21,11.41,31.43,-2,44,46,1
16,0.21,14.94,31.43,-2,44,46,1
16,0.21,-6.28,31.43,-2,44,46,1
16,0.21,8.29,31.43,-2,44,46,1
16,0.21,7.96,31.43,-3,44,45,1
16,0.21,-31.2,31.43,-2,43,46,1
16,0.21,13.08,31.43,-2,44,46,1
16,0.21,2.66,31.43,-2,44,45,1
16,0.21,-7.98,31.43,-2,44,45,1
16,0.21,6.84,31.43,-2,44,46,1
16,0.21,-7.8,31.43,-2,44,46,1
16,0.21,10.29,31.43,-3,44,45,1
16,0.21,10.31,31.43,-2,44,46,1
16,0,-0.03,30.93,31,2,56,1
16,0.19,5.06,30.93,30,3,56,1
16,0.27,17.91,30.93,33,3,55,1
16,0.27,79.34,30.93,34,2,55,1
16,0.27,228.25,30.93,34,3,55,1
16,0.27,-486.5,30.93,31,2,56,1
16,0.27,-5.9,30.93,32,3,56,1
16,0.27,156.15,30.93,32,2,56,1
16,0.27,46.78,30.97,32,2,56,1
16,0.27,4.05,30.97,32,3,56,1
16,0.27,0.16,30.97,34,3,56,1
16,0.27,0.82,30.97,34,3,56,1
16,0.27,3.54,30.93,29,2,57,1
16,0.27,14.02,30.93,25,3,57,1
16,0.27,13.83,30.93,28,3,59,1
16,0.27,-12.71,30.93,29,3,59,1
16,0.27,19.96,30.95,31,2,57,1
16,0.27,66.67,30.95,31,2,56,1
16,0.27,63.34,30.95,32,2,56,1
16,0.27,-281.73,30.95,32,2,56,1
16,0.27,-35.61,30.93,33,2,56,1
16,0.27,48.78,30.93,32,2,56,1
16,0.27,9.03,30.93,32,2,56,1
16,0.27,15.72,30.93,32,2,56,1
16,0.27,-2.74,30.93,33,2,55,1
16,0.27,13.45,30.93,32,2,55,1
16,0.27,11.34,30.93,33,2,55,1
16,0.27,-5.74,30.93,33,3,55,1
16,0.27,15.83,30.93,33,2,56,1
16,0.27,8.5,30.93,33,2,55,1
16,0.27,-23.61,30.93,32,2,56,1
16,0.27,13.34,30.93,32,2,56,1
16,0.27,-8.47,30.91,32,2,56,1
16,0.27,0.06,30.91,32,2,56,1
16,0.27,11.48,30.91,33,2,56,1
16,0.27,-12.67,30.91,32,2,56,1
16,0.27,10.82,30.91,33,2,55,1
16,0.28,10.33,30.91,33,3,55,1
16,0.27,-25.55,30.91,33,2,56,1
16,0.27,12.16,30.91,33,2,56,1
16,0.27,-2.4,30.91,33,2,55,1
16,0.27,-6.07,30.91,33,2,55,1
16,0.27,13.32,30.91,33,2,56,1
16,0.27,-9.44,30.91,33,2,55,1
16,0.27,12.66,30.89,33,2,55,1
16,0.27,5.57,30.89,33,2,56,1
16,0.27,-23.98,30.89,33,2,55,1
16,0.27,14,30.89,33,2,55,1
16,0.27,-4.48,30.89,32,2,54,1
16,0.27,4.25,30.89,33,3,55,1
16,0.28,13.48,30.89,33,2,56,1
16,0.27,-10.36,30.89,33,2,55,1
16,0.27,20.27,30.87,33,2,55,1
16,0.27,11.74,30.87,34,2,55,1
16,0.27,-17.29,30.87,34,2,55,1
16,0.27,2.33,30.87,33,2,56,1
16,0.27,-4.81,30.87,33,3,56,1
16,0.27,-16.06,30.87,33,2,55,1
16,0.27,14.42,30.87,34,2,55,1
16,0.28,-1.72,30.87,33,2,55,1
16,0.27,1.84,30.87,34,2,55,1
16,0.27,8.59,30.87,32,2,56,1
16,0.27,-6.88,30.87,35,3,55,1
16,0.27,10.03,30.87,35,3,55,1
16,0.27,11.11,30.89,34,3,54,1
16,0.27,-0.61,30.89,34,3,55,1
16,0.27,38.88,30.89,34,2,55,1
16,0.27,-16.38,30.89,34,2,55,1
16,0.27,-15.89,30.89,34,3,54,1
16,0.27,3.45,30.89,35,2,54,1
16,0.27,-2.09,30.89,34,2,54,1
16,0.27,-29.7,30.89,35,2,54,1
16,0.27,7.15,30.87,35,2,55,1
16,0.27,-1.91,30.87,35,2,54,1
16,0.27,2.53,30.87,34,2,54,1
16,0.27,12.74,30.87,35,2,54,1
16,0.27,-32.44,30.87,36,3,54,1
16,0.27,13.64,30.87,35,2,54,1
16,0.27,7.38,30.87,34,2,55,1
16,0.27,-10,30.87,35,2,54,1
16,0.27,14.41,30.87,35,3,54,1
16,0.28,5.08,30.87,34,2,55,1
16,0.27,-13.4,30.87,31,3,56,1
16,0.27,13.54,30.87,26,3,57,1
16,0.27,-1.38,30.87,28,3,59,1
16,0.27,13.02,30.87,27,3,58,1
16,0.27,24.13,30.87,29,3,56,1
16,0.27,24.81,30.87,29,3,57,1
16,0.27,-17.32,30.85,30,3,57,1
16,0.27,-26.54,30.85,29,3,57,1
16,0.27,-28.45,30.85,31,2,58,1
16,0.27,11.89,30.85,31,2,56,1
16,0.27,1.02,30.85,32,3,56,1
16,0.27,-22.37,30.85,31,3,57,1
16,0.28,-10.29,30.85,32,3,56,1
16,0.27,12.82,30.85,31,3,56,1
16,0.27,2.42,30.85,31,3,56,1
16,0.27,10.8,30.85,31,3,56,1
16,0.27,6.64,30.85,31,3,56,1
16,0.27,30.72,30.85,31,3,56,1
16,0.27,29.59,30.85,32,3,57,1
16,0.27,-35.82,30.85,31,3,56,1
16,0.27,1.73,30.85,31,3,56,1
16,0.27,-7.14,30.85,32,3,56,1
16,0.27,-6.31,30.85,31,3,56,1
16,0.27,-3.66,30.85,31,2,56,1
16,0.27,-12.83,30.85,32,3,56,1
16,0.27,-0.5,30.85,32,3,56,1
16,0.27,3.85,30.85,32,3,56,1
16,0.27,-18.68,30.85,32,3,56,1
16,0.27,12.68,30.85,31,3,56,1
16,0.27,-3.16,30.85,31,3,56,1
16,0.27,5.98,30.85,32,3,56,1
16,0.27,3.33,30.85,31,3,56,1
16,0.27,-11.3,30.85,33,3,56,1
16,0.27,11.05,30.85,31,2,56,1
16,0.27,-5.62,30.83,31,2,56,1
16,0.27,-25.83,30.83,32,3,56,1
16,0,-0.03,35.16,3,-49,43,0
16,0.11,5.06,35.16,6,-49,42,0
16,0.17,17.91,35.16,8,-49,42,0
16,0.17,79.34,35.16,22,-54,44,0
16,0.19,228.25,35.16,15,-19,39,0
16,0.26,-486.44,35.16,16,-35,58,0
16,0.27,-4.89,35.16,24,-5,52,0
16,0.27,160.58,35.16,28,10,67,0
16,0.27,65.17,35.16,29,9,67,0
16,0.27,30.48,35.16,0,-14,61,0
16,0.29,-28.87,35.16,51,10,40,0
16,0.3,1,35.16,25,11,49,0
16,0.3,-7.35,35.18,61,19,3,0
16,0.28,-8.25,35.18,46,11,-38,0
16,0.16,37.69,35.18,31,-3,-55,0
16,0.17,129.51,35.18,32,9,-51,0
16,0.18,-319.16,35.23,24,15,-46,0
16,0.2,-282.03,35.23,67,-15,34,0
16,0.22,156.03,35.23,19,24,-48,0
16,0.26,-121.41,35.23,43,16,-55,0
16,0.25,24.36,35.16,60,31,-37,0
16,0.19,363.95,35.16,50,24,-29,0
16,0.19,666.77,35.16,59,24,-14,0
16,0.19,169.18,35.16,-5,27,-97,0
16,0.18,-176.07,35.18,13,43,-21,0
16,0.2,-416.27,35.18,40,36,-77,0
16,0.16,-221.33,35.18,65,17,-12,0
16,0.15,113.38,35.18,43,23,-24,0
16,0.19,225.22,35.16,69,13,-7,0
16,0.23,-77.65,35.16,24,-8,-16,0
16,0.17,77.69,35.16,54,4,16,0
16,0.1,17.53,35.16,46,5,35,0
16,0.17,-597.4,35.16,42,2,48,0
16,0.18,87.32,35.16,47,3,36,0
16,0.19,517.18,35.16,37,-7,51,0
16,0.19,270.05,35.16,36,-15,49,0
16,0.21,-275.29,35.09,27,-22,55,0
16,0.23,-179.53,35.09,30,-14,52,0
16,0.23,-7.41,35.09,30,-20,57,0
16,0.23,145.12,35.09,29,-15,53,0
16,0.23,17.56,35.07,31,-14,55,0
16,0.23,42.88,35.07,28,-19,53,0
16,0.24,5.45,35.07,26,-17,54,0
16,0.24,-3.58,35.07,40,-26,68,0
16,0.25,-1.09,35.03,28,-25,61,0
16,0.27,-5.2,35.03,27,-21,56,0
16,0.28,33.59,35.03,34,-34,51,0
16,0.29,90.72,35.03,32,-19,50,0
16,0.28,-12.68,35.03,35,-17,52,0
16,0.28,-143.2,35.03,44,-3,49,0
16,0.28,-100.19,35.03,41,-4,49,0
16,0.28,171.69,35.03,40,-7,52,0
16,0.28,19.72,35.05,35,-13,54,0
16,0.28,-10.33,35.05,34,-12,55,0
16,0.28,-37.04,35.05,36,-6,56,0
16,0.28,-22.29,35.05,33,0,55,0
16,0.28,-11.44,35.07,34,0,56,0
16,0.28,14.57,35.07,38,-1,50,0
16,0.28,-9.13,35.07,39,3,52,0
16,0.29,17.3,35.07,40,6,46,0
16,0.28,-5.63,35.05,42,6,51,0
16,0.28,-19.73,35.05,42,6,47,0
16,0.28,-4.27,35.05,42,7,49,0
16,0.28,0.62,35.05,43,6,50,0
16,0.28,23.94,35.05,41,8,49,0
16,0.28,2.37,35.05,39,8,49,0
16,0.28,3.41,35.05,41,9,50,0
16,0.28,-12.02,35.05,40,8,49,0
16,0.28,5.66,35.05,41,8,52,0
16,0.28,-5.76,35.05,41,13,52,0
16,0.28,12.44,35.05,40,8,50,0
16,0.28,-2.25,35.05,36,2,54,0
16,0.28,0.03,35.03,31,-6,53,0
16,0.28,8.8,35.03,32,-13,54,0
16,0.28,-35.44,35.03,35,-7,55,0
16,0.28,-11.96,35.03,34,-6,54,0
16,0.28,5.78,35.03,34,-4,53,0
16,0.28,-8.55,35.03,36,2,53,0
16,0.29,15.19,35.03,36,7,51,0
16,0.28,-0.58,35.03,39,10,51,0
16,0.28,12.71,34.99,36,9,48,0
16,0.28,12.08,34.99,38,9,53,0
16,0.29,0.4,34.99,40,3,56,0
16,0.28,-2.28,34.99,38,2,54,0
16,0.28,-14.83,35,37,-2,55,0
16,0.28,-4.52,35,34,-5,54,0
16,0.28,-15.14,35,31,-8,56,0
16,0.28,4.6,35,32,-6,55,0
16,0.28,-5.79,35,30,-7,56,0
16,0.28,11.71,35,30,-5,52,0
16,0.28,-3.48,35,34,5,51,0
16,0.29,1.79,35,62,0,66,0
16,0.28,10.06,35,56,-3,38,0
16,0.27,-8.03,35,58,3,30,0
16,0.26,11.09,35,61,10,25,0
16,0.26,-7.63,35,63,24,23,0
16,0.26,-69.33,34.99,58,19,17,0
16,0.24,116.93,34.99,46,21,27,0
16,0.24,21.37,34.99,56,19,35,0
16,0.26,-33.53,34.99,41,22,33,0
16,0.28,-119.73,34.99,46,23,47,0
16,0.28,69.76,34.99,29,17,46,0
16,0.27,-2.72,34.99,44,26,31,0
16,0.27,-173.3,34.99,47,30,14,0
16,0.26,202.2,35,56,30,14,0
16,0.22,-49.57,35,56,32,20,0
16,0.23,8.65,35,53,36,17,0
16,0.24,-0.57,35,50,36,18,0
16,0.24,-36.07,35.05,47,38,21,0
16,0.23,-4.39,35.05,44,40,6,0
16,0.23,92.66,35.05,55,37,10,0
16,0.22,51.36,35.05,47,38,13,0
16,0.21,-75.64,35.07,44,41,20,0
16,0.22,-6.44,35.07,48,42,11,0
16,0.23,9.28,35.07,48,43,14,0
16,0.24,111.78,35.07,50,45,20,0
16,0.24,69.03,35.03,47,38,22,0
16,0.24,113.07,35.03,51,38,23,0
16,0,-0.03,33.23,-36,6,-52,0
16,0.15,5.06,33.23,-36,6,-52,0
16,0.22,17.91,33.23,-36,6,-52,0
16,0.22,79.34,33.23,-36,6,-52,0
16,0.22,228.25,33.23,-36,6,-52,0
16,0.22,-486.46,33.23,-36,6,-52,0
16,0.22,-4.94,33.23,-36,6,-52,0
16,0.22,160.41,33.23,-36,6,-52,0
16,0.22,64.59,33.21,-36,6,-52,0
16,0.22,33.96,33.21,-36,6,-52,0
16,0.22,-23.83,33.21,-36,6,-52,0
16,0.22,15.64,33.21,-36,6,-52,0
16,0.22,80.03,33.21,-36,6,-52,0
16,0.22,150.5,33.21,-36,6,-52,0
16,0.22,55.48,33.21,-36,6,-52,0
16,0.22,9.39,33.21,-36,6,-52,0
16,0.22,-0.25,33.21,-37,6,-52,0
16,0.22,-8.13,33.21,-37,6,-51,0
16,0.22,-10.19,33.21,-37,6,-50,0
16,0.22,-24.6,33.21,-37,6,-52,0
16,0.22,-92.04,33.21,-37,6,-51,0
16,0.22,-306.96,33.21,-36,7,-52,0
16,0.22,-557.15,33.21,-36,6,-52,0
16,0.22,-0.07,33.21,-36,6,-52,0
16,0.22,268.6,33.21,-36,6,-52,0
16,0.22,304.64,33.21,-36,6,-52,0
16,0.22,67.99,33.21,-37,6,-52,0
16,0.22,-124.8,33.21,-36,6,-52,0
16,0.22,60.34,33.18,-37,6,-52,0
16,0.22,41.72,33.18,-37,6,-52,0
16,0.22,26.12,33.18,-37,6,-52,0
16,0.22,-12.27,33.18,-37,6,-52,0
16,0.22,17.94,33.16,-36,6,-52,0
16,0.22,-0.93,33.16,-37,6,-52,0
16,0.22,-18.46,33.16,-36,6,-52,0
16,0.22,3.57,33.16,-36,6,-52,0
16,0.22,-0.1,33.18,-37,6,-52,0
16,0.22,-10.88,33.18,-36,6,-52,0
16,0.22,16.35,33.18,-36,6,-52,0
16,0.22,17.48,33.18,-36,6,-52,0
16,0.22,-11.41,33.16,-36,6,-52,0
16,0.22,-0.05,33.16,-36,6,-52,0
16,0.22,13.08,33.16,-36,6,-52,0
16,0.22,-4.9,33.16,-36,6,-52,0
16,0.22,-5.31,33.18,-36,6,-52,0
16,0.22,5.79,33.18,-36,6,-52,0
16,0.22,6.67,33.18,-36,6,-52,0
16,0.22,-22.48,33.18,-37,6,-52,0
16,0.22,19.49,33.18,-36,6,-52,0
16,0.22,10.93,33.18,-36,6,-52,0
16,0.22,-15.88,33.18,-36,6,-52,0
16,0.22,6.58,33.18,-36,6,-52,0
16,0.22,6.87,33.18,-36,6,-52,0
16,0.22,-17.26,33.18,-36,6,-52,0
16,0.22,10.9,33.18,-36,6,-52,0
16,0.22,13.69,33.18,-36,6,-52,0
16,0.22,-12.13,33.16,-36,6,-52,0
16,0.22,1.81,33.16,-36,6,-52,0
16,0.22,14.62,33.16,-36,6,-52,0
16,0.22,4.23,33.16,-36,6,-52,0
16,0.22,-19.81,33.18,-36,6,-52,0
16,0.22,8.37,33.18,-36,6,-52,0
16,0.22,3.63,33.18,-36,6,-52,0
16,0.22,-18.58,33.18,-36,6,-52,0
16,0.22,-7.4,33.16,-36,6,-52,0
16,0.22,5.18,33.16,-36,6,-52,0
16,0.22,-10.07,33.16,-36,6,-52,0
16,0.22,10.29,33.16,-36,6,-52,0
16,0.22,16.17,33.16,-36,6,-52,0
16,0.22,0.9,33.16,-36,6,-52,0
16,0.22,-18.13,33.16,-36,6,-52,0
16,0.22,14.89,33.16,-36,6,-52,0
16,0.22,0.95,33.16,-36,6,-52,0
16,0.22,-17.72,33.16,-36,6,-52,0
16,0.22,0.1,33.16,-36,6,-52,0
16,0.22,4.53,33.16,-36,6,-52,0
16,0.22,-1.75,33.15,-36,6,-52,0
16,0.22,0.97,33.15,-36,6,-52,0
16,0.22,11.6,33.15,-36,6,-52,0
16,0.22,0.78,33.15,-36,6,-52,0
16,0.22,-22.66,33.15,-36,6,-52,0
16,0.22,9.32,33.15,-36,6,-52,0
16,0.22,7,33.15,-36,6,-52,0
16,0.22,-9.62,33.15,-36,6,-52,0
16,0.22,-1.39,33.15,-36,6,-52,0
16,0.22,-0.1,33.15,-36,6,-52,0
16,0.22,-1.02,33.15,-36,6,-52,0
16,0.22,-7.93,33.15,-36,6,-52,0
16,0.22,16.81,33.13,-36,6,-52,0
16,0.22,0.8,33.13,-36,6,-52,0
16,0.22,-28.99,33.13,-36,6,-52,0
16,0.22,24.22,33.13,-36,6,-52,0
16,0.22,7.57,33.13,-36,6,-52,0
16,0.22,-12.04,33.13,-36,6,-52,0
16,0.22,13.35,33.13,-36,6,-52,0
16,0.22,10.44,33.13,-36,6,-52,0
16,0.22,-2.66,33.13,-36,6,-52,0
16,0.22,-26.55,33.13,-36,6,-52,0
16,0.22,20.33,33.13,-36,6,-52,0
16,0.22,5.96,33.13,-36,6,-52,0
16,0.22,-17.64,33.13,-36,6,-52,0
16,0.22,17.49,33.13,-36,6,-52,0
16,0.22,7.33,33.13,-36,6,-52,0
16,0.22,-5.54,33.13,-36,6,-52,0
16,0.22,-8.11,33.13,-36,6,-52,0
16,0.22,9.07,33.13,-36,6,-52,0
16,0.22,-3.03,33.13,-36,6,-52,0
16,0.22,-21.98,33.13,-36,6,-52,0
16,0.22,19,33.13,-36,6,-52,0
16,0.22,14.6,33.13,-36,6,-52,0
16,0.22,-9.17,33.13,-36,6,-52,0
16,0.22,-7.79,33.13,-36,6,-52,0
16,0.22,17.85,33.11,-36,6,-52,0
16,0.22,9.24,33.11,-36,6,-52,0
16,0.22,-20.35,33.11,-36,6,-52,0
16,0.22,10.61,33.11,-36,6,-52,0
16,0.22,3.24,33.11,-36,6,-52,0
16,0.22,-14.01,33.11,-36,6,-52,0
16,0,-0.03,32.49,37,23,47,0
16,0.18,5.06,32.49,37,23,47,0
16,0.25,17.91,32.49,37,24,47,0
16,0.25,79.34,32.49,37,23,47,0
16,0.24,228.25,32.49,37,23,47,0
16,0.25,-486.49,32.49,37,24,47,0
16,0.25,-5.11,32.49,37,23,47,0
16,0.25,159.59,32.49,37,23,47,0
