Entity,Code,Year,Leading cancer types causing death in females
Mexico,MEX,1965,Other malignant neoplasms
Mexico,MEX,1966,Other malignant neoplasms
Mexico,MEX,1967,Other malignant neoplasms
Mexico,MEX,1968,Other malignant neoplasms
Mexico,MEX,1969,Other malignant neoplasms
Mexico,MEX,1970,Other malignant neoplasms
Mexico,MEX,1971,Other malignant neoplasms
Mexico,MEX,1972,Other malignant neoplasms
Mexico,MEX,1973,Other malignant neoplasms
Mexico,MEX,1974,Other malignant neoplasms
Mexico,MEX,1975,Other malignant neoplasms
Mexico,MEX,1976,Other malignant neoplasms
Mexico,MEX,1977,Other malignant neoplasms
Mexico,MEX,1978,Other malignant neoplasms
Mexico,MEX,1979,Cervix uteri
Mexico,MEX,1980,Cervix uteri
Mexico,MEX,1981,Cervix uteri
Mexico,MEX,1982,Cervix uteri
Mexico,MEX,1983,Cervix uteri
Mexico,MEX,1984,Cervix uteri
Mexico,MEX,1985,Cervix uteri
Mexico,MEX,1986,Cervix uteri
Mexico,MEX,1987,Cervix uteri
Mexico,MEX,1988,Cervix uteri
Mexico,MEX,1989,Cervix uteri
Mexico,MEX,1990,Cervix uteri
Mexico,MEX,1991,Cervix uteri
Mexico,MEX,1992,Cervix uteri
Mexico,MEX,1993,Cervix uteri
Mexico,MEX,1994,Cervix uteri
Mexico,MEX,1995,Cervix uteri
Mexico,MEX,1996,Cervix uteri
Mexico,MEX,1997,Cervix uteri
Mexico,MEX,1998,Cervix uteri
Mexico,MEX,1999,Cervix uteri
Mexico,MEX,2000,Cervix uteri
Mexico,MEX,2001,Cervix uteri
Mexico,MEX,2002,Cervix uteri
Mexico,MEX,2003,Cervix uteri
Mexico,MEX,2004,Cervix uteri
Mexico,MEX,2005,Cervix uteri
Mexico,MEX,2006,Breast
Mexico,MEX,2007,Breast
Mexico,MEX,2008,Breast
Mexico,MEX,2009,Breast
Mexico,MEX,2010,Breast
Mexico,MEX,2011,Breast
Mexico,MEX,2012,Breast
Mexico,MEX,2013,Breast
Mexico,MEX,2014,Breast
Mexico,MEX,2015,Breast
Mexico,MEX,2016,Breast
Mexico,MEX,2017,Breast
Mexico,MEX,2018,Breast
Mexico,MEX,2019,Breast
Mexico,MEX,2020,Breast
Mexico,MEX,2021,Breast
Moldova,MDA,1981,Other malignant neoplasms
Moldova,MDA,1982,Other malignant neoplasms
Moldova,MDA,1985,Other malignant neoplasms
Moldova,MDA,1986,Other malignant neoplasms
Moldova,MDA,1987,Other malignant neoplasms
Moldova,MDA,1988,Other malignant neoplasms
Moldova,MDA,1989,Other malignant neoplasms
Moldova,MDA,1990,Other malignant neoplasms
Moldova,MDA,1991,Breast
Moldova,MDA,1992,Breast
Moldova,MDA,1993,Breast
Moldova,MDA,1994,Breast
Moldova,MDA,1995,Breast
Moldova,MDA,1996,Breast
Moldova,MDA,1997,Breast
Moldova,MDA,1998,Breast
Moldova,MDA,1999,Breast
Moldova,MDA,2000,Breast
Moldova,MDA,2001,Breast
Moldova,MDA,2002,Breast
Moldova,MDA,2003,Breast
Moldova,MDA,2004,Breast
Moldova,MDA,2005,Breast
Moldova,MDA,2006,Breast
Moldova,MDA,2007,Breast
Moldova,MDA,2008,Breast
Moldova,MDA,2009,Breast
Moldova,MDA,2010,Breast
Moldova,MDA,2011,Breast
Moldova,MDA,2012,Breast
Moldova,MDA,2013,Breast
Moldova,MDA,2014,Breast
Moldova,MDA,2015,Breast
Moldova,MDA,2016,Breast
Moldova,MDA,2017,Breast
Moldova,MDA,2018,Breast
Mongolia,MNG,1994,Stomach
Mongolia,MNG,2016,Liver
Mongolia,MNG,2017,Liver
Mongolia,MNG,2018,Liver
Mongolia,MNG,2019,Liver
Mongolia,MNG,2020,Liver
Mongolia,MNG,2021,Liver
Montenegro,MNE,2000,Breast
Montenegro,MNE,2001,Breast
Montenegro,MNE,2002,Breast
Montenegro,MNE,2003,Trachea and bronchus and lung
Montenegro,MNE,2004,Trachea and bronchus and lung
Montenegro,MNE,2005,Breast
Montenegro,MNE,2006,Breast
Montenegro,MNE,2007,Breast
Montenegro,MNE,2008,Breast
Montenegro,MNE,2009,Breast
Montenegro,MNE,2017,Breast
Montenegro,MNE,2019,Breast
Netherlands,NLD,1950,Other malignant neoplasms
Netherlands,NLD,1951,Other malignant neoplasms
Netherlands,NLD,1952,Other malignant neoplasms
Netherlands,NLD,1953,Other malignant neoplasms
Netherlands,NLD,1954,Other malignant neoplasms
Netherlands,NLD,1955,Other malignant neoplasms
Netherlands,NLD,1956,Other malignant neoplasms
Netherlands,NLD,1957,Other malignant neoplasms
Netherlands,NLD,1958,Other malignant neoplasms
Netherlands,NLD,1959,Other malignant neoplasms
Netherlands,NLD,1960,Other malignant neoplasms
Netherlands,NLD,1961,Other malignant neoplasms
Netherlands,NLD,1962,Other malignant neoplasms
Netherlands,NLD,1963,Other malignant neoplasms
Netherlands,NLD,1964,Other malignant neoplasms
Netherlands,NLD,1965,Other malignant neoplasms
Netherlands,NLD,1966,Other malignant neoplasms
Netherlands,NLD,1967,Other malignant neoplasms
Netherlands,NLD,1968,Other malignant neoplasms
Netherlands,NLD,1969,Other malignant neoplasms
Netherlands,NLD,1970,Other malignant neoplasms
Netherlands,NLD,1971,Other malignant neoplasms
Netherlands,NLD,1972,Other malignant neoplasms
Netherlands,NLD,1973,Other malignant neoplasms
Netherlands,NLD,1974,Other malignant neoplasms
Netherlands,NLD,1975,Other malignant neoplasms
Netherlands,NLD,1976,Other malignant neoplasms
Netherlands,NLD,1977,Other malignant neoplasms
Netherlands,NLD,1978,Other malignant neoplasms
Netherlands,NLD,1979,Breast
Netherlands,NLD,1980,Breast
Netherlands,NLD,1981,Breast
Netherlands,NLD,1982,Breast
Netherlands,NLD,1983,Breast
Netherlands,NLD,1984,Breast
Netherlands,NLD,1985,Breast
Netherlands,NLD,1986,Breast
Netherlands,NLD,1987,Breast
Netherlands,NLD,1988,Breast
Netherlands,NLD,1989,Breast
Netherlands,NLD,1990,Breast
Netherlands,NLD,1991,Breast
Netherlands,NLD,1992,Breast
Netherlands,NLD,1993,Breast
Netherlands,NLD,1994,Breast
Netherlands,NLD,1995,Breast
Netherlands,NLD,1996,Breast
Netherlands,NLD,1997,Breast
Netherlands,NLD,1998,Breast
Netherlands,NLD,1999,Breast
Netherlands,NLD,2000,Breast
Netherlands,NLD,2001,Breast
Netherlands,NLD,2002,Breast
Netherlands,NLD,2003,Breast
Netherlands,NLD,2004,Breast
Netherlands,NLD,2005,Breast
Netherlands,NLD,2006,Breast
Netherlands,NLD,2007,Trachea and bronchus and lung
Netherlands,NLD,2008,Trachea and bronchus and lung
Netherlands,NLD,2009,Trachea and bronchus and lung
Netherlands,NLD,2010,Trachea and bronchus and lung
Netherlands,NLD,2011,Trachea and bronchus and lung
Netherlands,NLD,2012,Trachea and bronchus and lung
Netherlands,NLD,2013,Trachea and bronchus and lung
Netherlands,NLD,2014,Trachea and bronchus and lung
Netherlands,NLD,2015,Trachea and bronchus and lung
Netherlands,NLD,2016,Trachea and bronchus and lung
Netherlands,NLD,2017,Trachea and bronchus and lung
Netherlands,NLD,2018,Trachea and bronchus and lung
Netherlands,NLD,2019,Trachea and bronchus and lung
Netherlands,NLD,2020,Trachea and bronchus and lung
Netherlands,NLD,2021,Trachea and bronchus and lung
Netherlands,NLD,2022,Trachea and bronchus and lung
New Zealand,NZL,1950,Other malignant neoplasms
New Zealand,NZL,1951,Other malignant neoplasms
New Zealand,NZL,1952,Other malignant neoplasms
New Zealand,NZL,1953,Other malignant neoplasms
New Zealand,NZL,1954,Other malignant neoplasms
New Zealand,NZL,1955,Other malignant neoplasms
New Zealand,NZL,1956,Other malignant neoplasms
New Zealand,NZL,1957,Other malignant neoplasms
New Zealand,NZL,1958,Other malignant neoplasms
New Zealand,NZL,1959,Other malignant neoplasms
New Zealand,NZL,1960,Other malignant neoplasms
New Zealand,NZL,1961,Other malignant neoplasms
New Zealand,NZL,1962,Other malignant neoplasms
New Zealand,NZL,1963,Other malignant neoplasms
New Zealand,NZL,1964,Other malignant neoplasms
New Zealand,NZL,1965,Other malignant neoplasms
New Zealand,NZL,1966,Other malignant neoplasms
New Zealand,NZL,1967,Other malignant neoplasms
New Zealand,NZL,1968,Other malignant neoplasms
New Zealand,NZL,1969,Other malignant neoplasms
New Zealand,NZL,1970,Other malignant neoplasms
New Zealand,NZL,1971,Other malignant neoplasms
New Zealand,NZL,1972,Other malignant neoplasms
New Zealand,NZL,1973,Other malignant neoplasms
New Zealand,NZL,1974,Other malignant neoplasms
New Zealand,NZL,1975,Other malignant neoplasms
New Zealand,NZL,1976,Other malignant neoplasms
New Zealand,NZL,1977,Other malignant neoplasms
New Zealand,NZL,1978,Other malignant neoplasms
New Zealand,NZL,1979,Breast
New Zealand,NZL,1980,Breast
New Zealand,NZL,1981,Breast
New Zealand,NZL,1982,Breast
New Zealand,NZL,1983,Breast
New Zealand,NZL,1984,Breast
New Zealand,NZL,1985,Breast
New Zealand,NZL,1986,Breast
New Zealand,NZL,1987,Breast
New Zealand,NZL,1988,Breast
New Zealand,NZL,1989,Breast
New Zealand,NZL,1990,Breast
New Zealand,NZL,1991,Breast
New Zealand,NZL,1992,Breast
New Zealand,NZL,1993,Breast
New Zealand,NZL,1994,Breast
New Zealand,NZL,1995,Breast
New Zealand,NZL,1996,Breast
New Zealand,NZL,1997,Breast
New Zealand,NZL,1998,Breast
New Zealand,NZL,1999,Breast
New Zealand,NZL,2000,Breast
New Zealand,NZL,2001,Breast
New Zealand,NZL,2002,Breast
New Zealand,NZL,2003,Breast
New Zealand,NZL,2004,Breast
New Zealand,NZL,2005,Breast
New Zealand,NZL,2006,Trachea and bronchus and lung
New Zealand,NZL,2007,Breast
New Zealand,NZL,2008,Trachea and bronchus and lung
New Zealand,NZL,2009,Trachea and bronchus and lung
New Zealand,NZL,2010,Trachea and bronchus and lung
New Zealand,NZL,2011,Trachea and bronchus and lung
New Zealand,NZL,2012,Trachea and bronchus and lung
New Zealand,NZL,2013,Trachea and bronchus and lung
New Zealand,NZL,2014,Trachea and bronchus and lung
New Zealand,NZL,2015,Trachea and bronchus and lung
New Zealand,NZL,2016,Trachea and bronchus and lung
Nicaragua,NIC,2005,Cervix uteri
Nicaragua,NIC,2006,Cervix uteri
Nicaragua,NIC,2007,Cervix uteri
Nicaragua,NIC,2008,Cervix uteri
Nicaragua,NIC,2009,Cervix uteri
Nicaragua,NIC,2010,Cervix uteri
Nicaragua,NIC,2011,Cervix uteri
Nicaragua,NIC,2012,Cervix uteri
Nicaragua,NIC,2013,Cervix uteri
Nicaragua,NIC,2014,Cervix uteri
Nicaragua,NIC,2015,Cervix uteri
Nicaragua,NIC,2016,Cervix uteri
Nicaragua,NIC,2017,Cervix uteri
Nicaragua,NIC,2018,Cervix uteri
Nicaragua,NIC,2019,Cervix uteri
Nicaragua,NIC,2020,Cervix uteri
Nicaragua,NIC,2021,Breast
North Macedonia,MKD,1991,Breast
North Macedonia,MKD,1992,Breast
North Macedonia,MKD,1993,Breast
North Macedonia,MKD,1994,Breast
North Macedonia,MKD,1995,Breast
North Macedonia,MKD,1996,Breast
North Macedonia,MKD,1997,Breast
North Macedonia,MKD,1998,Breast
North Macedonia,MKD,1999,Breast
North Macedonia,MKD,2000,Breast
North Macedonia,MKD,2001,Breast
North Macedonia,MKD,2002,Breast
North Macedonia,MKD,2003,Breast
North Macedonia,MKD,2004,Breast
North Macedonia,MKD,2005,Breast
North Macedonia,MKD,2006,Breast
North Macedonia,MKD,2007,Breast
North Macedonia,MKD,2008,Breast
North Macedonia,MKD,2009,Breast
North Macedonia,MKD,2010,Breast
North Macedonia,MKD,2011,Breast
North Macedonia,MKD,2012,Breast
North Macedonia,MKD,2013,Breast
North Macedonia,MKD,2015,Breast
North Macedonia,MKD,2016,Breast
North Macedonia,MKD,2017,Breast
North Macedonia,MKD,2018,Breast
North Macedonia,MKD,2019,Breast
North Macedonia,MKD,2020,Breast
North Macedonia,MKD,2021,Breast
Norway,NOR,1951,Stomach
Norway,NOR,1952,Other malignant neoplasms
Norway,NOR,1953,Other malignant neoplasms
Norway,NOR,1954,Other malignant neoplasms
Norway,NOR,1955,Other malignant neoplasms
Norway,NOR,1956,Other malignant neoplasms
Norway,NOR,1957,Other malignant neoplasms
Norway,NOR,1958,Other malignant neoplasms
Norway,NOR,1959,Other malignant neoplasms
Norway,NOR,1960,Other malignant neoplasms
Norway,NOR,1961,Other malignant neoplasms
Norway,NOR,1962,Other malignant neoplasms
Norway,NOR,1963,Other malignant neoplasms
Norway,NOR,1964,Other malignant neoplasms
Norway,NOR,1965,Other malignant neoplasms
Norway,NOR,1966,Other malignant neoplasms
Norway,NOR,1967,Other malignant neoplasms
Norway,NOR,1968,Other malignant neoplasms
Norway,NOR,1969,Other malignant neoplasms
Norway,NOR,1970,Other malignant neoplasms
Norway,NOR,1971,Other malignant neoplasms
Norway,NOR,1972,Other malignant neoplasms
Norway,NOR,1973,Other malignant neoplasms
Norway,NOR,1974,Other malignant neoplasms
Norway,NOR,1975,Other malignant neoplasms
Norway,NOR,1976,Other malignant neoplasms
Norway,NOR,1977,Other malignant neoplasms
Norway,NOR,1978,Other malignant neoplasms
Norway,NOR,1979,Other malignant neoplasms
Norway,NOR,1980,Other malignant neoplasms
Norway,NOR,1981,Other malignant neoplasms
Norway,NOR,1982,Other malignant neoplasms
Norway,NOR,1983,Other malignant neoplasms
Norway,NOR,1984,Other malignant neoplasms
Norway,NOR,1985,Other malignant neoplasms
Norway,NOR,1986,Breast
Norway,NOR,1987,Breast
Norway,NOR,1988,Breast
Norway,NOR,1989,Breast
Norway,NOR,1990,Breast
Norway,NOR,1991,Breast
Norway,NOR,1992,Breast
Norway,NOR,1993,Breast
Norway,NOR,1994,Breast
Norway,NOR,1995,Breast
Norway,NOR,1996,Breast
Norway,NOR,1997,Breast
Norway,NOR,1998,Breast
Norway,NOR,1999,Breast
Norway,NOR,2000,Breast
Norway,NOR,2001,Breast
Norway,NOR,2002,Breast
Norway,NOR,2003,Trachea and bronchus and lung
Norway,NOR,2004,Trachea and bronchus and lung
Norway,NOR,2005,Trachea and bronchus and lung
Norway,NOR,2006,Trachea and bronchus and lung
Norway,NOR,2007,Trachea and bronchus and lung
Norway,NOR,2008,Trachea and bronchus and lung
Norway,NOR,2009,Trachea and bronchus and lung
Norway,NOR,2010,Trachea and bronchus and lung
Norway,NOR,2011,Trachea and bronchus and lung
Norway,NOR,2012,Trachea and bronchus and lung
Norway,NOR,2013,Trachea and bronchus and lung
Norway,NOR,2014,Trachea and bronchus and lung
Norway,NOR,2015,Trachea and bronchus and lung
Norway,NOR,2016,Trachea and bronchus and lung
Oman,OMN,2009,Other malignant neoplasms
Oman,OMN,2010,Other malignant neoplasms
Oman,OMN,2014,Ill-defined malignant neoplasms
Oman,OMN,2016,Ill-defined malignant neoplasms
Oman,OMN,2017,Ill-defined malignant neoplasms
Oman,OMN,2018,Breast
Oman,OMN,2019,Breast
Oman,OMN,2020,Breast
Oman,OMN,2021,Breast
Panama,PAN,1955,Other malignant neoplasms
Panama,PAN,1956,Other malignant neoplasms
Panama,PAN,1957,Other malignant neoplasms
Panama,PAN,1958,Other malignant neoplasms
Panama,PAN,1959,Other malignant neoplasms
Panama,PAN,1960,Other malignant neoplasms
Panama,PAN,1961,Other malignant neoplasms
Panama,PAN,1962,Other malignant neoplasms
Panama,PAN,1963,Other malignant neoplasms
Panama,PAN,1964,Other malignant neoplasms
Panama,PAN,1965,Other malignant neoplasms
Panama,PAN,1966,Other malignant neoplasms
Panama,PAN,1967,Other malignant neoplasms
Panama,PAN,1968,Other malignant neoplasms
Panama,PAN,1969,Other malignant neoplasms
Panama,PAN,1970,Other malignant neoplasms
Panama,PAN,1971,Other malignant neoplasms
Panama,PAN,1972,Other malignant neoplasms
Panama,PAN,1973,Other malignant neoplasms
Panama,PAN,1974,Other malignant neoplasms
Panama,PAN,1975,Other malignant neoplasms
Panama,PAN,1976,Other malignant neoplasms
Panama,PAN,1977,Other malignant neoplasms
Panama,PAN,1978,Other malignant neoplasms
Panama,PAN,1979,Cervix uteri
Panama,PAN,1980,Other malignant neoplasms
Panama,PAN,1981,Other malignant neoplasms
Panama,PAN,1982,Other malignant neoplasms
Panama,PAN,1983,Other malignant neoplasms
Panama,PAN,1984,Other malignant neoplasms
Panama,PAN,1985,Other malignant neoplasms
Panama,PAN,1986,Other malignant neoplasms
Panama,PAN,1987,Other malignant neoplasms
Panama,PAN,1988,Cervix uteri
Panama,PAN,1989,Other malignant neoplasms
Panama,PAN,1996,Cervix uteri
Panama,PAN,1997,Cervix uteri
Panama,PAN,1998,Cervix uteri
Panama,PAN,1999,Cervix uteri
Panama,PAN,2000,Breast
Panama,PAN,2001,Cervix uteri
Panama,PAN,2002,Cervix uteri
Panama,PAN,2003,Cervix uteri
Panama,PAN,2004,Breast
Panama,PAN,2005,Breast
Panama,PAN,2006,Breast
Panama,PAN,2007,Breast
Panama,PAN,2008,Breast
Panama,PAN,2009,Breast
Panama,PAN,2010,Breast
Panama,PAN,2011,Breast
Panama,PAN,2012,Breast
Panama,PAN,2013,Breast
Panama,PAN,2014,Breast
Panama,PAN,2015,Breast
Panama,PAN,2016,Breast
Panama,PAN,2017,Breast
Panama,PAN,2018,Breast
Panama,PAN,2019,Breast
Panama,PAN,2021,Breast
Paraguay,PRY,2000,Corpus uteri
Paraguay,PRY,2001,Corpus uteri
Paraguay,PRY,2002,Breast
Paraguay,PRY,2003,Breast
Paraguay,PRY,2004,Breast
Paraguay,PRY,2005,Breast
Paraguay,PRY,2006,Breast
Paraguay,PRY,2007,Breast
Paraguay,PRY,2008,Breast
Paraguay,PRY,2009,Breast
Paraguay,PRY,2010,Breast
Paraguay,PRY,2011,Breast
Paraguay,PRY,2012,Breast
Paraguay,PRY,2013,Breast
Paraguay,PRY,2014,Breast
Paraguay,PRY,2015,Breast
Paraguay,PRY,2016,Breast
Paraguay,PRY,2017,Breast
Paraguay,PRY,2018,Breast
Paraguay,PRY,2019,Breast
Paraguay,PRY,2020,Breast
Paraguay,PRY,2021,Breast
Peru,PER,1995,Stomach
Peru,PER,1996,Stomach
Peru,PER,1997,Stomach
Peru,PER,1998,Stomach
Peru,PER,1999,Stomach
Peru,PER,2000,Stomach
Peru,PER,2001,Stomach
Peru,PER,2002,Stomach
Peru,PER,2003,Stomach
Peru,PER,2004,Stomach
Peru,PER,2005,Stomach
Peru,PER,2006,Stomach
Peru,PER,2007,Stomach
Peru,PER,2008,Stomach
Peru,PER,2009,Stomach
Peru,PER,2010,Stomach
Peru,PER,2011,Stomach
Peru,PER,2012,Stomach
Peru,PER,2013,Stomach
Peru,PER,2014,Stomach
Peru,PER,2015,Stomach
Peru,PER,2016,Stomach
Peru,PER,2017,Stomach
Peru,PER,2018,Stomach
Peru,PER,2019,Stomach
Peru,PER,2020,Stomach
Philippines,PHL,1963,Other malignant neoplasms
Philippines,PHL,1964,Other malignant neoplasms
Philippines,PHL,1965,Other malignant neoplasms
Philippines,PHL,1966,Other malignant neoplasms
Philippines,PHL,1967,Other malignant neoplasms
Philippines,PHL,1968,Other malignant neoplasms
Philippines,PHL,1969,Other malignant neoplasms
Philippines,PHL,1992,Breast
Philippines,PHL,1993,Breast
Philippines,PHL,1994,Breast
Philippines,PHL,1995,Breast
Philippines,PHL,1996,Breast
Philippines,PHL,1997,Breast
Philippines,PHL,1998,Breast
Philippines,PHL,1999,Breast
Philippines,PHL,2000,Breast
Philippines,PHL,2001,Breast
Philippines,PHL,2002,Breast
Philippines,PHL,2003,Breast
Philippines,PHL,2006,Breast
Philippines,PHL,2007,Breast
Philippines,PHL,2008,Breast
Philippines,PHL,2009,Breast
Philippines,PHL,2010,Breast
Philippines,PHL,2011,Breast
Philippines,PHL,2014,Breast
Philippines,PHL,2016,Breast
Philippines,PHL,2017,Breast
Philippines,PHL,2018,Breast
Philippines,PHL,2019,Breast
Poland,POL,1959,Other malignant neoplasms
Poland,POL,1960,Other malignant neoplasms
Poland,POL,1961,Other malignant neoplasms
Poland,POL,1962,Other malignant neoplasms
Poland,POL,1963,Other malignant neoplasms
Poland,POL,1964,Other malignant neoplasms
Poland,POL,1965,Other malignant neoplasms
Poland,POL,1966,Other malignant neoplasms
Poland,POL,1967,Other malignant neoplasms
Poland,POL,1968,Other malignant neoplasms
Poland,POL,1969,Other malignant neoplasms
Poland,POL,1970,Other malignant neoplasms
Poland,POL,1971,Other malignant neoplasms
Poland,POL,1972,Other malignant neoplasms
Poland,POL,1973,Other malignant neoplasms
Poland,POL,1974,Other malignant neoplasms
Poland,POL,1975,Other malignant neoplasms
Poland,POL,1976,Other malignant neoplasms
Poland,POL,1977,Other malignant neoplasms
Poland,POL,1978,Other malignant neoplasms
Poland,POL,1979,Other malignant neoplasms
Poland,POL,1980,Other malignant neoplasms
Poland,POL,1981,Breast
Poland,POL,1982,Breast
Poland,POL,1983,Breast
Poland,POL,1984,Breast
Poland,POL,1985,Breast
Poland,POL,1986,Breast
Poland,POL,1987,Breast
Poland,POL,1988,Breast
Poland,POL,1989,Breast
Poland,POL,1990,Breast
Poland,POL,1991,Breast
Poland,POL,1992,Breast
Poland,POL,1993,Breast
Poland,POL,1994,Breast
Poland,POL,1995,Breast
Poland,POL,1996,Breast
Poland,POL,1999,Breast
Poland,POL,2000,Breast
Poland,POL,2001,Breast
Poland,POL,2002,Breast
Poland,POL,2003,Breast
Poland,POL,2004,Breast
Poland,POL,2005,Breast
Poland,POL,2006,Breast
Poland,POL,2007,Trachea and bronchus and lung
Poland,POL,2008,Trachea and bronchus and lung
Poland,POL,2009,Trachea and bronchus and lung
Poland,POL,2010,Trachea and bronchus and lung
Poland,POL,2011,Trachea and bronchus and lung
Poland,POL,2012,Trachea and bronchus and lung
Poland,POL,2013,Trachea and bronchus and lung
Poland,POL,2014,Trachea and bronchus and lung
Poland,POL,2015,Trachea and bronchus and lung
Poland,POL,2016,Trachea and bronchus and lung
Poland,POL,2017,Trachea and bronchus and lung
Poland,POL,2018,Trachea and bronchus and lung
Poland,POL,2019,Trachea and bronchus and lung
Poland,POL,2020,Trachea and bronchus and lung
Poland,POL,2021,Trachea and bronchus and lung
Portugal,PRT,1955,Stomach
Portugal,PRT,1956,Stomach
Portugal,PRT,1957,Stomach
Portugal,PRT,1958,Stomach
Portugal,PRT,1959,Stomach
Portugal,PRT,1960,Stomach
Portugal,PRT,1961,Stomach
Portugal,PRT,1962,Stomach
Portugal,PRT,1963,Stomach
Portugal,PRT,1964,Stomach
Portugal,PRT,1965,Stomach
Portugal,PRT,1966,Stomach
Portugal,PRT,1967,Stomach
Portugal,PRT,1968,Stomach
Portugal,PRT,1969,Stomach
Portugal,PRT,1970,Stomach
Portugal,PRT,1971,Stomach
Portugal,PRT,1972,Other malignant neoplasms
Portugal,PRT,1973,Stomach
Portugal,PRT,1974,Stomach
Portugal,PRT,1975,Other malignant neoplasms
Portugal,PRT,1976,Other malignant neoplasms
Portugal,PRT,1977,Other malignant neoplasms
Portugal,PRT,1978,Other malignant neoplasms
Portugal,PRT,1979,Other malignant neoplasms
Portugal,PRT,1980,Other malignant neoplasms
Portugal,PRT,1981,Other malignant neoplasms
Portugal,PRT,1982,Breast
Portugal,PRT,1983,Breast
Portugal,PRT,1984,Breast
Portugal,PRT,1985,Breast
Portugal,PRT,1986,Breast
Portugal,PRT,1987,Breast
Portugal,PRT,1988,Breast
Portugal,PRT,1989,Breast
Portugal,PRT,1990,Breast
Portugal,PRT,1991,Breast
Portugal,PRT,1992,Breast
Portugal,PRT,1993,Breast
Portugal,PRT,1994,Breast
Portugal,PRT,1995,Breast
Portugal,PRT,1996,Breast
Portugal,PRT,1997,Breast
Portugal,PRT,1998,Breast
Portugal,PRT,1999,Breast
Portugal,PRT,2000,Breast
Portugal,PRT,2001,Breast
Portugal,PRT,2002,Breast
Portugal,PRT,2003,Breast
Portugal,PRT,2007,Breast
Portugal,PRT,2008,Breast
Portugal,PRT,2009,Breast
Portugal,PRT,2010,Breast
Portugal,PRT,2011,Breast
Portugal,PRT,2012,Breast
Portugal,PRT,2013,Breast
Portugal,PRT,2014,Breast
Portugal,PRT,2015,Breast
Portugal,PRT,2016,Breast
Portugal,PRT,2017,Breast
Portugal,PRT,2018,Breast
Portugal,PRT,2019,Breast
Puerto Rico,PRI,1961,Other malignant neoplasms
Puerto Rico,PRI,1962,Other malignant neoplasms
Puerto Rico,PRI,1963,Other malignant neoplasms
Puerto Rico,PRI,1964,Other malignant neoplasms
Puerto Rico,PRI,1965,Other malignant neoplasms
Puerto Rico,PRI,1966,Other malignant neoplasms
Puerto Rico,PRI,1969,Other malignant neoplasms
Puerto Rico,PRI,1970,Other malignant neoplasms
Puerto Rico,PRI,1971,Other malignant neoplasms
Puerto Rico,PRI,1972,Other malignant neoplasms
Puerto Rico,PRI,1973,Other malignant neoplasms
Puerto Rico,PRI,1974,Other malignant neoplasms
Puerto Rico,PRI,1975,Other malignant neoplasms
Puerto Rico,PRI,1976,Other malignant neoplasms
Puerto Rico,PRI,1977,Other malignant neoplasms
Puerto Rico,PRI,1979,Other malignant neoplasms
Puerto Rico,PRI,1980,Other malignant neoplasms
Puerto Rico,PRI,1981,Other malignant neoplasms
Puerto Rico,PRI,1982,Breast
Puerto Rico,PRI,1983,Other malignant neoplasms
Puerto Rico,PRI,1984,Breast
Puerto Rico,PRI,1985,Breast
Puerto Rico,PRI,1986,Breast
Puerto Rico,PRI,1987,Breast
Puerto Rico,PRI,1988,Breast
Puerto Rico,PRI,1989,Breast
Puerto Rico,PRI,1990,Breast
Puerto Rico,PRI,1991,Breast
Puerto Rico,PRI,1992,Breast
Puerto Rico,PRI,1993,Breast
Puerto Rico,PRI,1994,Breast
Puerto Rico,PRI,1995,Breast
Puerto Rico,PRI,1996,Breast
Puerto Rico,PRI,1997,Breast
Puerto Rico,PRI,1998,Breast
Puerto Rico,PRI,1999,Breast
Puerto Rico,PRI,2000,Breast
Puerto Rico,PRI,2001,Breast
Puerto Rico,PRI,2002,Breast
Puerto Rico,PRI,2003,Breast
Puerto Rico,PRI,2004,Breast
Puerto Rico,PRI,2005,Breast
Puerto Rico,PRI,2006,Breast
Puerto Rico,PRI,2007,Breast
Puerto Rico,PRI,2008,Breast
Puerto Rico,PRI,2009,Breast
Puerto Rico,PRI,2010,Breast
Puerto Rico,PRI,2011,Breast
Puerto Rico,PRI,2012,Breast
Puerto Rico,PRI,2013,Breast
Puerto Rico,PRI,2014,Breast
Puerto Rico,PRI,2015,Breast
Puerto Rico,PRI,2016,Breast
Puerto Rico,PRI,2017,Breast
Puerto Rico,PRI,2021,Breast
Qatar,QAT,1995,Colon and rectum
Qatar,QAT,2001,Breast
Qatar,QAT,2004,Breast
Qatar,QAT,2005,Breast
Qatar,QAT,2006,Breast
Qatar,QAT,2007,Breast
Qatar,QAT,2008,Breast
Qatar,QAT,2009,Breast
Qatar,QAT,2010,Breast
Qatar,QAT,2011,Breast
Qatar,QAT,2012,Breast
Qatar,QAT,2013,Breast
Qatar,QAT,2014,Breast
Qatar,QAT,2015,Breast
Qatar,QAT,2016,Breast
Qatar,QAT,2017,Breast
Qatar,QAT,2019,Breast
Qatar,QAT,2020,Breast
Qatar,QAT,2021,Breast
Reunion,REU,2001,Breast
Reunion,REU,2002,Breast
Reunion,REU,2003,Breast
Reunion,REU,2004,Breast
Reunion,REU,2005,Breast
Reunion,REU,2006,Breast
Reunion,REU,2007,Breast
Reunion,REU,2008,Breast
Reunion,REU,2009,Breast
Reunion,REU,2010,Breast
Reunion,REU,2011,Colon and rectum
Reunion,REU,2012,Breast
Reunion,REU,2013,Breast
Reunion,REU,2014,Breast
Reunion,REU,2015,Colon and rectum
Reunion,REU,2016,Breast
