Entity,Code,Year,Leading cancer types causing death in females
Estonia,EST,2002,Breast
Estonia,EST,2003,Breast
Estonia,EST,2004,Breast
Estonia,EST,2005,Breast
Estonia,EST,2006,Breast
Estonia,EST,2007,Breast
Estonia,EST,2008,Breast
Estonia,EST,2009,Breast
Estonia,EST,2010,Breast
Estonia,EST,2011,Breast
Estonia,EST,2012,Breast
Estonia,EST,2013,Breast
Estonia,EST,2014,Breast
Estonia,EST,2015,Breast
Estonia,EST,2016,Breast
Estonia,EST,2017,Breast
Estonia,EST,2018,Breast
Estonia,EST,2019,Breast
Estonia,EST,2020,Breast
Estonia,EST,2021,Breast
Estonia,EST,2022,Breast
Fiji,FJI,1978,Cervix uteri
Fiji,FJI,2001,Cervix uteri
Fiji,FJI,2002,Breast
Fiji,FJI,2003,Breast
Fiji,FJI,2004,Breast
Fiji,FJI,2005,Breast
Fiji,FJI,2006,Breast
Fiji,FJI,2007,Breast
Fiji,FJI,2008,Breast
Fiji,FJI,2009,Breast
Fiji,FJI,2011,Breast
Fiji,FJI,2012,Breast
Finland,FIN,1952,Stomach
Finland,FIN,1953,Stomach
Finland,FIN,1954,Stomach
Finland,FIN,1955,Stomach
Finland,FIN,1956,Stomach
Finland,FIN,1957,Other malignant neoplasms
Finland,FIN,1958,Stomach
Finland,FIN,1959,Stomach
Finland,FIN,1960,Other malignant neoplasms
Finland,FIN,1961,Other malignant neoplasms
Finland,FIN,1962,Other malignant neoplasms
Finland,FIN,1963,Other malignant neoplasms
Finland,FIN,1964,Other malignant neoplasms
Finland,FIN,1965,Other malignant neoplasms
Finland,FIN,1966,Other malignant neoplasms
Finland,FIN,1967,Other malignant neoplasms
Finland,FIN,1968,Other malignant neoplasms
Finland,FIN,1969,Other malignant neoplasms
Finland,FIN,1970,Other malignant neoplasms
Finland,FIN,1971,Other malignant neoplasms
Finland,FIN,1972,Other malignant neoplasms
Finland,FIN,1973,Other malignant neoplasms
Finland,FIN,1974,Other malignant neoplasms
Finland,FIN,1975,Other malignant neoplasms
Finland,FIN,1976,Other malignant neoplasms
Finland,FIN,1977,Other malignant neoplasms
Finland,FIN,1978,Other malignant neoplasms
Finland,FIN,1979,Other malignant neoplasms
Finland,FIN,1980,Other malignant neoplasms
Finland,FIN,1981,Other malignant neoplasms
Finland,FIN,1982,Other malignant neoplasms
Finland,FIN,1983,Other malignant neoplasms
Finland,FIN,1984,Other malignant neoplasms
Finland,FIN,1985,Other malignant neoplasms
Finland,FIN,1986,Other malignant neoplasms
Finland,FIN,1987,Breast
Finland,FIN,1988,Breast
Finland,FIN,1989,Breast
Finland,FIN,1990,Breast
Finland,FIN,1991,Breast
Finland,FIN,1992,Breast
Finland,FIN,1993,Breast
Finland,FIN,1994,Breast
Finland,FIN,1995,Breast
Finland,FIN,1996,Breast
Finland,FIN,1997,Breast
Finland,FIN,1998,Breast
Finland,FIN,1999,Breast
Finland,FIN,2000,Breast
Finland,FIN,2001,Breast
Finland,FIN,2002,Breast
Finland,FIN,2003,Breast
Finland,FIN,2004,Breast
Finland,FIN,2005,Breast
Finland,FIN,2006,Breast
Finland,FIN,2007,Breast
Finland,FIN,2008,Breast
Finland,FIN,2009,Breast
Finland,FIN,2010,Breast
Finland,FIN,2011,Breast
Finland,FIN,2012,Breast
Finland,FIN,2013,Breast
Finland,FIN,2014,Breast
Finland,FIN,2015,Breast
Finland,FIN,2016,Breast
Finland,FIN,2017,Breast
Finland,FIN,2018,Breast
Finland,FIN,2019,Breast
Finland,FIN,2020,Breast
Finland,FIN,2021,Breast
France,FRA,1950,Other malignant neoplasms
France,FRA,1951,Other malignant neoplasms
France,FRA,1952,Other malignant neoplasms
France,FRA,1953,Other malignant neoplasms
France,FRA,1954,Other malignant neoplasms
France,FRA,1955,Other malignant neoplasms
France,FRA,1956,Other malignant neoplasms
France,FRA,1957,Other malignant neoplasms
France,FRA,1958,Other malignant neoplasms
France,FRA,1959,Other malignant neoplasms
France,FRA,1960,Other malignant neoplasms
France,FRA,1961,Other malignant neoplasms
France,FRA,1962,Other malignant neoplasms
France,FRA,1963,Other malignant neoplasms
France,FRA,1964,Other malignant neoplasms
France,FRA,1965,Other malignant neoplasms
France,FRA,1966,Other malignant neoplasms
France,FRA,1967,Other malignant neoplasms
France,FRA,1968,Other malignant neoplasms
France,FRA,1969,Other malignant neoplasms
France,FRA,1970,Other malignant neoplasms
France,FRA,1971,Other malignant neoplasms
France,FRA,1972,Other malignant neoplasms
France,FRA,1973,Other malignant neoplasms
France,FRA,1974,Other malignant neoplasms
France,FRA,1975,Other malignant neoplasms
France,FRA,1976,Other malignant neoplasms
France,FRA,1977,Other malignant neoplasms
France,FRA,1978,Other malignant neoplasms
France,FRA,1979,Other malignant neoplasms
France,FRA,1980,Other malignant neoplasms
France,FRA,1981,Other malignant neoplasms
France,FRA,1982,Other malignant neoplasms
France,FRA,1983,Other malignant neoplasms
France,FRA,1984,Other malignant neoplasms
France,FRA,1985,Other malignant neoplasms
France,FRA,1986,Other malignant neoplasms
France,FRA,1987,Breast
France,FRA,1988,Breast
France,FRA,1989,Breast
France,FRA,1990,Breast
France,FRA,1991,Breast
France,FRA,1992,Breast
France,FRA,1993,Breast
France,FRA,1994,Breast
France,FRA,1995,Breast
France,FRA,1996,Breast
France,FRA,1997,Breast
France,FRA,1998,Breast
France,FRA,1999,Breast
France,FRA,2000,Breast
France,FRA,2001,Breast
France,FRA,2002,Breast
France,FRA,2003,Breast
France,FRA,2004,Breast
France,FRA,2005,Breast
France,FRA,2006,Breast
France,FRA,2007,Breast
France,FRA,2008,Breast
France,FRA,2009,Breast
France,FRA,2010,Breast
France,FRA,2011,Breast
France,FRA,2012,Breast
France,FRA,2013,Breast
France,FRA,2014,Breast
France,FRA,2015,Breast
France,FRA,2016,Breast
France,FRA,2017,Breast
France,FRA,2018,Breast
France,FRA,2019,Breast
France,FRA,2020,Breast
French Guiana,GUF,1968,Stomach
French Guiana,GUF,1969,Other malignant neoplasms
French Guiana,GUF,1970,Other malignant neoplasms
French Guiana,GUF,1971,Other malignant neoplasms
French Guiana,GUF,1972,Cervix uteri
French Guiana,GUF,1973,Stomach
French Guiana,GUF,1974,Cervix uteri
French Guiana,GUF,1975,Other malignant neoplasms
French Guiana,GUF,1976,Other malignant neoplasms
French Guiana,GUF,1977,Colon and rectum
French Guiana,GUF,1978,Other malignant neoplasms
French Guiana,GUF,1979,Colon and rectum
French Guiana,GUF,2001,Breast
French Guiana,GUF,2002,Breast
French Guiana,GUF,2003,Breast
French Guiana,GUF,2004,Trachea and bronchus and lung
French Guiana,GUF,2005,Breast
French Guiana,GUF,2006,Cervix uteri
French Guiana,GUF,2007,Breast
French Guiana,GUF,2008,Breast
French Guiana,GUF,2009,Pancreas
French Guiana,GUF,2010,Breast
French Guiana,GUF,2011,Lymphomas and multiple myeloma
French Guiana,GUF,2012,Breast
French Guiana,GUF,2013,Breast
French Guiana,GUF,2014,Breast
French Guiana,GUF,2015,Breast
French Guiana,GUF,2016,Breast
Georgia,GEO,1981,Other malignant neoplasms
Georgia,GEO,1982,Other malignant neoplasms
Georgia,GEO,1985,Other malignant neoplasms
Georgia,GEO,1986,Other malignant neoplasms
Georgia,GEO,1987,Other malignant neoplasms
Georgia,GEO,1988,Other malignant neoplasms
Georgia,GEO,1989,Other malignant neoplasms
Georgia,GEO,1990,Other malignant neoplasms
Georgia,GEO,1991,Other malignant neoplasms
Georgia,GEO,1992,Other malignant neoplasms
Georgia,GEO,1994,Other malignant neoplasms
Georgia,GEO,1995,Other malignant neoplasms
Georgia,GEO,1996,Other malignant neoplasms
Georgia,GEO,1997,Other malignant neoplasms
Georgia,GEO,1998,Breast
Georgia,GEO,1999,Breast
Georgia,GEO,2000,Breast
Georgia,GEO,2001,Breast
Georgia,GEO,2004,Breast
Georgia,GEO,2005,Ill-defined malignant neoplasms
Georgia,GEO,2006,Ill-defined malignant neoplasms
Georgia,GEO,2007,Ill-defined malignant neoplasms
Georgia,GEO,2009,Breast
Georgia,GEO,2010,Ill-defined malignant neoplasms
Georgia,GEO,2011,Breast
Georgia,GEO,2012,Breast
Georgia,GEO,2013,Breast
Georgia,GEO,2014,Breast
Georgia,GEO,2015,Breast
Georgia,GEO,2016,Breast
Georgia,GEO,2017,Breast
Georgia,GEO,2018,Breast
Georgia,GEO,2019,Breast
Georgia,GEO,2020,Breast
Georgia,GEO,2021,Breast
Germany,DEU,1990,Breast
Germany,DEU,1991,Breast
Germany,DEU,1992,Breast
Germany,DEU,1993,Breast
Germany,DEU,1994,Breast
Germany,DEU,1995,Breast
Germany,DEU,1996,Breast
Germany,DEU,1997,Breast
Germany,DEU,1998,Breast
Germany,DEU,1999,Breast
Germany,DEU,2000,Breast
Germany,DEU,2001,Breast
Germany,DEU,2002,Breast
Germany,DEU,2003,Breast
Germany,DEU,2004,Breast
Germany,DEU,2005,Breast
Germany,DEU,2006,Breast
Germany,DEU,2007,Breast
Germany,DEU,2008,Breast
Germany,DEU,2009,Breast
Germany,DEU,2010,Breast
Germany,DEU,2011,Breast
Germany,DEU,2012,Breast
Germany,DEU,2013,Breast
Germany,DEU,2014,Breast
Germany,DEU,2015,Breast
Germany,DEU,2016,Breast
Germany,DEU,2017,Breast
Germany,DEU,2018,Breast
Germany,DEU,2019,Breast
Germany,DEU,2020,Breast
Greece,GRC,1961,Other malignant neoplasms
Greece,GRC,1962,Other malignant neoplasms
Greece,GRC,1963,Other malignant neoplasms
Greece,GRC,1964,Other malignant neoplasms
Greece,GRC,1965,Other malignant neoplasms
Greece,GRC,1966,Other malignant neoplasms
Greece,GRC,1967,Other malignant neoplasms
Greece,GRC,1968,Other malignant neoplasms
Greece,GRC,1969,Other malignant neoplasms
Greece,GRC,1970,Other malignant neoplasms
Greece,GRC,1971,Other malignant neoplasms
Greece,GRC,1972,Other malignant neoplasms
Greece,GRC,1973,Other malignant neoplasms
Greece,GRC,1974,Other malignant neoplasms
Greece,GRC,1975,Other malignant neoplasms
Greece,GRC,1976,Other malignant neoplasms
Greece,GRC,1977,Other malignant neoplasms
Greece,GRC,1978,Other malignant neoplasms
Greece,GRC,1979,Other malignant neoplasms
Greece,GRC,1980,Other malignant neoplasms
Greece,GRC,1981,Other malignant neoplasms
Greece,GRC,1982,Other malignant neoplasms
Greece,GRC,1983,Other malignant neoplasms
Greece,GRC,1984,Other malignant neoplasms
Greece,GRC,1985,Other malignant neoplasms
Greece,GRC,1986,Other malignant neoplasms
Greece,GRC,1987,Other malignant neoplasms
Greece,GRC,1988,Other malignant neoplasms
Greece,GRC,1989,Other malignant neoplasms
Greece,GRC,1990,Other malignant neoplasms
Greece,GRC,1991,Other malignant neoplasms
Greece,GRC,1992,Other malignant neoplasms
Greece,GRC,1993,Other malignant neoplasms
Greece,GRC,1994,Other malignant neoplasms
Greece,GRC,1995,Other malignant neoplasms
Greece,GRC,1996,Other malignant neoplasms
Greece,GRC,1997,Other malignant neoplasms
Greece,GRC,1998,Other malignant neoplasms
Greece,GRC,1999,Other malignant neoplasms
Greece,GRC,2000,Other malignant neoplasms
Greece,GRC,2001,Other malignant neoplasms
Greece,GRC,2002,Other malignant neoplasms
Greece,GRC,2003,Other malignant neoplasms
Greece,GRC,2004,Other malignant neoplasms
Greece,GRC,2005,Other malignant neoplasms
Greece,GRC,2006,Other malignant neoplasms
Greece,GRC,2007,Other malignant neoplasms
Greece,GRC,2008,Other malignant neoplasms
Greece,GRC,2009,Other malignant neoplasms
Greece,GRC,2010,Breast
Greece,GRC,2011,Other malignant neoplasms
Greece,GRC,2012,Other malignant neoplasms
Greece,GRC,2013,Breast
Greece,GRC,2014,Breast
Greece,GRC,2015,Breast
Greece,GRC,2016,Breast
Greece,GRC,2017,Breast
Greece,GRC,2018,Breast
Greece,GRC,2019,Breast
Greece,GRC,2020,Breast
Grenada,GRD,1985,Breast
Grenada,GRD,1988,Lymphomas and multiple myeloma
Grenada,GRD,1989,Cervix uteri
Grenada,GRD,1990,Other malignant neoplasms
Grenada,GRD,1991,Corpus uteri
Grenada,GRD,1992,Trachea and bronchus and lung
Grenada,GRD,1993,Breast
Grenada,GRD,1994,Breast
Grenada,GRD,1995,Breast
Grenada,GRD,1996,Other malignant neoplasms
Grenada,GRD,2001,Lymphomas and multiple myeloma
Grenada,GRD,2002,Breast
Grenada,GRD,2003,Breast
Grenada,GRD,2004,Other malignant neoplasms
Grenada,GRD,2005,Other malignant neoplasms
Grenada,GRD,2006,Other malignant neoplasms
Grenada,GRD,2007,Other malignant neoplasms
Grenada,GRD,2008,Breast
Grenada,GRD,2009,Breast
Grenada,GRD,2010,Breast
Grenada,GRD,2011,Breast
Grenada,GRD,2012,Breast
Grenada,GRD,2013,Breast
Grenada,GRD,2014,Breast
Grenada,GRD,2015,Breast
Grenada,GRD,2016,Breast
Grenada,GRD,2017,Breast
Grenada,GRD,2018,Breast
Grenada,GRD,2019,Breast
Grenada,GRD,2020,Breast
Grenada,GRD,2021,Breast
Guadeloupe,GLP,1974,Other malignant neoplasms
Guadeloupe,GLP,1981,Other malignant neoplasms
Guadeloupe,GLP,2000,Breast
Guadeloupe,GLP,2001,Breast
Guadeloupe,GLP,2002,Breast
Guadeloupe,GLP,2003,Breast
Guadeloupe,GLP,2004,Breast
Guadeloupe,GLP,2005,Breast
Guadeloupe,GLP,2006,Breast
Guadeloupe,GLP,2007,Breast
Guadeloupe,GLP,2008,Breast
Guadeloupe,GLP,2009,Breast
Guadeloupe,GLP,2010,Breast
Guadeloupe,GLP,2011,Breast
Guadeloupe,GLP,2012,Breast
Guadeloupe,GLP,2013,Breast
Guadeloupe,GLP,2014,Breast
Guadeloupe,GLP,2015,Breast
Guadeloupe,GLP,2016,Breast
Guatemala,GTM,1963,Other malignant neoplasms
Guatemala,GTM,1964,Other malignant neoplasms
Guatemala,GTM,1965,Other malignant neoplasms
Guatemala,GTM,1966,Other malignant neoplasms
Guatemala,GTM,1967,Other malignant neoplasms
Guatemala,GTM,1968,Other malignant neoplasms
Guatemala,GTM,1969,Other malignant neoplasms
Guatemala,GTM,1970,Other malignant neoplasms
Guatemala,GTM,1971,Other malignant neoplasms
Guatemala,GTM,1974,Other malignant neoplasms
Guatemala,GTM,1975,Other malignant neoplasms
Guatemala,GTM,1976,Other malignant neoplasms
Guatemala,GTM,1977,Other malignant neoplasms
Guatemala,GTM,1978,Other malignant neoplasms
Guatemala,GTM,1979,Other malignant neoplasms
Guatemala,GTM,1980,Other malignant neoplasms
Guatemala,GTM,1981,Other malignant neoplasms
Guatemala,GTM,1984,Stomach
Guatemala,GTM,1986,Stomach
Guatemala,GTM,1987,Stomach
Guatemala,GTM,1988,Stomach
Guatemala,GTM,1989,Stomach
Guatemala,GTM,1990,Stomach
Guatemala,GTM,1991,Stomach
Guatemala,GTM,1992,Stomach
Guatemala,GTM,1993,Stomach
Guatemala,GTM,1994,Stomach
Guatemala,GTM,1995,Other malignant neoplasms
Guatemala,GTM,1996,Stomach
Guatemala,GTM,1997,Stomach
Guatemala,GTM,1998,Stomach
Guatemala,GTM,1999,Stomach
Guatemala,GTM,2000,Other malignant neoplasms
Guatemala,GTM,2001,Other malignant neoplasms
Guatemala,GTM,2002,Other malignant neoplasms
Guatemala,GTM,2003,Other malignant neoplasms
Guatemala,GTM,2004,Other malignant neoplasms
Guatemala,GTM,2005,Stomach
Guatemala,GTM,2006,Stomach
Guatemala,GTM,2007,Stomach
Guatemala,GTM,2008,Stomach
Guatemala,GTM,2009,Stomach
Guatemala,GTM,2010,Stomach
Guatemala,GTM,2011,Stomach
Guatemala,GTM,2012,Stomach
Guatemala,GTM,2013,Stomach
Guatemala,GTM,2014,Stomach
Guatemala,GTM,2015,Liver
Guatemala,GTM,2016,Liver
Guatemala,GTM,2017,Liver
Guatemala,GTM,2018,Liver
Guatemala,GTM,2019,Liver
Guatemala,GTM,2020,Liver
Guatemala,GTM,2021,Liver
Guyana,GUY,1977,Other malignant neoplasms
Guyana,GUY,1979,Mouth and oropharynx
Guyana,GUY,1984,Other malignant neoplasms
Guyana,GUY,1988,Cervix uteri
Guyana,GUY,1989,Cervix uteri
Guyana,GUY,1990,Cervix uteri
Guyana,GUY,1991,Other malignant neoplasms
Guyana,GUY,1992,Other malignant neoplasms
Guyana,GUY,1993,Cervix uteri
Guyana,GUY,1994,Cervix uteri
Guyana,GUY,1995,Breast
Guyana,GUY,1996,Cervix uteri
Guyana,GUY,1997,Other malignant neoplasms
Guyana,GUY,1998,Cervix uteri
Guyana,GUY,1999,Breast
Guyana,GUY,2001,Breast
Guyana,GUY,2002,Breast
Guyana,GUY,2003,Breast
Guyana,GUY,2004,Cervix uteri
Guyana,GUY,2005,Breast
Guyana,GUY,2006,Breast
Guyana,GUY,2007,Breast
Guyana,GUY,2008,Breast
Guyana,GUY,2009,Other malignant neoplasms
Guyana,GUY,2010,Breast
Guyana,GUY,2011,Ill-defined malignant neoplasms
Guyana,GUY,2012,Ill-defined malignant neoplasms
Guyana,GUY,2013,Breast
Guyana,GUY,2014,Breast
Guyana,GUY,2015,Breast
Guyana,GUY,2016,Breast
Guyana,GUY,2017,Breast
Guyana,GUY,2018,Breast
Guyana,GUY,2019,Breast
Hong Kong,HKG,1955,Other malignant neoplasms
Hong Kong,HKG,1956,Other malignant neoplasms
Hong Kong,HKG,1957,Other malignant neoplasms
Hong Kong,HKG,1958,Other malignant neoplasms
Hong Kong,HKG,1959,Other malignant neoplasms
Hong Kong,HKG,1960,Other malignant neoplasms
Hong Kong,HKG,1961,Other malignant neoplasms
Hong Kong,HKG,1962,Other malignant neoplasms
Hong Kong,HKG,1963,Other malignant neoplasms
Hong Kong,HKG,1964,Other malignant neoplasms
Hong Kong,HKG,1965,Other malignant neoplasms
Hong Kong,HKG,1966,Other malignant neoplasms
Hong Kong,HKG,1967,Other malignant neoplasms
Hong Kong,HKG,1968,Other malignant neoplasms
Hong Kong,HKG,1969,Other malignant neoplasms
Hong Kong,HKG,1970,Other malignant neoplasms
Hong Kong,HKG,1971,Other malignant neoplasms
Hong Kong,HKG,1972,Other malignant neoplasms
Hong Kong,HKG,1973,Other malignant neoplasms
Hong Kong,HKG,1974,Other malignant neoplasms
Hong Kong,HKG,1975,Other malignant neoplasms
Hong Kong,HKG,1976,Other malignant neoplasms
Hong Kong,HKG,1977,Other malignant neoplasms
Hong Kong,HKG,1978,Other malignant neoplasms
Hong Kong,HKG,1979,Trachea and bronchus and lung
Hong Kong,HKG,1980,Trachea and bronchus and lung
Hong Kong,HKG,1981,Trachea and bronchus and lung
Hong Kong,HKG,1982,Trachea and bronchus and lung
Hong Kong,HKG,1983,Trachea and bronchus and lung
Hong Kong,HKG,1984,Trachea and bronchus and lung
Hong Kong,HKG,1985,Trachea and bronchus and lung
Hong Kong,HKG,1986,Trachea and bronchus and lung
Hong Kong,HKG,1987,Trachea and bronchus and lung
Hong Kong,HKG,1988,Trachea and bronchus and lung
Hong Kong,HKG,1989,Trachea and bronchus and lung
Hong Kong,HKG,1990,Trachea and bronchus and lung
Hong Kong,HKG,1991,Trachea and bronchus and lung
Hong Kong,HKG,1992,Trachea and bronchus and lung
Hong Kong,HKG,1993,Trachea and bronchus and lung
Hong Kong,HKG,1994,Trachea and bronchus and lung
Hong Kong,HKG,1995,Trachea and bronchus and lung
Hong Kong,HKG,1996,Trachea and bronchus and lung
Hong Kong,HKG,1997,Trachea and bronchus and lung
Hong Kong,HKG,1998,Trachea and bronchus and lung
Hong Kong,HKG,1999,Trachea and bronchus and lung
Hong Kong,HKG,2000,Trachea and bronchus and lung
Hong Kong,HKG,2001,Trachea and bronchus and lung
Hong Kong,HKG,2002,Trachea and bronchus and lung
Hong Kong,HKG,2003,Trachea and bronchus and lung
Hong Kong,HKG,2004,Trachea and bronchus and lung
Hong Kong,HKG,2005,Trachea and bronchus and lung
Hong Kong,HKG,2006,Trachea and bronchus and lung
Hong Kong,HKG,2007,Trachea and bronchus and lung
Hong Kong,HKG,2008,Trachea and bronchus and lung
Hong Kong,HKG,2009,Trachea and bronchus and lung
Hong Kong,HKG,2010,Trachea and bronchus and lung
Hong Kong,HKG,2011,Trachea and bronchus and lung
Hong Kong,HKG,2012,Trachea and bronchus and lung
Hong Kong,HKG,2013,Trachea and bronchus and lung
Hong Kong,HKG,2014,Trachea and bronchus and lung
Hong Kong,HKG,2015,Trachea and bronchus and lung
Hong Kong,HKG,2016,Trachea and bronchus and lung
Hong Kong,HKG,2017,Trachea and bronchus and lung
Hungary,HUN,1955,Other malignant neoplasms
Hungary,HUN,1956,Other malignant neoplasms
Hungary,HUN,1957,Other malignant neoplasms
Hungary,HUN,1958,Other malignant neoplasms
Hungary,HUN,1959,Other malignant neoplasms
Hungary,HUN,1960,Other malignant neoplasms
Hungary,HUN,1961,Other malignant neoplasms
Hungary,HUN,1962,Other malignant neoplasms
Hungary,HUN,1963,Other malignant neoplasms
Hungary,HUN,1964,Other malignant neoplasms
Hungary,HUN,1965,Other malignant neoplasms
Hungary,HUN,1966,Other malignant neoplasms
Hungary,HUN,1967,Other malignant neoplasms
Hungary,HUN,1968,Other malignant neoplasms
Hungary,HUN,1969,Other malignant neoplasms
Hungary,HUN,1970,Other malignant neoplasms
Hungary,HUN,1971,Other malignant neoplasms
Hungary,HUN,1972,Other malignant neoplasms
Hungary,HUN,1973,Other malignant neoplasms
Hungary,HUN,1974,Other malignant neoplasms
Hungary,HUN,1975,Other malignant neoplasms
Hungary,HUN,1976,Other malignant neoplasms
Hungary,HUN,1977,Other malignant neoplasms
Hungary,HUN,1978,Other malignant neoplasms
Hungary,HUN,1979,Breast
Hungary,HUN,1980,Breast
Hungary,HUN,1981,Breast
Hungary,HUN,1982,Breast
Hungary,HUN,1983,Breast
Hungary,HUN,1984,Breast
Hungary,HUN,1985,Breast
Hungary,HUN,1986,Breast
Hungary,HUN,1987,Breast
Hungary,HUN,1988,Breast
Hungary,HUN,1989,Breast
Hungary,HUN,1990,Breast
Hungary,HUN,1991,Breast
Hungary,HUN,1992,Breast
Hungary,HUN,1993,Breast
Hungary,HUN,1994,Breast
Hungary,HUN,1995,Breast
Hungary,HUN,1996,Breast
Hungary,HUN,1997,Breast
Hungary,HUN,1998,Breast
Hungary,HUN,1999,Breast
Hungary,HUN,2000,Breast
Hungary,HUN,2001,Breast
Hungary,HUN,2002,Trachea and bronchus and lung
Hungary,HUN,2003,Trachea and bronchus and lung
Hungary,HUN,2004,Trachea and bronchus and lung
Hungary,HUN,2005,Trachea and bronchus and lung
Hungary,HUN,2006,Trachea and bronchus and lung
Hungary,HUN,2007,Trachea and bronchus and lung
Hungary,HUN,2008,Trachea and bronchus and lung
Hungary,HUN,2009,Trachea and bronchus and lung
Hungary,HUN,2010,Trachea and bronchus and lung
Hungary,HUN,2011,Trachea and bronchus and lung
Hungary,HUN,2012,Trachea and bronchus and lung
Hungary,HUN,2013,Trachea and bronchus and lung
Hungary,HUN,2014,Trachea and bronchus and lung
Hungary,HUN,2015,Trachea and bronchus and lung
Hungary,HUN,2016,Trachea and bronchus and lung
Hungary,HUN,2017,Trachea and bronchus and lung
Hungary,HUN,2018,Trachea and bronchus and lung
Hungary,HUN,2019,Trachea and bronchus and lung
Hungary,HUN,2020,Trachea and bronchus and lung
Hungary,HUN,2021,Trachea and bronchus and lung
Hungary,HUN,2022,Trachea and bronchus and lung
Iceland,ISL,1951,Breast
Iceland,ISL,1952,Stomach
Iceland,ISL,1953,Other malignant neoplasms
Iceland,ISL,1954,Other malignant neoplasms
Iceland,ISL,1955,Other malignant neoplasms
Iceland,ISL,1956,Stomach
Iceland,ISL,1957,Other malignant neoplasms
Iceland,ISL,1958,Other malignant neoplasms
Iceland,ISL,1959,Other malignant neoplasms
Iceland,ISL,1960,Other malignant neoplasms
Iceland,ISL,1961,Other malignant neoplasms
Iceland,ISL,1962,Other malignant neoplasms
Iceland,ISL,1963,Other malignant neoplasms
Iceland,ISL,1964,Other malignant neoplasms
Iceland,ISL,1965,Other malignant neoplasms
Iceland,ISL,1966,Other malignant neoplasms
Iceland,ISL,1967,Other malignant neoplasms
Iceland,ISL,1968,Other malignant neoplasms
Iceland,ISL,1969,Other malignant neoplasms
Iceland,ISL,1970,Other malignant neoplasms
Iceland,ISL,1971,Other malignant neoplasms
Iceland,ISL,1972,Other malignant neoplasms
Iceland,ISL,1973,Other malignant neoplasms
Iceland,ISL,1974,Other malignant neoplasms
Iceland,ISL,1975,Other malignant neoplasms
Iceland,ISL,1976,Other malignant neoplasms
Iceland,ISL,1977,Other malignant neoplasms
Iceland,ISL,1978,Other malignant neoplasms
Iceland,ISL,1979,Other malignant neoplasms
Iceland,ISL,1980,Other malignant neoplasms
Iceland,ISL,1981,Trachea and bronchus and lung
Iceland,ISL,1982,Trachea and bronchus and lung
Iceland,ISL,1983,Breast
Iceland,ISL,1984,Breast
Iceland,ISL,1985,Breast
Iceland,ISL,1986,Trachea and bronchus and lung
Iceland,ISL,1987,Breast
Iceland,ISL,1988,Trachea and bronchus and lung
Iceland,ISL,1989,Trachea and bronchus and lung
Iceland,ISL,1990,Breast
Iceland,ISL,1991,Trachea and bronchus and lung
Iceland,ISL,1992,Trachea and bronchus and lung
Iceland,ISL,1993,Breast
Iceland,ISL,1994,Trachea and bronchus and lung
Iceland,ISL,1995,Breast
Iceland,ISL,1996,Trachea and bronchus and lung
Iceland,ISL,1997,Trachea and bronchus and lung
Iceland,ISL,1998,Trachea and bronchus and lung
Iceland,ISL,1999,Trachea and bronchus and lung
Iceland,ISL,2000,Trachea and bronchus and lung
Iceland,ISL,2001,Trachea and bronchus and lung
Iceland,ISL,2002,Trachea and bronchus and lung
Iceland,ISL,2003,Trachea and bronchus and lung
Iceland,ISL,2004,Trachea and bronchus and lung
Iceland,ISL,2005,Trachea and bronchus and lung
Iceland,ISL,2006,Trachea and bronchus and lung
Iceland,ISL,2007,Trachea and bronchus and lung
Iceland,ISL,2008,Trachea and bronchus and lung
Iceland,ISL,2009,Trachea and bronchus and lung
Iceland,ISL,2010,Trachea and bronchus and lung
Iceland,ISL,2011,Trachea and bronchus and lung
Iceland,ISL,2012,Trachea and bronchus and lung
Iceland,ISL,2013,Trachea and bronchus and lung
Iceland,ISL,2014,Trachea and bronchus and lung
Iceland,ISL,2015,Trachea and bronchus and lung
Iceland,ISL,2016,Trachea and bronchus and lung
Iceland,ISL,2017,Trachea and bronchus and lung
Iceland,ISL,2018,Trachea and bronchus and lung
Iceland,ISL,2019,Trachea and bronchus and lung
Iceland,ISL,2020,Trachea and bronchus and lung
Iceland,ISL,2021,Trachea and bronchus and lung
Iceland,ISL,2022,Trachea and bronchus and lung
Iran,IRN,2013,Stomach
Iran,IRN,2014,Stomach
Iran,IRN,2015,Stomach
Iran,IRN,2016,Breast
Iran,IRN,2017,Breast
Iraq,IRQ,2008,Breast
Iraq,IRQ,2015,Breast
Iraq,IRQ,2016,Breast
Ireland,IRL,1950,Other malignant neoplasms
Ireland,IRL,1951,Other malignant neoplasms
Ireland,IRL,1952,Other malignant neoplasms
Ireland,IRL,1953,Other malignant neoplasms
Ireland,IRL,1954,Other malignant neoplasms
Ireland,IRL,1955,Other malignant neoplasms
Ireland,IRL,1956,Other malignant neoplasms
Ireland,IRL,1957,Other malignant neoplasms
Ireland,IRL,1958,Other malignant neoplasms
Ireland,IRL,1959,Other malignant neoplasms
Ireland,IRL,1960,Other malignant neoplasms
Ireland,IRL,1961,Other malignant neoplasms
Ireland,IRL,1962,Other malignant neoplasms
Ireland,IRL,1963,Other malignant neoplasms
Ireland,IRL,1964,Other malignant neoplasms
Ireland,IRL,1965,Other malignant neoplasms
Ireland,IRL,1966,Other malignant neoplasms
Ireland,IRL,1967,Other malignant neoplasms
Ireland,IRL,1968,Other malignant neoplasms
