row ID;Belehrungszeitpunkt;Altersgruppe;Bezahlart;Authentifizierungsart;Versandart;Zielgruppe
Row858;2022-06-23T13:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row867;2022-06-23T16:00:00+00:00;50-59;sepa;Selfie;Post;Beruflich
Row871;2022-06-23T16:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row873;2022-06-23T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row879;2022-06-24T09:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row882;2022-06-24T10:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row883;2022-06-24T11:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row884;2022-06-24T13:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row886;2022-06-24T14:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row888;2022-06-24T15:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row901;2022-06-24T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row902;2022-06-24T21:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row908;2022-06-24T23:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row911;2022-06-25T13:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row914;2022-06-25T15:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row916;2022-06-25T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row920;2022-06-25T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row930;2022-06-25T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row931;2022-06-25T21:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row935;2022-06-26T12:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row937;2022-06-26T12:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row938;2022-06-26T12:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row941;2022-06-26T14:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row942;2022-06-26T17:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row943;2022-06-26T17:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row946;2022-06-26T23:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row949;2022-06-27T07:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row957;2022-06-27T10:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row958;2022-06-27T11:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row963;2022-06-27T12:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row965;2022-06-27T13:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row966;2022-06-27T13:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row967;2022-06-27T14:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row969;2022-06-27T14:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row970;2022-06-27T14:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row977;2022-06-27T15:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row981;2022-06-27T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row982;2022-06-27T16:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row984;2022-06-27T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row990;2022-06-27T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row992;2022-06-27T17:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row994;2022-06-27T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row995;2022-06-27T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row996;2022-06-27T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row998;2022-06-27T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1004;2022-06-27T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1005;2022-06-27T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1007;2022-06-27T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1008;2022-06-27T19:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1010;2022-06-27T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1011;2022-06-27T20:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1012;2022-06-27T20:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1016;2022-06-28T00:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1018;2022-06-28T08:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row1019;2022-06-28T09:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1024;2022-06-28T10:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1026;2022-06-28T11:00:00+00:00;50-59;paypal;Selfie;Post;Ehrenamtlich
Row1028;2022-06-28T11:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1029;2022-06-28T11:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row1038;2022-06-28T13:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row1039;2022-06-28T13:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row1040;2022-06-28T14:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1044;2022-06-28T14:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1045;2022-06-28T14:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1046;2022-06-28T14:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row1048;2022-06-28T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1049;2022-06-28T15:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row1050;2022-06-28T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1055;2022-06-28T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1056;2022-06-28T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1061;2022-06-28T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1064;2022-06-28T21:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1065;2022-06-28T21:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1066;2022-06-28T21:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row1073;2022-06-28T23:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row1080;2022-06-29T09:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1086;2022-06-29T14:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1091;2022-06-29T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1093;2022-06-29T22:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row1100;2022-06-30T00:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row1107;2022-06-30T07:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1108;2022-06-30T09:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1110;2022-06-30T10:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row1111;2022-06-30T10:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row1112;2022-06-30T10:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row1116;2022-06-30T11:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row1118;2022-06-30T11:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1121;2022-06-30T13:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1124;2022-06-30T14:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1135;2022-06-30T17:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1136;2022-06-30T18:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1137;2022-06-30T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1144;2022-07-01T11:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1149;2022-07-01T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1156;2022-07-01T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1157;2022-07-01T18:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row1158;2022-07-01T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1159;2022-07-01T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1160;2022-07-01T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1165;2022-07-01T23:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1166;2022-07-02T11:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1176;2022-07-03T22:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row1178;2022-07-04T11:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row1182;2022-07-04T13:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1184;2022-07-04T13:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row1186;2022-07-04T15:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row1187;2022-07-04T15:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1191;2022-07-04T17:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row1193;2022-07-04T18:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row1194;2022-07-04T19:00:00+00:00;30-39;paydirekt;Selfie;E-Mail;Beruflich
Row1197;2022-07-04T21:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1201;2022-07-05T00:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1203;2022-07-05T07:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row1204;2022-07-05T07:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row1208;2022-07-05T09:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1209;2022-07-05T12:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1211;2022-07-05T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row1212;2022-07-05T14:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1215;2022-07-05T16:00:00+00:00;50-59;sepa;Selfie;Post;Beruflich
Row1216;2022-07-05T16:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row1220;2022-07-05T18:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row1221;2022-07-05T19:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1224;2022-07-05T19:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row1234;2022-07-06T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1235;2022-07-06T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1236;2022-07-06T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1238;2022-07-06T17:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1240;2022-07-06T17:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row1241;2022-07-06T23:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row1242;2022-07-06T23:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1245;2022-07-07T08:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row1250;2022-07-07T13:00:00+00:00;10-19;sepa;Selfie;Post;Beruflich
Row1260;2022-07-07T22:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row1262;2022-07-07T22:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row1263;2022-07-07T22:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row1267;2022-07-08T11:00:00+00:00;20-29;paypal;eID;Download;Beruflich
Row1273;2022-07-08T17:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1275;2022-07-08T17:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1283;2022-07-09T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1286;2022-07-09T22:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1291;2022-07-10T13:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1293;2022-07-10T15:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row1295;2022-07-10T16:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1301;2022-07-11T09:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row1307;2022-07-11T11:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row1310;2022-07-11T12:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1313;2022-07-11T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1314;2022-07-11T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1315;2022-07-11T17:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row1316;2022-07-11T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1317;2022-07-11T21:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row1321;2022-07-12T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1322;2022-07-12T12:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1331;2022-07-12T16:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row1333;2022-07-12T18:00:00+00:00;30-39;giropay;eID;E-Mail;Beruflich
Row1334;2022-07-12T18:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row1340;2022-07-13T10:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1342;2022-07-13T13:00:00+00:00;40-49;paypal;eID;E-Mail;Beruflich
Row1343;2022-07-13T13:00:00+00:00;50-59;giropay;Selfie;E-Mail;Beruflich
Row1345;2022-07-13T15:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row1346;2022-07-13T15:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row1349;2022-07-13T15:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row1352;2022-07-13T16:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1355;2022-07-13T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1360;2022-07-13T20:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1363;2022-07-13T23:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1364;2022-07-14T01:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1366;2022-07-14T09:00:00+00:00;20-29;sepa;Selfie;E-Mail;Beruflich
Row1370;2022-07-14T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1372;2022-07-14T11:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row1373;2022-07-14T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1378;2022-07-14T15:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1380;2022-07-14T15:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row1381;2022-07-14T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1382;2022-07-14T15:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row1388;2022-07-14T17:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1390;2022-07-14T19:00:00+00:00;40-49;creditcard;Selfie;Post;Beruflich
Row1391;2022-07-14T20:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1393;2022-07-14T20:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row1394;2022-07-14T21:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row1401;2022-07-15T10:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row1404;2022-07-15T10:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1406;2022-07-15T12:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1411;2022-07-15T12:00:00+00:00;70-79;paypal;Selfie;E-Mail;Beruflich
Row1416;2022-07-15T15:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row1422;2022-07-15T21:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1423;2022-07-15T21:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1424;2022-07-15T22:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1427;2022-07-16T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1431;2022-07-16T20:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1433;2022-07-17T12:00:00+00:00;30-39;sepa;Selfie;E-Mail;Beruflich
Row1436;2022-07-17T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1441;2022-07-18T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1443;2022-07-18T18:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1444;2022-07-18T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1446;2022-07-18T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1447;2022-07-18T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1450;2022-07-18T19:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1454;2022-07-18T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row1457;2022-07-19T06:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row1458;2022-07-19T08:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row1461;2022-07-19T13:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row1464;2022-07-19T14:00:00+00:00;20-29;paypal;eID;Download;Beruflich
Row1465;2022-07-19T14:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row1470;2022-07-19T15:00:00+00:00;20-29;giropay;Selfie;Post;Beruflich
Row1473;2022-07-19T18:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1474;2022-07-19T18:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1477;2022-07-19T19:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row1480;2022-07-19T20:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1486;2022-07-19T22:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1492;2022-07-20T13:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1493;2022-07-20T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1495;2022-07-20T15:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1505;2022-07-20T20:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1508;2022-07-21T01:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row1512;2022-07-21T12:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1516;2022-07-21T15:00:00+00:00;20-29;paypal;eID;Download;Beruflich
Row1518;2022-07-21T17:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1522;2022-07-21T23:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1523;2022-07-22T10:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1532;2022-07-22T16:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1533;2022-07-22T17:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1534;2022-07-23T15:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row1536;2022-07-24T01:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row1537;2022-07-24T10:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row1539;2022-07-24T14:00:00+00:00;20-29;paydirekt;Selfie;E-Mail;Beruflich
Row1543;2022-07-25T12:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row1546;2022-07-25T12:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row1547;2022-07-25T13:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row1552;2022-07-25T18:00:00+00:00;20-29;paypal;eID;Post;Beruflich
Row1560;2022-07-25T23:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1562;2022-07-26T09:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row1564;2022-07-26T12:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row1567;2022-07-26T14:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row1569;2022-07-26T15:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1575;2022-07-27T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1579;2022-07-27T14:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1580;2022-07-27T14:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row1583;2022-07-27T18:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row1588;2022-07-27T23:00:00+00:00;40-49;sepa;Selfie;Post;Beruflich
Row1589;2022-07-28T09:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1594;2022-07-28T11:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row1595;2022-07-28T12:00:00+00:00;20-29;sepa;Selfie;Post;Beruflich
Row1596;2022-07-28T12:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row1599;2022-07-28T13:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row1602;2022-07-28T15:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1606;2022-07-28T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1607;2022-07-28T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1608;2022-07-28T18:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row1611;2022-07-28T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1612;2022-07-28T22:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1621;2022-07-29T12:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row1623;2022-07-29T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1624;2022-07-29T13:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1626;2022-07-29T14:00:00+00:00;20-29;paypal;eID;Post;Beruflich
Row1627;2022-07-29T14:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row1629;2022-07-29T18:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1633;2022-07-29T22:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row1634;2022-07-30T00:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1637;2022-07-30T13:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row1640;2022-07-30T17:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row1647;2022-07-31T16:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row1653;2022-08-01T09:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1655;2022-08-01T10:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row1657;2022-08-01T11:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row1658;2022-08-01T12:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row1665;2022-08-01T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1677;2022-08-02T14:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row1679;2022-08-02T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1686;2022-08-03T10:00:00+00:00;10-19;sepa;Selfie;E-Mail;Beruflich
Row1687;2022-08-03T12:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row1689;2022-08-03T15:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1690;2022-08-03T15:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row1691;2022-08-03T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1693;2022-08-03T17:00:00+00:00;20-29;giropay;eID;E-Mail;Beruflich
Row1695;2022-08-03T20:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row1700;2022-08-04T11:00:00+00:00;30-39;sepa;Selfie;Post;Beruflich
Row1701;2022-08-04T12:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row1707;2022-08-04T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1708;2022-08-04T16:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row1711;2022-08-04T17:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row1712;2022-08-04T17:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row1714;2022-08-04T17:00:00+00:00;40-49;sepa;Selfie;E-Mail;Beruflich
Row1715;2022-08-04T18:00:00+00:00;50-59;sepa;Selfie;E-Mail;Beruflich
Row1717;2022-08-04T19:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row1718;2022-08-04T19:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1721;2022-08-05T10:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1726;2022-08-05T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row1729;2022-08-05T20:00:00+00:00;30-39;paypal;eID;Download;Beruflich
Row1733;2022-08-06T22:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row1734;2022-08-07T14:00:00+00:00;10-19;giropay;Selfie;Post;Beruflich
Row1735;2022-08-07T18:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row1736;2022-08-07T20:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row1737;2022-08-07T21:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1738;2022-08-07T22:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row1744;2022-08-08T12:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row1745;2022-08-08T12:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row1748;2022-08-08T14:00:00+00:00;60-69;sepa;Selfie;Post;Beruflich
