row ID;Belehrungszeitpunkt;Altersgruppe;Bezahlart;Authentifizierungsart;Versandart;Zielgruppe
Row7774;2024-02-25T12:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row7777;2024-02-26T09:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7782;2024-02-26T11:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7784;2024-02-26T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7786;2024-02-26T19:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row7788;2024-02-26T21:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row7789;2024-02-26T21:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row7791;2024-02-26T22:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row7793;2024-02-27T10:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row7796;2024-02-27T14:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row7797;2024-02-27T17:00:00+00:00;10-19;paypal;Selfie;E-Mail;Ehrenamtlich
Row7799;2024-02-27T18:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Beruflich
Row7801;2024-02-27T23:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7805;2024-02-28T11:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row7809;2024-02-28T14:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row7810;2024-02-28T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7815;2024-02-29T06:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row7817;2024-02-29T08:00:00+00:00;50-59;paypal;eID;E-Mail;Beruflich
Row7820;2024-02-29T10:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row7823;2024-02-29T11:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row7824;2024-02-29T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7825;2024-02-29T11:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row7826;2024-02-29T13:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row7829;2024-02-29T14:00:00+00:00;30-39;paypal;Selfie;E-Mail;Ehrenamtlich
Row7830;2024-02-29T15:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row7831;2024-02-29T15:00:00+00:00;10-19;giropay;Selfie;E-Mail;Beruflich
Row7832;2024-02-29T16:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7835;2024-02-29T16:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row7836;2024-02-29T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row7837;2024-02-29T18:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row7844;2024-03-01T15:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row7848;2024-03-02T08:00:00+00:00;60-69;paypal;eID;E-Mail;Ehrenamtlich
Row7851;2024-03-03T12:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row7852;2024-03-03T13:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7857;2024-03-03T22:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row7860;2024-03-04T11:00:00+00:00;20-29;giropay;eID;E-Mail;Beruflich
Row7864;2024-03-04T16:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7865;2024-03-04T17:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row7866;2024-03-04T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7871;2024-03-05T16:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7872;2024-03-05T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row7877;2024-03-06T11:00:00+00:00;40-49;giropay;Selfie;E-Mail;Beruflich
Row7883;2024-03-06T14:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row7885;2024-03-06T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row7886;2024-03-06T16:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row7889;2024-03-06T20:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row7896;2024-03-07T15:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row7899;2024-03-07T18:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7900;2024-03-07T19:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7901;2024-03-07T20:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row7903;2024-03-07T22:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row7905;2024-03-08T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7906;2024-03-08T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7912;2024-03-09T10:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row7916;2024-03-10T09:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row7917;2024-03-10T10:00:00+00:00;40-49;paypal;eID;E-Mail;Beruflich
Row7918;2024-03-10T10:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row7921;2024-03-10T11:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row7929;2024-03-11T12:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row7931;2024-03-11T13:00:00+00:00;50-59;paypal;eID;E-Mail;Beruflich
Row7933;2024-03-11T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7934;2024-03-11T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row7943;2024-03-12T11:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7946;2024-03-12T15:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row7954;2024-03-12T21:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7956;2024-03-12T22:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7957;2024-03-13T01:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row7959;2024-03-13T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7960;2024-03-13T12:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row7961;2024-03-13T14:00:00+00:00;50-59;giropay;Selfie;Post;Beruflich
Row7964;2024-03-13T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row7965;2024-03-13T16:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row7967;2024-03-13T16:00:00+00:00;40-49;creditcard;Selfie;Post;Beruflich
Row7975;2024-03-14T13:00:00+00:00;30-39;creditcard;Selfie;Post;Beruflich
Row7977;2024-03-14T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row7979;2024-03-14T19:00:00+00:00;60-69;creditcard;Selfie;E-Mail;Beruflich
Row7982;2024-03-15T09:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7987;2024-03-15T15:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row7993;2024-03-16T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row7994;2024-03-16T15:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row7995;2024-03-16T16:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row7998;2024-03-16T21:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row7999;2024-03-16T23:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row8002;2024-03-17T17:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8013;2024-03-18T17:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8015;2024-03-18T17:00:00+00:00;80-89;paypal;Selfie;Post;Ehrenamtlich
Row8021;2024-03-18T18:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8022;2024-03-18T18:00:00+00:00;80-89;paypal;Selfie;Post;Ehrenamtlich
Row8024;2024-03-18T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row8025;2024-03-18T21:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row8032;2024-03-19T13:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row8033;2024-03-19T13:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8038;2024-03-19T17:00:00+00:00;30-39;giropay;Selfie;Post;Beruflich
Row8040;2024-03-19T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8044;2024-03-20T12:00:00+00:00;10-19;giropay;Selfie;E-Mail;Beruflich
Row8051;2024-03-20T16:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row8053;2024-03-20T18:00:00+00:00;10-19;giropay;eID;E-Mail;Beruflich
Row8054;2024-03-20T18:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8057;2024-03-21T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8058;2024-03-21T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8062;2024-03-21T16:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row8063;2024-03-21T18:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8071;2024-03-22T14:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8073;2024-03-22T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8074;2024-03-22T16:00:00+00:00;10-19;paypal;Selfie;E-Mail;Ehrenamtlich
Row8076;2024-03-22T17:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8077;2024-03-22T18:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Beruflich
Row8081;2024-03-23T10:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row8092;2024-03-23T22:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Ehrenamtlich
Row8093;2024-03-24T08:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row8104;2024-03-24T23:00:00+00:00;40-49;creditcard;eID;E-Mail;Beruflich
Row8107;2024-03-25T12:00:00+00:00;20-29;paypal;eID;Download;Beruflich
Row8108;2024-03-25T13:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row8110;2024-03-25T19:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row8111;2024-03-25T22:00:00+00:00;20-29;paypal;eID;Download;Ehrenamtlich
Row8115;2024-03-26T13:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row8116;2024-03-26T14:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8120;2024-03-26T21:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row8122;2024-03-26T23:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8124;2024-03-27T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8127;2024-03-27T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8128;2024-03-27T18:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row8129;2024-03-27T18:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8130;2024-03-27T19:00:00+00:00;20-29;paypal;eID;E-Mail;Ehrenamtlich
Row8140;2024-03-28T22:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8146;2024-03-29T15:00:00+00:00;20-29;paypal;eID;Post;Beruflich
Row8147;2024-03-29T19:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row8148;2024-03-29T23:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8149;2024-03-30T12:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row8153;2024-03-31T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8159;2024-03-31T17:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row8161;2024-03-31T19:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8162;2024-03-31T20:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row8163;2024-03-31T21:00:00+00:00;60-69;paypal;eID;E-Mail;Beruflich
Row8165;2024-04-01T17:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row8167;2024-04-01T17:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row8168;2024-04-01T18:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row8169;2024-04-01T18:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8171;2024-04-01T21:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8173;2024-04-02T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8174;2024-04-02T15:00:00+00:00;40-49;giropay;Selfie;Post;Beruflich
Row8176;2024-04-02T18:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8177;2024-04-02T18:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8179;2024-04-02T20:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8181;2024-04-02T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8182;2024-04-03T01:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8183;2024-04-03T09:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8184;2024-04-03T09:00:00+00:00;40-49;creditcard;Selfie;Post;Beruflich
Row8185;2024-04-03T10:00:00+00:00;40-49;paypal;eID;E-Mail;Beruflich
Row8186;2024-04-03T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8190;2024-04-03T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8191;2024-04-03T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8194;2024-04-03T16:00:00+00:00;10-19;paypal;Selfie;Post;Beruflich
Row8196;2024-04-03T17:00:00+00:00;20-29;creditcard;Selfie;Post;Beruflich
Row8202;2024-04-04T08:00:00+00:00;40-49;giropay;Selfie;E-Mail;Beruflich
Row8203;2024-04-04T11:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8204;2024-04-04T11:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8205;2024-04-04T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8207;2024-04-04T12:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row8208;2024-04-04T12:00:00+00:00;30-39;paypal;Selfie;E-Mail;Ehrenamtlich
Row8217;2024-04-05T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8219;2024-04-05T15:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8223;2024-04-06T12:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row8226;2024-04-06T16:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row8227;2024-04-06T17:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row8229;2024-04-07T10:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8230;2024-04-07T10:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row8232;2024-04-07T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Ehrenamtlich
Row8234;2024-04-07T20:00:00+00:00;20-29;paypal;Selfie;E-Mail;Ehrenamtlich
Row8235;2024-04-07T21:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row8236;2024-04-07T22:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row8240;2024-04-08T12:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row8245;2024-04-08T16:00:00+00:00;60-69;paypal;Selfie;Post;Beruflich
Row8248;2024-04-08T19:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row8249;2024-04-08T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8250;2024-04-08T21:00:00+00:00;20-29;paypal;Selfie;Post;Beruflich
Row8254;2024-04-09T11:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8255;2024-04-09T11:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row8256;2024-04-09T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8258;2024-04-09T14:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8261;2024-04-09T15:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8263;2024-04-09T18:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row8264;2024-04-09T18:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row8270;2024-04-10T08:00:00+00:00;20-29;giropay;Selfie;E-Mail;Ehrenamtlich
Row8274;2024-04-10T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8281;2024-04-11T00:00:00+00:00;10-19;creditcard;Selfie;E-Mail;Beruflich
Row8284;2024-04-11T14:00:00+00:00;30-39;creditcard;Selfie;E-Mail;Beruflich
Row8297;2024-04-12T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8304;2024-04-12T17:00:00+00:00;10-19;paypal;eID;E-Mail;Beruflich
Row8305;2024-04-12T18:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8311;2024-04-13T14:00:00+00:00;10-19;creditcard;eID;E-Mail;Beruflich
Row8316;2024-04-13T19:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8323;2024-04-14T16:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8326;2024-04-14T20:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8330;2024-04-15T07:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row8332;2024-04-15T11:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row8335;2024-04-15T15:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8337;2024-04-15T17:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8341;2024-04-15T21:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row8343;2024-04-16T09:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8344;2024-04-16T10:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8347;2024-04-16T13:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row8348;2024-04-16T14:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8350;2024-04-16T15:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8351;2024-04-16T16:00:00+00:00;50-59;giropay;Selfie;E-Mail;Beruflich
Row8352;2024-04-16T16:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Ehrenamtlich
Row8353;2024-04-16T16:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8355;2024-04-16T17:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row8358;2024-04-16T19:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8359;2024-04-16T20:00:00+00:00;30-39;paypal;Selfie;E-Mail;Ehrenamtlich
Row8363;2024-04-17T13:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row8367;2024-04-17T15:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8369;2024-04-17T16:00:00+00:00;30-39;paypal;eID;E-Mail;Beruflich
Row8370;2024-04-17T18:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row8371;2024-04-17T20:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8373;2024-04-17T21:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8374;2024-04-17T22:00:00+00:00;30-39;paypal;eID;Post;Beruflich
Row8375;2024-04-17T23:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8379;2024-04-18T10:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8382;2024-04-18T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8387;2024-04-18T13:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row8389;2024-04-18T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8394;2024-04-19T08:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8395;2024-04-19T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8396;2024-04-19T12:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8397;2024-04-19T12:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8398;2024-04-19T12:00:00+00:00;40-49;giropay;Selfie;E-Mail;Beruflich
Row8399;2024-04-19T13:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8400;2024-04-19T14:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8401;2024-04-19T15:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
Row8402;2024-04-19T15:00:00+00:00;30-39;paypal;eID;E-Mail;Ehrenamtlich
Row8404;2024-04-19T18:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row8407;2024-04-20T11:00:00+00:00;30-39;giropay;Selfie;Post;Beruflich
Row8412;2024-04-21T12:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8415;2024-04-21T18:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8424;2024-04-22T11:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8425;2024-04-22T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8427;2024-04-22T13:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8430;2024-04-22T16:00:00+00:00;60-69;paypal;eID;E-Mail;Ehrenamtlich
Row8432;2024-04-22T17:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8436;2024-04-23T11:00:00+00:00;50-59;giropay;eID;E-Mail;Beruflich
Row8438;2024-04-23T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8441;2024-04-23T14:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8443;2024-04-23T16:00:00+00:00;60-69;creditcard;Selfie;Post;Beruflich
Row8446;2024-04-23T19:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8449;2024-04-23T20:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8454;2024-04-23T21:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8457;2024-04-24T11:00:00+00:00;50-59;giropay;eID;E-Mail;Beruflich
Row8458;2024-04-24T12:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row8464;2024-04-24T16:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row8465;2024-04-24T18:00:00+00:00;60-69;creditcard;Selfie;E-Mail;Beruflich
Row8466;2024-04-24T20:00:00+00:00;50-59;paypal;Selfie;E-Mail;Beruflich
Row8467;2024-04-24T20:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row8469;2024-04-25T09:00:00+00:00;20-29;giropay;Selfie;E-Mail;Beruflich
Row8470;2024-04-25T09:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8472;2024-04-25T12:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row8473;2024-04-25T13:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row8476;2024-04-25T15:00:00+00:00;20-29;creditcard;eID;Post;Beruflich
Row8485;2024-04-26T10:00:00+00:00;70-79;creditcard;eID;E-Mail;Ehrenamtlich
Row8486;2024-04-26T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8487;2024-04-26T12:00:00+00:00;50-59;paypal;eID;E-Mail;Ehrenamtlich
Row8489;2024-04-26T12:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row8491;2024-04-26T13:00:00+00:00;40-49;paypal;Selfie;Post;Beruflich
Row8494;2024-04-26T19:00:00+00:00;30-39;giropay;Selfie;E-Mail;Beruflich
Row8495;2024-04-27T06:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8498;2024-04-27T11:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8500;2024-04-27T14:00:00+00:00;50-59;paypal;Selfie;E-Mail;Ehrenamtlich
Row8502;2024-04-27T16:00:00+00:00;50-59;paypal;eID;Post;Beruflich
Row8503;2024-04-27T16:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row8504;2024-04-28T12:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8508;2024-04-28T18:00:00+00:00;40-49;paypal;Selfie;E-Mail;Ehrenamtlich
Row8517;2024-04-29T14:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8518;2024-04-29T15:00:00+00:00;40-49;creditcard;Selfie;E-Mail;Beruflich
Row8520;2024-04-29T16:00:00+00:00;50-59;creditcard;Selfie;E-Mail;Beruflich
Row8525;2024-04-30T03:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8526;2024-04-30T07:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8527;2024-04-30T07:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8528;2024-04-30T09:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8533;2024-04-30T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8534;2024-04-30T13:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8535;2024-04-30T14:00:00+00:00;40-49;paypal;eID;E-Mail;Beruflich
Row8537;2024-04-30T15:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row8538;2024-04-30T16:00:00+00:00;20-29;paypal;eID;Download;Ehrenamtlich
Row8539;2024-04-30T16:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8541;2024-04-30T20:00:00+00:00;10-19;paypal;Selfie;E-Mail;Beruflich
Row8543;2024-05-01T10:00:00+00:00;50-59;paypal;Selfie;Post;Beruflich
Row8545;2024-05-01T16:00:00+00:00;50-59;paypal;eID;Download;Beruflich
Row8551;2024-05-01T19:00:00+00:00;60-69;paypal;Selfie;E-Mail;Beruflich
Row8554;2024-05-01T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Ehrenamtlich
Row8555;2024-05-01T21:00:00+00:00;20-29;paypal;Selfie;E-Mail;Beruflich
Row8556;2024-05-01T22:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8567;2024-05-02T18:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row8572;2024-05-03T12:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8580;2024-05-04T19:00:00+00:00;20-29;creditcard;Selfie;E-Mail;Beruflich
Row8589;2024-05-05T19:00:00+00:00;40-49;paypal;Selfie;E-Mail;Beruflich
Row8590;2024-05-05T19:00:00+00:00;30-39;paypal;Selfie;E-Mail;Beruflich
Row8591;2024-05-06T02:00:00+00:00;20-29;paypal;eID;E-Mail;Beruflich
Row8592;2024-05-06T09:00:00+00:00;30-39;paypal;Selfie;Post;Beruflich
