LIIK;TYYP;MARK;MUDEL;KATEGOORIA;KERE_MATERJAL;PIKKUS;LAIUS;SYVIS;EHITUSAASTA;ESMANE_REG_KP;MOOTORITE_ARV;MOOTORITE_VOIMSUS;VKOM_MAAKOND;VKOM_TYYP
VÄIKELAEV;PURJEJAHT;BAVARIA;50 CRUISER;C;PLASTIK;14.98;4.49;2.0;2005;;1;56.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;;2021-01-22;1;4.5;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAISLA;435 M;D;PLASTIK;4.4;1.4;0.18;2009;;1;4.4;Harju;FYYSILINE
JETT;;SEA-DOO;RXT 260 RS;;;3.54;1.22;;2010;;1;179.0;Pärnu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;WEIHAI SYNSOR BOAT;430;C;KANGAS;4.3;1.9;0.1;2012;2014-09-04;1;22.4;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PUIT;5.0;1.0;0.0;1936;;0;0.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;IDEAL;430F;D;PLASTIK;4.3;1.38;0.18;2008;;1;1.5;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;K-330R;C;KANGAS;3.3;1.53;0.0;2008;;1;15.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2M;D;ALUMIINIUM;4.65;1.7;0.24;1989;;1;22.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;RYDS;435 FC;C;PLASTIK;4.4;1.9;0.3;;2013-09-27;1;22.0;;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;TRIPPEL-BATEN;430;D;PLASTIK;4.4;1.62;0.3;2008;;1;7.4;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FLIPPER;760 DC;C;PLASTIK;7.58;2.54;0.85;2018;2019-06-13;1;298.0;Lääne;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;TERHI;385;D;PLASTIK;3.8;1.5;0.2;2009;;1;4.4;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;XXL;C;ALUMIINIUM;5.8;2.25;0.5;2001;2021-04-30;1;85.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ROBUST;10;D;PLASTIK;3.13;1.46;0.21;2007;;1;3.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PLASTIK;4.0;1.5;0.0;1993;;0;4.0;;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PUIT;4.58;1.68;0.25;2018;2018-10-23;1;36.8;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;6020 C;C;PLASTIK;4.62;1.87;0.16;2014;2014-11-27;1;22.1;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CRAB;K-400;C;KANGAS;4.05;1.9;0.2;2018;2018-08-07;1;22.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.5;1.6;0.0;2004;;0;10.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NORDLINE;41M;D;PLASTIK;4.1;1.5;0.2;;2020-07-14;1;7.5;Rapla;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PUIT;2.95;1.22;0.0;1993;;0;6.0;;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;YAM;265 S;C;KANGAS;2.65;1.51;0.0;2002;;1;5.9;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;KANGAS;4.27;1.58;0.26;2012;;1;4.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;FISHMAN;350;D;KANGAS;3.05;1.36;;2016;2018-07-17;1;;;FYYSILINE
VÄIKELAEV;PURJEJAHT;COMFORT;26;B;PLASTIK;8.0;2.3;1.35;1973;2015-07-02;1;7.5;Harju;FYYSILINE
VÄIKELAEV;PURJEJAHT;AJALOOLINE PUITPAAT;-;C;PUIT;7.0;2.4;0.8;;2021-06-21;1;5.0;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;KEFAL;-;D;PUIT;3.8;1.3;0.15;1985;;1;6.0;Tartu;FYYSILINE
ALLA12MLAEV;KALAPAAT;MÄÄRAMATA;-;D;PLASTIK;4.3;1.6;0.28;1995;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;WIGRY;310/315;D;PLASTIK;3.08;1.24;;2014;2015-02-20;1;5.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BELLA;655;C;PLASTIK;6.5;2.42;0.6;2006;;1;88.0;Harju;FYYSILINE
JETT;;SEA DOO;XP LTD;;MUU;2.72;1.12;0.0;1999;;0;98.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DELTA;380;D;PLASTIK;3.7;1.5;0.2;2005;;1;7.0;Lääne-Viru;JURIIDILINE
ALLA12MLAEV;KALAPAAT;OMAVALMISTATUD;-;D;PUIT;5.0;1.2;0.15;1988;;0;0.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BELLA;700;C;PLASTIK;7.05;2.47;0.6;1989;2014-10-01;1;25.8;Saare;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;D;PUIT;7.1;2.15;0.4;1984;;0;7.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VELES;275;D;KANGAS;2.75;1.35;0.15;2014;2014-07-09;1;4.4;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;STELLA;-;D;PLASTIK;4.67;1.42;0.2;1991;;1;6.0;Viljandi;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MÄÄRAMATA;-;D;PLASTIK;4.4;1.5;0.0;1995;;1;6.0;Valga;FYYSILINE
ALLA12MLAEV;KALAPAAT;MÄÄRAMATA;-;D;PUIT;5.2;1.95;0.4;1995;;1;22.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;C;ALUMIINIUM;4.65;1.7;0.25;1;;1;36.8;Viljandi;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;UFIMKA;2;D;KUMM;2.5;1.1;0.0;1989;;0;0.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;VIIKING;380 CLASSIK;D;PLASTIK;3.85;1.41;0.22;2008;;1;6.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LATREX;430;C;PLASTIK;4.3;1.7;0.2;;2021-06-21;0;11.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430R;D;PLASTIK;4.33;1.63;0.26;;2020-11-18;1;4.5;Võru;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;NORDLINE;48;D;PLASTIK;4.8;1.6;0.15;2008;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LADOGA-2;-;D;ALUMIINIUM;4.74;2.02;0.25;1982;;1;44.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MARINO;MUSTANG;D;PLASTIK;4.3;1.6;0.2;1984;;1;15.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PELLA;-;D;PLASTIK;4.36;1.46;0.1;1989;;1;4.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SAKA;440;D;PLASTIK;4.4;1.7;0.17;2008;;1;4.5;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DNEPR;-;C;ALUMIINIUM;4.4;1.6;0.2;1978;;1;30.0;;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;D400;C;KANGAS;4.0;1.85;0.17;2016;2016-05-27;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;OMAVALMISTATUD;D;PLASTIK;4.2;1.7;0.25;1991;2015-04-15;1;22.1;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ACHILLES;CD-140;C;PLASTIK;3.7;1.6;0.2;1989;;0;37.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;X;C;ALUMIINIUM;5.15;2.06;0.3;2008;;1;58.8;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;WELLCRAFT;192 CLASSIC;C;PLASTIK;5.9;2.26;0.7;1987;;1;128.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;C;PLASTIK;5.19;2.2;0.4;;;1;56.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2;D;ALUMIINIUM;4.65;1.7;0.2;1987;;1;10.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PERLA;402;D;PLASTIK;4.0;1.6;0.17;2017;2018-03-21;1;7.2;Põlva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PUIT;3.8;1.3;0.0;1975;;0;6.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.3;1.58;0.0;1998;;0;5.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;HAGAVIK;-;D;PLASTIK;4.4;1.4;0.15;1990;;0;4.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BOMBARD;TYPHOON 380;C;KANGAS;3.8;1.6;0.2;2007;;1;15.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;;TERAS;4.65;1.7;0.3;1974;;0;37.0;Ida-Viru;FYYSILINE
JETT;;YAMAHA;SUPERJET;;MUU;2.25;0.68;0.0;1999;;0;54.0;Harju;FYYSILINE
JETT;;SEA DOO;GTI;;MUU;3.2;1.25;0.0;2007;;0;96.0;Pärnu;JURIIDILINE
ALLA12MLAEV;TÖÖPAAT;MÄÄRAMATA;-;C;PLASTIK;6.2;2.4;0.4;1980;;1;55.0;Pärnu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;2.65;1.11;0.0;2000;;0;0.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;CAPRI;C;PLASTIK;5.3;2.11;0.51;1994;;1;106.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.0;2004;;1;3.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.2;1.45;0.0;1999;;0;6.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;ALUMIINIUM;4.3;1.31;0.2;1973;;0;4.0;;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;2014;2015-04-13;1;4.0;Lääne;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2007;;1;4.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PLASTIK;3.1;1.35;0.2;2008;;1;4.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;AQUA MARINA;BT-88850;C;KANGAS;2.77;1.5;0.15;;2020-08-31;1;;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;NÕROK;2;D;KUMM;2.55;1.11;0.1;2007;;0;0.0;Lääne-Viru;FYYSILINE
ALLA12MLAEV;KALAPAAT;NORDLINE;41M;D;PLASTIK;4.1;1.5;0.2;2014;;1;7.5;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;C;PUIT;6.2;2.17;0.25;1999;;1;59.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2008;;1;4.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.62;0.3;2007;;1;6.0;;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;AQUA MARINA;BT 88880;D;KANGAS;3.05;1.34;0.1;2008;;0;;Ida-Viru;FYYSILINE
ALLA12MLAEV;TÖÖPAAT;BRIG;FALCON RIDERS 620H;C;PLASTIK;6.2;2.5;0.52;2011;;1;110.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;-;D;ALUMIINIUM;4.7;1.8;0.18;1983;;1;22.0;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;AMUR;3;C;ALUMIINIUM;6.12;1.83;0.4;1990;;1;40.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;GAUJA 300 P;C;KANGAS;3.0;1.5;0.1;;2019-07-17;1;1.6;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NORDLINE;41M;D;PLASTIK;4.1;1.5;0.2;2018;2018-11-28;1;7.5;Valga;FYYSILINE
ALLA12MLAEV;PÄÄSTEPAAT;NORSAFE;MACO;C;PLASTIK;6.55;2.7;0.5;1999;;1;147.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;FINNSPORT;500 RS;C;PLASTIK;5.1;1.75;0.4;;2020-07-22;1;66.2;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAZANKA;-;D;ALUMIINIUM;4.6;1.4;0.15;1967;;1;15.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KAZANKA;-;D;ALUMIINIUM;4.63;1.26;0.15;1968;;1;11.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;2012;;1;4.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;NISSAN;30RT45;D;PLASTIK;4.48;1.75;0.3;;2010-11-03;1;22.1;Lääne-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MÄÄRAMATA;-;D;PUIT;4.6;1.45;0.2;1991;;0;0.0;;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MÄÄRAMATA;-;D;PLASTIK;4.05;1.35;0.2;1994;;1;7.5;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;YAMAHA;SX 230HO;C;PLASTIK;7.0;2.6;0.5;2006;;2;240.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;;PUIT;5.4;1.8;0.5;1994;;0;5.0;Lääne;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2011;;1;4.0;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;175 BR;C;PLASTIK;5.33;2.13;0.43;2005;;1;101.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SEEMANN;MLA 2800;D;KANGAS;2.8;1.34;;2016;2017-08-28;0;3.7;Järva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;YAMARIN;58 BR;C;PLASTIK;5.73;2.2;0.32;2008;;1;110.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;SEA FUN C;D;PLASTIK;4.06;1.67;0.17;2006;2016-06-21;1;11.0;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;D400;C;KANGAS;4.0;1.85;0.17;2016;2016-04-15;1;22.0;Rapla;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;345;C;KANGAS;3.45;1.7;0.15;2015;2016-02-11;1;14.9;Ida-Viru;FYYSILINE
ALLA12MLAEV;TÖÖPAAT;NAVIGA;8;D;PLASTIK;8.0;2.6;0.6;1994;;1;37.0;Lääne;FYYSILINE
ALLA12MLAEV;TÖÖPAAT;LOWE;2014AP;D;ALUMIINIUM;4.82;1.77;0.25;1985;;1;11.0;Lääne;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CHRIS CRAFT;-;C;MUU;5.9;2.25;0.38;1997;;1;101.0;Viljandi;FYYSILINE
ALLA12MLAEV;KALAPAAT;ROBUST;15M ;D;PLASTIK;4.72;1.75;0.31;;2020-02-17;1;25.0;Rapla;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;2.8;1.15;0.15;2003;;0;0.0;Ida-Viru;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;VELES;400;D;KANGAS;4.0;1.97;;2010;;1;22.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VIIKING;380;D;PLASTIK;3.8;1.47;0.24;2004;;1;15.8;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;FJORD;D;PLASTIK;4.3;1.45;0.2;1981;;1;6.0;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SCANDIC;420;D;PLASTIK;4.1;1.7;0.25;1990;;1;14.7;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GLADIATOR;C 420 AL;C;KANGAS;4.2;1.9;0.18;;2021-03-22;1;30.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;4.3;1.55;0.28;2003;;0;4.0;;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;PUIT;5.85;1.75;0.0;1969;;0;6.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SKIPP;440;D;PLASTIK;4.4;1.72;0.28;2009;;1;8.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;2050 LX;C;PLASTIK;6.32;2.34;0.43;2000;;1;186.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KAZANKA;5;C;ALUMIINIUM;4.65;1.7;0.25;1976;;1;38.0;Ida-Viru;FYYSILINE
JETT;;YAMAHA;FZR;C;;3.35;1.23;;2011;;0;154.5;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;PLASTIK;5.1;1.95;0.0;1998;;0;5.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ÖRNVIK;490;D;PLASTIK;4.85;1.87;0.3;1980;2014-10-27;1;30.0;Lääne;FYYSILINE
JETT;;YAMAHA;WAVERAIDER 700;;MUU;2.8;1.06;0.0;1995;;0;63.0;Jõgeva;FYYSILINE
ALLA12MLAEV;KALAPAAT;CURSUS;440;D;PLASTIK;4.4;1.8;0.25;2015;;1;14.7;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;TERHI;385;D;PLASTIK;3.8;1.5;0.1;2006;;1;5.0;Ida-Viru;FYYSILINE
ALLA12MLAEV;KALAPAAT;OMAVALMISTATUD;-;C;PUIT;5.2;1.65;0.3;2002;;1;5.0;Pärnu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;WHALY;435;C;PLASTIK;4.35;1.78;0.2;2015;2017-08-31;1;22.0;Võru;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;GLASTRON;GT-185;C;PLASTIK;5.21;2.24;0.79;2008;;1;173.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;JUZANKA;-;D;ALUMIINIUM;4.63;1.5;0.15;1978;;1;10.3;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;380 R;D;PLASTIK;3.81;1.61;0.26;;2020-09-02;1;2.5;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;TERAS;4.65;1.7;0.2;1976;;0;5.0;Jõgeva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;C-440;-;C;PLASTIK;4.4;1.65;0.25;2006;;1;14.7;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NEUVISA;DV-62;C;PLASTIK;6.4;2.54;1.06;2010;;1;110.0;Harju;JURIIDILINE
JETT;;SEA-DOO;GTS;C;;3.36;1.23;;2011;2018-05-31;1;96.0;Jõgeva;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;VELES;330;D;KANGAS;3.3;1.65;0.2;2012;;1;11.0;Tartu;FYYSILINE
JETT;;SEA-DOO;GS;;;2.67;1.16;;1997;2016-11-29;1;81.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;HALLET;21;C;PLASTIK;6.45;2.32;0.3;1988;2018-07-18;2;184.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;ROBUST;15;D;PLASTIK;4.47;1.76;0.31;2015;2015-11-10;1;12.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;HYDRO-FORCE;65047;D;KANGAS;2.8;1.52;0.2;2021;2022-04-26;1;7.5;Lääne-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;3.1;10.14;0.0;1998;;0;4.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;175;C;PLASTIK;5.25;2.19;0.5;2006;;1;101.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;JUZANKA;-;C;ALUMIINIUM;4.63;1.6;0.2;1969;;1;9.9;Ida-Viru;FYYSILINE
VÄIKELAEV;PURJEJAHT;SMILING;29;B;PLASTIK;8.7;2.34;1.5;;;1;11.8;Valga;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;MAGNUM;C;ALUMIINIUM;6.7;2.4;0.36;2008;;1;166.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FISKARI;-;C;PLASTIK;10.1;2.75;0.8;1978;2018-03-01;1;88.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VELES;330;D;KANGAS;3.3;1.65;0.2;2018;2018-06-01;1;11.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CORAL BAY;580;C;PLASTIK;5.78;2.37;0.6;2004;;1;110.3;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;VELES;275;D;KANGAS;2.75;1.35;0.15;2011;;1;4.4;Järva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ADMIRAL;AM 320C;D;KANGAS;3.2;1.45;;2021;2021-06-14;1;7.4;Ida-Viru;FYYSILINE
VÄIKELAEV;PURJEJAHT;DEHLER;34;A;PLASTIK;10.6;3.4;1.8;1989;2015-06-05;1;20.0;Lääne-Viru;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;ALUMIINIUM;4.65;1.7;0.0;1991;;0;5.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;BREEZE;375;D;PLASTIK;3.75;1.35;0.2;2007;;1;6.0;Võru;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;NORDLINE;51;D;PLASTIK;5.1;1.7;0.2;2017;2018-04-10;1;18.7;Saare;FYYSILINE
ALLA12MLAEV;KALAPAAT;LAPPAJA;-;C;PUIT;8.2;2.6;0.31;1985;;1;18.5;Pärnu;JURIIDILINE
ALLA12MLAEV;TÖÖPAAT;LAPPAJA;-;C;PUIT;8.87;2.5;0.9;1987;;1;40.0;Saare;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;JUZANKA;-;D;ALUMIINIUM;4.63;1.6;0.2;1977;;1;8.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;MINI;D;PLASTIK;4.0;1.45;0.15;2007;;1;3.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2006;;1;4.0;Lääne;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;CAPITAN;290SS;D;KANGAS;2.9;1.37;0.15;;2020-12-30;1;3.7;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430R;D;PLASTIK;4.33;1.63;0.26;;2020-08-07;1;4.5;Hiiu;FYYSILINE
JETT;;SEA-DOO;WAKE PRO 230;C;;3.35;1.25;;;2019-06-12;1;169.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MKM;-;D;ALUMIINIUM;4.1;1.52;0.2;1977;;1;10.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VELES;400;D;KANGAS;4.0;1.97;0.25;2011;;1;22.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;AKVEREX;340;D;PLASTIK;3.4;1.3;0.2;2016;2016-04-13;1;2.9;Viljandi;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PLASTIK;4.28;1.58;0.0;1995;;0;4.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ENNO-S;BOATS 340;D;PLASTIK;3.4;1.5;0.15;1998;;1;15.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PLASTIK;3.7;1.46;0.58;2007;;1;11.0;Valga;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;ALUMIINIUM;3.37;1.23;0.2;1970;;1;4.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;KUMM;4.0;1.6;0.0;1982;;1;9.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MERMAID;K-370;C;KANGAS;3.7;1.77;0.23;;2020-06-11;1;18.4;Harju;FYYSILINE
VÄIKELAEV;PURJEJAHT;C&C ONE-OFF;- ;C;MUU;8.2;3.1;1.5;1980;;1;11.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KAZANKA;5M3;C;ALUMIINIUM;4.6;1.65;0.35;1991;;1;44.0;Ida-Viru;FYYSILINE
VÄIKELAEV;PURJEJAHT;MINICAT;25;C;PLASTIK;7.5;2.5;0.9;;2019-06-04;1;22.1;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;HONWAVE;T30AE2;C;KANGAS;2.97;1.57;0.1;2014;2018-08-06;1;11.2;Valga;FYYSILINE
VÄIKELAEV;MOOTORPAAT;LEADER;360;C;KUMM;3.6;1.77;0.1;2005;;1;18.0;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;SEVYLOR;T68;D;PLASTIK;2.8;1.5;0.0;1999;;0;0.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VIAMARE;380 ALU;D;KANGAS;3.8;1.8;0.15;2015;2015-05-08;1;22.5;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;-;D;ALUMIINIUM;4.65;1.7;0.2;1988;;1;30.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SAKA;440;D;PLASTIK;4.4;1.7;0.17;2008;;1;4.5;Saare;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PUIT;4.7;1.3;0.0;1993;;0;5.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.5;1.6;0.0;1994;;0;19.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;C;PLASTIK;4.5;1.63;0.2;1986;;1;10.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GLADIATOR;C 330 AL;C;KANGAS;3.3;1.54;0.18;2021;2022-07-05;1;14.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ASTRA RIVAL;415 AVO;D;PLASTIK;4.15;1.8;0.28;2015;2015-08-01;1;11.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;WIGRY;434;C;PLASTIK;4.24;1.65;0.3;2014;;1;22.1;Viljandi;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;3;C;ALUMIINIUM;4.3;1.6;0.15;1982;;1;22.0;Harju;FYYSILINE
