Match ID,City,Date,Match Type,Match Type Number,Season,Team Type,Team 1,Team 2,Toss Winner,Toss Decision,Venue,Winner,win_margin_type,Win Margin,Player of the Match,Event Name,Event Match Number,Event Stage,Gender,Umpire 1,Umpire 2,TV Umpire,Match Referee
668955,Mirpur,2013-10-31,ODI,3426,2013/14,international,Bangladesh,New Zealand,Bangladesh,bat,Shere Bangla National Stadium,Bangladesh,runs,40.0,Sohag Gazi,New Zealand in Bangladesh ODI Series,2.0,,male,REJ Martinesz,Sharfuddoula,Anisur Rahman,BC Broad
668957,Fatullah,2013-11-03,ODI,3429,2013/14,international,Bangladesh,New Zealand,Bangladesh,field,Khan Shaheb Osman Ali Stadium,Bangladesh,wickets,4.0,Shamsur Rahman,New Zealand in Bangladesh ODI Series,3.0,,male,Enamul Haque,REJ Martinesz,Sharfuddoula,BC Broad
668961,Hambantota,2013-11-10,ODI,3432,2013/14,international,Sri Lanka,New Zealand,New Zealand,field,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",no result,,,,New Zealand in Sri Lanka ODI Series,1.0,,male,BNJ Oxenford,RSA Palliyaguruge,RR Wimalasiri,BC Broad
668963,Hambantota,2013-11-12,ODI,3434,2013/14,international,Sri Lanka,New Zealand,Sri Lanka,bat,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",New Zealand,wickets,4.0,TWM Latham,New Zealand in Sri Lanka ODI Series,2.0,,male,BNJ Oxenford,RSA Palliyaguruge,RR Wimalasiri,BC Broad
668965,,2013-11-16,ODI,3435,2013/14,international,Sri Lanka,New Zealand,New Zealand,field,Rangiri Dambulla International Stadium,Sri Lanka,runs,36.0,SMSM Senanayake,New Zealand in Sri Lanka ODI Series,3.0,,male,BNJ Oxenford,RSA Palliyaguruge,RR Wimalasiri,BC Broad
676529,Kochi,2013-11-21,ODI,3436,2013/14,international,India,West Indies,West Indies,bat,Nehru Stadium,India,wickets,6.0,V Kohli,West Indies in India ODI Series,1.0,,male,VA Kulkarni,RJ Tucker,AK Chaudhary,DC Boon
676531,Visakhapatnam,2013-11-24,ODI,3437,2013/14,international,India,West Indies,West Indies,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,West Indies,wickets,2.0,DJG Sammy,West Indies in India ODI Series,2.0,,male,VA Kulkarni,RJ Tucker,AK Chaudhary,DC Boon
676533,Kanpur,2013-11-27,ODI,3439,2013/14,international,India,West Indies,India,field,Green Park,India,wickets,5.0,S Dhawan,West Indies in India ODI Series,3.0,,male,AK Chaudhary,RJ Tucker,VA Kulkarni,DC Boon
684679,Aberdeen,2014-05-09,ODI,3491,2014,international,Scotland,England,Scotland,field,Mannofield Park,England,runs,39.0,MA Leask,,,,male,M Hawthorne,IN Ramage,PK Baldwin,JJ Crowe
685731,Cape Town,2013-11-24,ODI,3438,2013/14,international,South Africa,Pakistan,Pakistan,bat,Newlands,Pakistan,runs,23.0,Anwar Ali,Pakistan in South Africa ODI Series,1.0,,male,JD Cloete,CB Gaffaney,BNJ Oxenford,BC Broad
685733,Port Elizabeth,2013-11-27,ODI,3440,2013/14,international,South Africa,Pakistan,South Africa,field,St George's Park,Pakistan,runs,1.0,Ahmed Shehzad,Pakistan in South Africa ODI Series,2.0,,male,S George,BNJ Oxenford,CB Gaffaney,BC Broad
685735,Centurion,2013-11-30,ODI,3441,2013/14,international,South Africa,Pakistan,South Africa,field,SuperSport Park,South Africa,wickets,4.0,VD Philander,Pakistan in South Africa ODI Series,3.0,,male,CB Gaffaney,S George,BNJ Oxenford,BC Broad
690355,Mirpur,2014-02-17,ODI,3469,2013/14,international,Bangladesh,Sri Lanka,Bangladesh,field,Shere Bangla National Stadium,Sri Lanka,runs,13.0,NLTC Perera,Sri Lanka in Bangladesh ODI Series,1.0,,male,Sharfuddoula,RJ Tucker,Anisur Rahman,DC Boon
690357,Mirpur,2014-02-20,ODI,3470,2013/14,international,Bangladesh,Sri Lanka,Sri Lanka,bat,Shere Bangla National Stadium,Sri Lanka,runs,61.0,KC Sangakkara,Sri Lanka in Bangladesh ODI Series,2.0,,male,Anisur Rahman,RJ Tucker,Sharfuddoula,DC Boon
690359,Mirpur,2014-02-22,ODI,3471,2013/14,international,Bangladesh,Sri Lanka,Sri Lanka,field,Shere Bangla National Stadium,Sri Lanka,wickets,6.0,MDKJ Perera,Sri Lanka in Bangladesh ODI Series,3.0,,male,Sharfuddoula,RJ Tucker,Anisur Rahman,DC Boon
696731,Christchurch,2014-01-23,ODI,3459,2013/14,international,Scotland,Canada,Canada,field,Hagley Oval,Scotland,runs,170.0,CS MacLeod,ICC Cricket World Cup Qualifier,18.0,,male,PJ Nero,M Erasmus,,RS Mahanama
696733,Lincoln,2014-01-23,ODI,3460,2013/14,international,Netherlands,Kenya,Kenya,field,Bert Sutcliffe Oval,Kenya,wickets,4.0,IA Karim,ICC Cricket World Cup Qualifier,19.0,,male,VA Kulkarni,MD Martell,,D Govindjee
696747,Mount Maunganui,2014-01-28,ODI,3464,2013/14,international,Canada,Netherlands,Canada,bat,Bay Oval,Netherlands,wickets,8.0,MJG Rippon,ICC Cricket World Cup Qualifier,26.0,,male,RT Robinson,RSA Palliyaguruge,,D Govindjee
696759,Christchurch,2014-01-30,ODI,3466,2013/14,international,Kenya,Scotland,Kenya,bat,Hagley Oval,Scotland,wickets,3.0,PL Mommsen,ICC Cricket World Cup Qualifier,32.0,,male,VA Kulkarni,PJ Nero,,JJ Crowe
702139,Jamaica,2014-02-23,ODI,3472,2013/14,international,West Indies,Ireland,Ireland,bat,"Sabina Park, Kingston",West Indies,wickets,4.0,DJ Bravo,,,,male,GO Brathwaite,MA Gough,,D Govindjee
706767,Dublin,2014-05-06,ODI,3490,2014,international,Sri Lanka,Ireland,Ireland,field,"Clontarf Cricket Club Ground, Dublin",Sri Lanka,runs,79.0,BAW Mendis,Sri Lanka tour of England and Ireland,1.0,,male,RA Kettleborough,RP Smith,,BC Broad
710291,Fatullah,2014-02-25,ODI,3473,2013/14,international,Pakistan,Sri Lanka,Sri Lanka,bat,Khan Shaheb Osman Ali Stadium,Sri Lanka,runs,12.0,SL Malinga,Asia Cup,1.0,,male,JD Cloete,BNJ Oxenford,Anisur Rahman,JJ Crowe
710293,Fatullah,2014-02-26,ODI,3474,2013/14,international,Bangladesh,India,India,field,Khan Shaheb Osman Ali Stadium,India,wickets,6.0,V Kohli,Asia Cup,2.0,,male,BF Bowden,NJ Llong,RR Wimalasiri,JJ Crowe
710295,Fatullah,2014-02-27,ODI,3475,2013/14,international,Afghanistan,Pakistan,Afghanistan,field,Khan Shaheb Osman Ali Stadium,Pakistan,runs,72.0,Umar Akmal,Asia Cup,3.0,,male,BF Bowden,JD Cloete,CK Nandan,BC Broad
710297,Fatullah,2014-02-28,ODI,3476,2013/14,international,India,Sri Lanka,Sri Lanka,field,Khan Shaheb Osman Ali Stadium,Sri Lanka,wickets,2.0,KC Sangakkara,Asia Cup,4.0,,male,NJ Llong,BNJ Oxenford,Ahsan Raza,JJ Crowe
710299,Fatullah,2014-03-01,ODI,3478,2013/14,international,Bangladesh,Afghanistan,Bangladesh,field,Khan Shaheb Osman Ali Stadium,Afghanistan,runs,32.0,Samiullah Shenwari,Asia Cup,5.0,,male,BF Bowden,JD Cloete,CK Nandan,BC Broad
710301,Mirpur,2014-03-02,ODI,3479,2013/14,international,India,Pakistan,Pakistan,field,Shere Bangla National Stadium,Pakistan,wickets,1.0,Mohammad Hafeez,Asia Cup,6.0,,male,NJ Llong,BNJ Oxenford,RR Wimalasiri,JJ Crowe
710303,Mirpur,2014-03-03,ODI,3481,2013/14,international,Afghanistan,Sri Lanka,Sri Lanka,bat,Shere Bangla National Stadium,Sri Lanka,runs,129.0,KC Sangakkara,Asia Cup,7.0,,male,JD Cloete,BNJ Oxenford,Anisur Rahman,BC Broad
710305,Mirpur,2014-03-04,ODI,3482,2013/14,international,Bangladesh,Pakistan,Bangladesh,bat,Shere Bangla National Stadium,Pakistan,wickets,3.0,Shahid Afridi,Asia Cup,8.0,,male,JD Cloete,NJ Llong,CK Nandan,BC Broad
710307,Mirpur,2014-03-05,ODI,3483,2013/14,international,Afghanistan,India,India,field,Shere Bangla National Stadium,India,wickets,8.0,RA Jadeja,Asia Cup,9.0,,male,BF Bowden,NJ Llong,Ahsan Raza,JJ Crowe
710309,Mirpur,2014-03-06,ODI,3485,2013/14,international,Bangladesh,Sri Lanka,Bangladesh,bat,Shere Bangla National Stadium,Sri Lanka,wickets,3.0,AD Mathews,Asia Cup,10.0,,male,BF Bowden,BNJ Oxenford,Ahsan Raza,JJ Crowe
710311,Mirpur,2014-03-08,ODI,3486,2013/14,international,Pakistan,Sri Lanka,Pakistan,bat,Shere Bangla National Stadium,Sri Lanka,wickets,5.0,SL Malinga,Asia Cup,,Final,male,NJ Llong,BNJ Oxenford,CK Nandan,JJ Crowe
722339,Durban,2015-01-16,ODI,3579,2014/15,international,South Africa,West Indies,South Africa,bat,Kingsmead,South Africa,runs,61.0,AB de Villiers,West Indies in South Africa ODI Series,1.0,,male,JD Cloete,S Ravi,SJ Davis,BC Broad
722341,Johannesburg,2015-01-18,ODI,3583,2014/15,international,South Africa,West Indies,West Indies,field,New Wanderers Stadium,South Africa,runs,148.0,AB de Villiers,West Indies in South Africa ODI Series,2.0,,male,SJ Davis,AT Holdstock,S Ravi,BC Broad
722343,East London,2015-01-21,ODI,3587,2014/15,international,South Africa,West Indies,West Indies,bat,Buffalo Park,South Africa,wickets,9.0,VD Philander,West Indies in South Africa ODI Series,3.0,,male,JD Cloete,S Ravi,SJ Davis,BC Broad
722345,Port Elizabeth,2015-01-25,ODI,3591,2014/15,international,South Africa,West Indies,West Indies,field,St George's Park,West Indies,wickets,1.0,AD Russell,West Indies in South Africa ODI Series,4.0,,male,SJ Davis,S George,S Ravi,BC Broad
722347,Centurion,2015-01-28,ODI,3593,2014/15,international,South Africa,West Indies,West Indies,field,SuperSport Park,South Africa,runs,131.0,RR Rossouw,West Indies in South Africa ODI Series,5.0,,male,JD Cloete,S Ravi,SJ Davis,BC Broad
727919,,2014-10-07,ODI,3530,2014/15,international,Australia,Pakistan,Australia,bat,Sharjah Cricket Stadium,Australia,runs,93.0,SPD Smith,Pakistan v Australia ODI Series,1.0,,male,Ahsan Raza,RK Illingworth,NJ Llong,J Srinath
727921,,2014-10-10,ODI,3532,2014/15,international,Australia,Pakistan,Pakistan,bat,Dubai International Cricket Stadium,Australia,wickets,5.0,GJ Maxwell,Pakistan v Australia ODI Series,2.0,,male,NJ Llong,Shozab Raza,RK Illingworth,J Srinath
727923,Abu Dhabi,2014-10-12,ODI,3534,2014/15,international,Australia,Pakistan,Australia,bat,Sheikh Zayed Stadium,Australia,runs,1.0,GJ Maxwell,Pakistan v Australia ODI Series,3.0,,male,Ahsan Raza,RK Illingworth,NJ Llong,J Srinath
727935,Dublin,2014-09-08,ODI,3527,2014,international,Ireland,Scotland,Ireland,field,"The Village, Malahide",Ireland,wickets,7.0,,Scotland in Ireland ODI Series,1.0,,male,MA Gough,M Hawthorne,,BC Broad
727937,Dublin,2014-09-10,ODI,3528,2014,international,Ireland,Scotland,Ireland,field,"The Village, Malahide",Ireland,wickets,3.0,,Scotland in Ireland ODI Series,2.0,,male,MA Gough,M Hawthorne,,BC Broad
727939,Dublin,2014-09-12,ODI,3529,2014,international,Ireland,Scotland,Scotland,field,"The Village, Malahide",Scotland,wickets,8.0,,Scotland in Ireland ODI Series,3.0,,male,MA Gough,M Hawthorne,,BC Broad
730083,Colombo,2014-07-06,ODI,3500,2014,international,Sri Lanka,South Africa,South Africa,bat,R Premadasa Stadium,South Africa,runs,75.0,HM Amla,South Africa in Sri Lanka ODI Series,1.0,,male,SJ Davis,REJ Martinesz,NJ Llong,JJ Crowe
730085,,2014-07-09,ODI,3501,2014,international,Sri Lanka,South Africa,Sri Lanka,bat,Pallekele International Cricket Stadium,Sri Lanka,runs,87.0,TM Dilshan,South Africa in Sri Lanka ODI Series,2.0,,male,NJ Llong,RSA Palliyaguruge,SJ Davis,JJ Crowe
730087,Hambantota,2014-07-12,ODI,3502,2014,international,Sri Lanka,South Africa,South Africa,bat,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",South Africa,runs,82.0,AB de Villiers,South Africa in Sri Lanka ODI Series,3.0,,male,SJ Davis,REJ Martinesz,NJ Llong,JJ Crowe
730287,Grenada,2014-08-20,ODI,3509,2014,international,West Indies,Bangladesh,West Indies,field,"National Cricket Stadium, St George's",West Indies,wickets,3.0,KA Pollard,Bangladesh in West Indies ODI Series,1.0,,male,RA Kettleborough,JS Wilson,Aleem Dar,JJ Crowe
730289,Grenada,2014-08-22,ODI,3511,2014,international,West Indies,Bangladesh,Bangladesh,field,"National Cricket Stadium, St George's",West Indies,runs,177.0,SP Narine,Bangladesh in West Indies ODI Series,2.0,,male,Aleem Dar,GO Brathwaite,RA Kettleborough,JJ Crowe
730291,St Kitts,2014-08-25,ODI,3514,2014,international,West Indies,Bangladesh,West Indies,bat,"Warner Park, Basseterre",West Indies,runs,91.0,D Ramdin,Bangladesh in West Indies ODI Series,3.0,,male,RA Kettleborough,JS Wilson,Aleem Dar,JJ Crowe
736437,Bulawayo,2014-08-17,ODI,3507,2014,international,Zimbabwe,South Africa,Zimbabwe,field,Queens Sports Club,South Africa,runs,93.0,HM Amla,South Africa in Zimbabwe ODI Series,1.0,,male,CB Gaffaney,RB Tiffin,TJ Matibiri,RS Mahanama
736439,Bulawayo,2014-08-19,ODI,3508,2014,international,Zimbabwe,South Africa,Zimbabwe,field,Queens Sports Club,South Africa,runs,61.0,WD Parnell,South Africa in Zimbabwe ODI Series,2.0,,male,O Chirombe,CB Gaffaney,RB Tiffin,RS Mahanama
736441,Bulawayo,2014-08-21,ODI,3510,2014,international,Zimbabwe,South Africa,South Africa,field,Queens Sports Club,South Africa,wickets,7.0,Q de Kock,South Africa in Zimbabwe ODI Series,3.0,,male,CB Gaffaney,TJ Matibiri,O Chirombe,RS Mahanama
736443,,2014-08-25,ODI,3513,2014,international,Zimbabwe,Australia,Zimbabwe,field,Harare Sports Club,Australia,runs,198.0,MR Marsh,Zimbabwe Triangular Series,1.0,,male,IJ Gould,RB Tiffin,O Chirombe,J Srinath
736445,,2014-08-27,ODI,3516,2014,international,Australia,South Africa,South Africa,field,Harare Sports Club,South Africa,wickets,7.0,AB de Villiers,Zimbabwe Triangular Series,2.0,,male,IJ Gould,RB Tiffin,O Chirombe,J Srinath
736447,,2014-08-29,ODI,3518,2014,international,Zimbabwe,South Africa,Zimbabwe,field,Harare Sports Club,South Africa,runs,61.0,P Utseya,Zimbabwe Triangular Series,3.0,,male,IJ Gould,TJ Matibiri,O Chirombe,J Srinath
736449,,2014-08-31,ODI,3521,2014,international,Zimbabwe,Australia,Australia,bat,Harare Sports Club,Zimbabwe,wickets,3.0,E Chigumbura,Zimbabwe Triangular Series,4.0,,male,Aleem Dar,O Chirombe,RB Tiffin,J Srinath
736451,,2014-09-02,ODI,3522,2014,international,Australia,South Africa,South Africa,field,Harare Sports Club,Australia,runs,62.0,MR Marsh,Zimbabwe Triangular Series,5.0,,male,Aleem Dar,RB Tiffin,TJ Matibiri,J Srinath
736453,,2014-09-04,ODI,3524,2014,international,Zimbabwe,South Africa,Zimbabwe,field,Harare Sports Club,South Africa,runs,63.0,F du Plessis,Zimbabwe Triangular Series,6.0,,male,Aleem Dar,TJ Matibiri,O Chirombe,J Srinath
736455,,2014-09-06,ODI,3526,2014,international,Australia,South Africa,South Africa,field,Harare Sports Club,South Africa,wickets,6.0,DW Steyn,Zimbabwe Triangular Series,,Final,male,Aleem Dar,RB Tiffin,TJ Matibiri,J Srinath
736503,Kuala Lumpur,2014-05-02,ODI,3488,2014,international,Afghanistan,United Arab Emirates,United Arab Emirates,field,Kinrara Academy Oval,Afghanistan,runs,70.0,Mohammad Nabi,Asian Cricket Council Premier League,4.0,,male,BB Pradhan,Sarika Prasad,,GF Labrooy
736511,Kuala Lumpur,2014-05-04,ODI,3489,2014,international,Hong Kong,United Arab Emirates,United Arab Emirates,field,Kinrara Academy Oval,United Arab Emirates,wickets,2.0,Mohammad Shahzad,Asian Cricket Council Premier League,8.0,,male,BB Pradhan,Sarika Prasad,,GF Labrooy
742619,,2014-12-08,ODI,3564,2014/15,international,New Zealand,Pakistan,Pakistan,field,Dubai International Cricket Stadium,Pakistan,wickets,3.0,Haris Sohail,Pakistan v New Zealand ODI Series,1.0,,male,Aleem Dar,JS Wilson,RK Illingworth,RS Mahanama
742621,,2014-12-12,ODI,3566,2014/15,international,New Zealand,Pakistan,Pakistan,bat,Sharjah Cricket Stadium,New Zealand,wickets,4.0,KS Williamson,Pakistan v New Zealand ODI Series,2.0,,male,Ahsan Raza,RK Illingworth,JS Wilson,RS Mahanama
742623,,2014-12-14,ODI,3568,2014/15,international,New Zealand,Pakistan,Pakistan,bat,Sharjah Cricket Stadium,Pakistan,runs,147.0,Ahmed Shehzad,Pakistan v New Zealand ODI Series,3.0,,male,Shozab Raza,JS Wilson,RK Illingworth,RS Mahanama
742625,Abu Dhabi,2014-12-17,ODI,3570,2014/15,international,New Zealand,Pakistan,New Zealand,bat,Sheikh Zayed Stadium,New Zealand,runs,7.0,KS Williamson,Pakistan v New Zealand ODI Series,4.0,,male,RK Illingworth,Shozab Raza,JS Wilson,RS Mahanama
742627,Abu Dhabi,2014-12-19,ODI,3571,2014/15,international,New Zealand,Pakistan,New Zealand,bat,Sheikh Zayed Stadium,New Zealand,runs,68.0,MJ Henry,Pakistan v New Zealand ODI Series,5.0,,male,Ahsan Raza,JS Wilson,RK Illingworth,RS Mahanama
743943,Birmingham,2015-06-09,ODI,3654,2015,international,England,New Zealand,New Zealand,field,Edgbaston,England,runs,210.0,JC Buttler,New Zealand in England ODI Series,1.0,,male,MA Gough,BNJ Oxenford,SJ Davis,J Srinath
743945,London,2015-06-12,ODI,3655,2015,international,England,New Zealand,New Zealand,bat,Kennington Oval,New Zealand,runs,13.0,LRPL Taylor,New Zealand in England ODI Series,2.0,,male,SJ Davis,RT Robinson,BNJ Oxenford,J Srinath
743947,Southampton,2015-06-14,ODI,3656,2015,international,England,New Zealand,England,bat,The Rose Bowl,New Zealand,wickets,3.0,KS Williamson,New Zealand in England ODI Series,3.0,,male,BNJ Oxenford,RT Robinson,SJ Davis,J Srinath
743949,Nottingham,2015-06-17,ODI,3657,2015,international,England,New Zealand,New Zealand,bat,Trent Bridge,England,wickets,7.0,EJG Morgan,New Zealand in England ODI Series,4.0,,male,RJ Bailey,SJ Davis,BNJ Oxenford,J Srinath
743951,Chester-le-Street,2015-06-20,ODI,3659,2015,international,England,New Zealand,England,field,Riverside Ground,England,wickets,3.0,JM Bairstow,New Zealand in England ODI Series,5.0,,male,MA Gough,BNJ Oxenford,SJ Davis,J Srinath
743973,Belfast,2015-08-27,ODI,3679,2015,international,Ireland,Australia,Australia,bat,"Civil Service Cricket Club, Stormont",Australia,runs,23.0,DA Warner,,,,male,M Hawthorne,JS Wilson,S Ravi,JJ Crowe
743977,Southampton,2015-09-03,ODI,3680,2015,international,England,Australia,Australia,bat,The Rose Bowl,Australia,runs,59.0,MS Wade,Australia in England ODI Series,1.0,,male,MA Gough,JS Wilson,HDPK Dharmasena,JJ Crowe
743979,London,2015-09-05,ODI,3681,2015,international,England,Australia,England,field,Lord's,Australia,runs,64.0,MR Marsh,Australia in England ODI Series,2.0,,male,HDPK Dharmasena,RT Robinson,JS Wilson,JJ Crowe
743981,Manchester,2015-09-08,ODI,3682,2015,international,England,Australia,England,bat,Old Trafford,England,runs,93.0,JWA Taylor,Australia in England ODI Series,3.0,,male,RJ Bailey,JS Wilson,HDPK Dharmasena,JJ Crowe
743983,Leeds,2015-09-11,ODI,3683,2015,international,England,Australia,Australia,bat,Headingley,England,wickets,3.0,EJG Morgan,Australia in England ODI Series,4.0,,male,HDPK Dharmasena,MA Gough,JS Wilson,JJ Crowe
743985,Manchester,2015-09-13,ODI,3684,2015,international,England,Australia,England,bat,Old Trafford,Australia,wickets,8.0,MR Marsh,Australia in England ODI Series,5.0,,male,RJ Bailey,JS Wilson,HDPK Dharmasena,JJ Crowe
744679,Mirpur,2014-06-15,ODI,3497,2014,international,Bangladesh,India,Bangladesh,bat,Shere Bangla National Stadium,India,wickets,7.0,AM Rahane,India in Bangladesh ODI Series,1.0,,male,HDPK Dharmasena,Enamul Haque,Sharfuddoula,RS Mahanama
744681,Mirpur,2014-06-17,ODI,3498,2014,international,Bangladesh,India,Bangladesh,field,Shere Bangla National Stadium,India,runs,47.0,STR Binny,India in Bangladesh ODI Series,2.0,,male,HDPK Dharmasena,Sharfuddoula,Anisur Rahman,RS Mahanama
744683,Mirpur,2014-06-19,ODI,3499,2014,international,Bangladesh,India,India,bat,Shere Bangla National Stadium,no result,,,,India in Bangladesh ODI Series,3.0,,male,HDPK Dharmasena,Enamul Haque,Anisur Rahman,RS Mahanama
745159,Hambantota,2014-08-23,ODI,3512,2014,international,Sri Lanka,Pakistan,Pakistan,field,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Pakistan,wickets,4.0,Sohaib Maqsood,Pakistan in Sri Lanka ODI Series,1.0,,male,RSA Palliyaguruge,S Ravi,SJ Davis,AJ Pycroft
745161,Hambantota,2014-08-26,ODI,3515,2014,international,Sri Lanka,Pakistan,Sri Lanka,bat,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Sri Lanka,runs,77.0,NLTC Perera,Pakistan in Sri Lanka ODI Series,2.0,,male,SJ Davis,REJ Martinesz,S Ravi,AJ Pycroft
745163,,2014-08-30,ODI,3519,2014,international,Sri Lanka,Pakistan,Pakistan,bat,Rangiri Dambulla International Stadium,Sri Lanka,wickets,7.0,NLTC Perera,Pakistan in Sri Lanka ODI Series,3.0,,male,RSA Palliyaguruge,S Ravi,SJ Davis,AJ Pycroft
749771,Mount Maunganui,2014-10-21,ODI,3536,2014/15,international,New Zealand,South Africa,South Africa,field,Bay Oval,South Africa,wickets,6.0,AB de Villiers,South Africa in New Zealand ODI Series,1.0,,male,CB Gaffaney,RJ Tucker,SJ Davis,RS Mahanama
749773,Mount Maunganui,2014-10-24,ODI,3537,2014/15,international,New Zealand,South Africa,New Zealand,field,Bay Oval,South Africa,runs,72.0,HM Amla,South Africa in New Zealand ODI Series,2.0,,male,SJ Davis,DJ Walker,RJ Tucker,RS Mahanama
749775,Hamilton,2014-10-27,ODI,3538,2014/15,international,New Zealand,South Africa,New Zealand,field,Seddon Park,no result,,,,South Africa in New Zealand ODI Series,3.0,,male,CB Gaffaney,RJ Tucker,SJ Davis,RS Mahanama
749781,Christchurch,2015-01-11,ODI,3574,2014/15,international,New Zealand,Sri Lanka,Sri Lanka,bat,Hagley Oval,New Zealand,wickets,3.0,CJ Anderson,Sri Lanka in New Zealand ODI Series,1.0,,male,CB Gaffaney,NJ Llong,IJ Gould,J Srinath
749783,Hamilton,2015-01-15,ODI,3577,2014/15,international,New Zealand,Sri Lanka,New Zealand,bat,Seddon Park,Sri Lanka,wickets,6.0,TM Dilshan,Sri Lanka in New Zealand ODI Series,2.0,,male,CB Gaffaney,IJ Gould,NJ Llong,J Srinath
749785,Auckland,2015-01-17,ODI,3580,2014/15,international,New Zealand,Sri Lanka,Sri Lanka,field,Eden Park,no result,,,,Sri Lanka in New Zealand ODI Series,3.0,,male,BF Bowden,NJ Llong,IJ Gould,J Srinath
749787,Nelson,2015-01-20,ODI,3585,2014/15,international,New Zealand,Sri Lanka,Sri Lanka,bat,Saxton Oval,New Zealand,wickets,4.0,KS Williamson,Sri Lanka in New Zealand ODI Series,4.0,,male,IJ Gould,DJ Walker,NJ Llong,J Srinath
749789,Dunedin,2015-01-23,ODI,3588,2014/15,international,New Zealand,Sri Lanka,Sri Lanka,field,University Oval,New Zealand,runs,108.0,GD Elliott,Sri Lanka in New Zealand ODI Series,5.0,,male,CB Gaffaney,NJ Llong,IJ Gould,J Srinath
749791,Dunedin,2015-01-25,ODI,3590,2014/15,international,New Zealand,Sri Lanka,New Zealand,bat,University Oval,New Zealand,runs,120.0,CJ Anderson,Sri Lanka in New Zealand ODI Series,6.0,,male,MA Gough,DJ Walker,RJ Tucker,J Srinath
749793,Wellington,2015-01-29,ODI,3594,2014/15,international,New Zealand,Sri Lanka,Sri Lanka,bat,Westpac Stadium,Sri Lanka,runs,34.0,KC Sangakkara,Sri Lanka in New Zealand ODI Series,7.0,,male,CB Gaffaney,RJ Tucker,MA Gough,J Srinath
749795,Wellington,2015-01-31,ODI,3596,2014/15,international,New Zealand,Pakistan,New Zealand,field,Westpac Stadium,New Zealand,wickets,7.0,GD Elliott,Pakistan in New Zealand ODI Series,1.0,,male,CB Gaffaney,MA Gough,RJ Tucker,J Srinath
749797,Napier,2015-02-03,ODI,3598,2014/15,international,New Zealand,Pakistan,New Zealand,bat,McLean Park,New Zealand,runs,119.0,KS Williamson,Pakistan in New Zealand ODI Series,2.0,,male,RJ Tucker,DJ Walker,MA Gough,J Srinath
750663,Colombo,2014-11-26,ODI,3554,2014/15,international,Sri Lanka,England,England,field,R Premadasa Stadium,Sri Lanka,runs,25.0,TM Dilshan,England in Sri Lanka ODI Series,1.0,,male,SD Fry,RSA Palliyaguruge,SJ Davis,DC Boon
750665,Colombo,2014-11-29,ODI,3557,2014/15,international,Sri Lanka,England,England,bat,R Premadasa Stadium,Sri Lanka,wickets,8.0,DPMD Jayawardene,England in Sri Lanka ODI Series,2.0,,male,SJ Davis,RR Wimalasiri,SD Fry,DC Boon
750667,Hambantota,2014-12-03,ODI,3561,2014/15,international,Sri Lanka,England,Sri Lanka,bat,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",England,wickets,5.0,JC Buttler,England in Sri Lanka ODI Series,3.0,,male,SD Fry,RSA Palliyaguruge,SJ Davis,DC Boon
750669,Colombo,2014-12-07,ODI,3563,2014/15,international,Sri Lanka,England,England,bat,R Premadasa Stadium,Sri Lanka,wickets,6.0,KC Sangakkara,England in Sri Lanka ODI Series,4.0,,male,SJ Davis,REJ Martinesz,SD Fry,DC Boon
750671,,2014-12-10,ODI,3565,2014/15,international,Sri Lanka,England,England,field,Pallekele International Cricket Stadium,England,wickets,5.0,JE Root,England in Sri Lanka ODI Series,5.0,,male,RSA Palliyaguruge,RJ Tucker,BNJ Oxenford,DC Boon
750673,,2014-12-13,ODI,3567,2014/15,international,Sri Lanka,England,Sri Lanka,bat,Pallekele International Cricket Stadium,Sri Lanka,runs,90.0,KC Sangakkara,England in Sri Lanka ODI Series,6.0,,male,REJ Martinesz,BNJ Oxenford,RJ Tucker,DC Boon
750675,Colombo,2014-12-16,ODI,3569,2014/15,international,Sri Lanka,England,Sri Lanka,bat,R Premadasa Stadium,Sri Lanka,runs,87.0,TM Dilshan,England in Sri Lanka ODI Series,7.0,,male,REJ Martinesz,RJ Tucker,BNJ Oxenford,DC Boon
754723,Perth,2014-11-14,ODI,3545,2014/15,international,Australia,South Africa,South Africa,field,Western Australia Cricket Association Ground,Australia,runs,32.0,NM Coulter-Nile,South Africa in Australia ODI Series,1.0,,male,SD Fry,NJ Llong,BF Bowden,J Srinath
754725,Perth,2014-11-16,ODI,3546,2014/15,international,Australia,South Africa,Australia,bat,Western Australia Cricket Association Ground,South Africa,wickets,3.0,M Morkel,South Africa in Australia ODI Series,2.0,,male,BF Bowden,JD Ward,NJ Llong,J Srinath
754727,Canberra,2014-11-19,ODI,3548,2014/15,international,Australia,South Africa,Australia,bat,Manuka Oval,Australia,runs,73.0,SPD Smith,South Africa in Australia ODI Series,3.0,,male,SD Fry,NJ Llong,BF Bowden,J Srinath
