Entity,Code,Year,"Age-standardized deaths from malignant neoplasms in both sexes in those aged all ages per 100,000 people","Deaths from malignant neoplasms per 100,000 people in, both sexes aged all ages"
Saint Lucia,LCA,1988,127.50582,78.19549
Saint Lucia,LCA,1989,76.41951,55.9696
Saint Lucia,LCA,1990,108.323524,78.24953
Saint Lucia,LCA,1991,96.64789,75.71699
Saint Lucia,LCA,1992,118.902084,94.52596
Saint Lucia,LCA,1993,113.38748,94.83366
Saint Lucia,LCA,1994,112.53731,89.60388
Saint Lucia,LCA,1995,114.211754,97.36501
Saint Lucia,LCA,1996,109.46854,89.361305
Saint Lucia,LCA,1997,113.14576,92.768684
Saint Lucia,LCA,1998,115.24118,92.14422
Saint Lucia,LCA,1999,113.87406,90.97068
Saint Lucia,LCA,2000,105.80287,86.13594
Saint Lucia,LCA,2001,105.47481,91.0361
Saint Lucia,LCA,2002,122.24998,106.65529
Saint Lucia,LCA,2003,126.73299,109.01389
Saint Lucia,LCA,2004,130.64488,112.47343
Saint Lucia,LCA,2005,111.8304,97.90903
Saint Lucia,LCA,2006,116.48579,104.00227
Saint Lucia,LCA,2008,105.04342,104.11091
Saint Lucia,LCA,2009,94.666595,96.38778
Saint Lucia,LCA,2010,90.11113,96.50458
Saint Lucia,LCA,2011,80.59856,84.879005
Saint Lucia,LCA,2012,126.78523,140.95988
Saint Lucia,LCA,2013,96.071106,104.21772
Saint Lucia,LCA,2014,116.05261,134.60762
Saint Lucia,LCA,2015,103.05774,120.027245
Saint Lucia,LCA,2016,103.588646,122.761406
Saint Lucia,LCA,2017,103.230156,125.99887
Saint Lucia,LCA,2018,100.98821,120.40311
Saint Lucia,LCA,2019,106.14895,131.84529
Saint Lucia,LCA,2020,107.040436,135.0564
Saint Vincent and the Grenadines,VCT,1970,106.122444,60.227272
Saint Vincent and the Grenadines,VCT,1971,112.22703,69.66292
Saint Vincent and the Grenadines,VCT,1972,87.8765,52
Saint Vincent and the Grenadines,VCT,1974,60.696808,42.277042
Saint Vincent and the Grenadines,VCT,1977,108.61039,69.600105
Saint Vincent and the Grenadines,VCT,1978,104.13655,62.5
Saint Vincent and the Grenadines,VCT,1979,86.80393,53.186684
Saint Vincent and the Grenadines,VCT,1982,91.83985,63.565952
Saint Vincent and the Grenadines,VCT,1983,83.867966,70.851776
Saint Vincent and the Grenadines,VCT,1984,122.10115,81.904816
Saint Vincent and the Grenadines,VCT,1985,128.17876,70.32755
Saint Vincent and the Grenadines,VCT,1986,130.88931,69.52381
Saint Vincent and the Grenadines,VCT,1987,76.536285,53.821312
Saint Vincent and the Grenadines,VCT,1990,124.12694,84.663765
Saint Vincent and the Grenadines,VCT,1995,131.9724,94.41385
Saint Vincent and the Grenadines,VCT,1996,147.47314,112.98807
Saint Vincent and the Grenadines,VCT,1997,119.70846,94.536354
Saint Vincent and the Grenadines,VCT,1998,133.07301,105.75041
Saint Vincent and the Grenadines,VCT,1999,179.01282,138.2728
Saint Vincent and the Grenadines,VCT,2000,141.50096,111.33378
Saint Vincent and the Grenadines,VCT,2001,151.64415,123.26685
Saint Vincent and the Grenadines,VCT,2002,136.4179,110.08631
Saint Vincent and the Grenadines,VCT,2003,132.48634,108.93045
Saint Vincent and the Grenadines,VCT,2004,125.53032,104.13595
Saint Vincent and the Grenadines,VCT,2005,115.28565,96.67262
Saint Vincent and the Grenadines,VCT,2006,126.62986,111.41497
Saint Vincent and the Grenadines,VCT,2007,102.121704,92.15061
Saint Vincent and the Grenadines,VCT,2008,117.32962,108.86312
Saint Vincent and the Grenadines,VCT,2009,111.16501,108.96968
Saint Vincent and the Grenadines,VCT,2010,107.82031,109.00189
Saint Vincent and the Grenadines,VCT,2011,120.056625,126.48177
Saint Vincent and the Grenadines,VCT,2012,117.40079,121.73191
Saint Vincent and the Grenadines,VCT,2013,147.51529,159.26791
Saint Vincent and the Grenadines,VCT,2014,131.27756,146.97643
Saint Vincent and the Grenadines,VCT,2015,146.74097,166.74606
Saint Vincent and the Grenadines,VCT,2016,115.371315,133.38327
Saint Vincent and the Grenadines,VCT,2017,139.82082,159.3415
Saint Vincent and the Grenadines,VCT,2018,142.9678,170.58188
Saint Vincent and the Grenadines,VCT,2019,146.55217,176.32857
Saint Vincent and the Grenadines,VCT,2020,167.42465,205.5165
Saint Vincent and the Grenadines,VCT,2021,143.66264,178.8555
Sao Tome and Principe,STP,1984,72.10821,44.444443
Sao Tome and Principe,STP,1985,42.41637,26.851852
Sao Tome and Principe,STP,1987,34.69688,19.625334
Saudi Arabia,SAU,2021,26.787327,12.83443
Saudi Arabia,SAU,2022,39.76694,18.682077
Serbia,SRB,1998,143.85507,227.05574
Serbia,SRB,1999,144.03352,230.43867
Serbia,SRB,2000,147.0338,237.78842
Serbia,SRB,2001,145.81749,238.78403
Serbia,SRB,2002,148.82686,247.30565
Serbia,SRB,2003,149.75876,252.10574
Serbia,SRB,2004,152.0907,259.43445
Serbia,SRB,2005,154.48238,265.3086
Serbia,SRB,2006,156.77838,272.77625
Serbia,SRB,2007,156.79411,276.59393
Serbia,SRB,2008,157.36827,279.8963
Serbia,SRB,2009,159.38147,287.29074
Serbia,SRB,2010,159.68263,289.91547
Serbia,SRB,2011,154.67326,290.3886
Serbia,SRB,2012,154.98793,295.44064
Serbia,SRB,2013,152.24568,294.39716
Serbia,SRB,2014,152.87134,298.97134
Serbia,SRB,2015,152.46071,301.25223
Serbia,SRB,2016,152.5858,304.97333
Serbia,SRB,2017,150.36407,305.8743
Serbia,SRB,2018,149.82555,309.44043
Serbia,SRB,2019,147.35765,307.26102
Serbia,SRB,2020,143.0582,301.00916
Serbia,SRB,2021,138.59189,292.33313
Serbia,SRB,2022,133.85074,290.00146
Seychelles,SYC,1985,157.40822,115.03068
Seychelles,SYC,1986,175.19165,114.32927
Seychelles,SYC,1987,139.61754,103.915665
Seychelles,SYC,2001,187.50471,114.05829
Seychelles,SYC,2002,221.88362,115.37044
Seychelles,SYC,2003,208.3408,113.040436
Seychelles,SYC,2004,217.31157,122.43543
Seychelles,SYC,2005,147.39139,120.7021
Seychelles,SYC,2006,166.94095,115.05038
Seychelles,SYC,2007,152.80757,129.87302
Seychelles,SYC,2008,179.11768,144.833
Seychelles,SYC,2009,135.21481,117.83881
Seychelles,SYC,2010,142.48167,118.338005
Seychelles,SYC,2011,155.49197,138.3806
Seychelles,SYC,2012,148.72276,123.438614
Seychelles,SYC,2013,117.166016,131.18546
Seychelles,SYC,2014,117.59628,136.82286
Seychelles,SYC,2015,169.93184,156.87843
Seychelles,SYC,2016,154.9472,140.00627
Seychelles,SYC,2017,127.896225,133.79245
Seychelles,SYC,2019,125.94745,153.64917
Seychelles,SYC,2020,101.86966,127.96815
Seychelles,SYC,2021,107.30381,126.94191
Singapore,SGP,1963,144.3906,73.14763
Singapore,SGP,1964,141.0236,72.32841
Singapore,SGP,1965,148.52687,73.45381
Singapore,SGP,1966,138.00038,69.995865
Singapore,SGP,1967,146.73871,76.456314
Singapore,SGP,1968,146.87805,75.59642
Singapore,SGP,1969,141.9357,75.05508
Singapore,SGP,1970,136.75165,76.934204
Singapore,SGP,1971,137.589,79.98484
Singapore,SGP,1972,142.05449,82.564964
Singapore,SGP,1973,146.9135,85.259254
Singapore,SGP,1974,151.03203,88.09878
Singapore,SGP,1975,154.64444,92.581894
Singapore,SGP,1976,165.00133,98.54271
Singapore,SGP,1977,163.49602,99.01676
Singapore,SGP,1978,164.54834,102.18853
Singapore,SGP,1979,167.38661,105.280975
Singapore,SGP,1980,165.63773,106.08948
Singapore,SGP,1981,165.34444,107.068306
Singapore,SGP,1982,162.81064,107.93754
Singapore,SGP,1983,171.69038,114.228615
Singapore,SGP,1984,161.56651,109.76237
Singapore,SGP,1985,163.43289,113.09617
Singapore,SGP,1986,159.15842,111.63097
Singapore,SGP,1987,165.00429,119.83313
Singapore,SGP,1988,147.94647,112.75736
Singapore,SGP,1989,161.44215,123.99441
Singapore,SGP,1990,151.0658,119.48536
Singapore,SGP,1991,143.85794,114.53823
Singapore,SGP,1992,142.66118,114.81507
Singapore,SGP,1993,140.89038,115.30384
Singapore,SGP,1994,145.78842,121.00426
Singapore,SGP,1995,146.43568,123.444496
Singapore,SGP,1996,143.48135,122.942535
Singapore,SGP,1997,145.50314,125.8204
Singapore,SGP,1998,138.3879,121.886795
Singapore,SGP,1999,136.37538,122.735855
Singapore,SGP,2000,135.60126,124.12171
Singapore,SGP,2001,131.59108,124.357315
Singapore,SGP,2002,128.7404,125.011086
Singapore,SGP,2003,115.98885,115.75825
Singapore,SGP,2004,113.49695,117.62174
Singapore,SGP,2005,107.91326,114.760574
Singapore,SGP,2006,112.39895,122.49197
Singapore,SGP,2007,114.170906,125.72912
Singapore,SGP,2008,115.79797,131.35861
Singapore,SGP,2009,108.469604,126.5437
Singapore,SGP,2010,104.63608,126.07047
Singapore,SGP,2011,107.1561,134.40477
Singapore,SGP,2012,105.78255,137.8922
Singapore,SGP,2013,105.63675,142.87012
Singapore,SGP,2014,99.25216,140.23161
Singapore,SGP,2015,98.41013,143.82387
Singapore,SGP,2016,94.559135,142.77147
Singapore,SGP,2017,92.97363,145.74628
Singapore,SGP,2018,90.37675,147.16032
Singapore,SGP,2019,85.445435,144.50317
Singapore,SGP,2020,85.55541,150.21475
Singapore,SGP,2021,85.29382,155.56172
Singapore,SGP,2022,80.80316,151.05914
Slovakia,SVK,1992,164.8857,198.98091
Slovakia,SVK,1993,164.37564,200.10773
Slovakia,SVK,1994,169.73912,199.31133
Slovakia,SVK,1995,172.283,204.09511
Slovakia,SVK,1996,171.57494,205.60896
Slovakia,SVK,1997,171.10315,207.49612
Slovakia,SVK,1998,183.66193,225.9734
Slovakia,SVK,1999,177.30807,220.52527
Slovakia,SVK,2000,174.08408,219.8057
Slovakia,SVK,2001,173.30566,219.61865
Slovakia,SVK,2002,164.75688,212.77945
Slovakia,SVK,2003,163.97841,214.87465
Slovakia,SVK,2004,160.93895,215.15729
Slovakia,SVK,2005,161.1131,218.9229
Slovakia,SVK,2006,156.17319,216.07498
Slovakia,SVK,2007,156.63754,219.85022
Slovakia,SVK,2008,154.16077,219.91977
Slovakia,SVK,2009,150.8106,218.34964
Slovakia,SVK,2010,150.65724,222.31535
Slovakia,SVK,2012,152.88284,237.2596
Slovakia,SVK,2013,155.86703,247.10938
Slovakia,SVK,2014,154.18065,249.93315
Slovakia,SVK,2016,148.6645,251.38113
Slovakia,SVK,2017,146.2174,252.44376
Slovakia,SVK,2018,146.08838,257.43695
Slovakia,SVK,2019,138.0385,248.47148
Slovakia,SVK,2020,139.31335,258.61844
Slovakia,SVK,2021,127.90273,239.25832
Slovenia,SVN,1985,163.63948,199.81775
Slovenia,SVN,1986,158.67918,195.6686
Slovenia,SVN,1987,159.24722,196.93094
Slovenia,SVN,1988,161.23833,200.71127
Slovenia,SVN,1989,159.1369,199.70947
Slovenia,SVN,1990,159.91138,204.41022
Slovenia,SVN,1991,166.16881,216.21892
Slovenia,SVN,1992,167.32338,220.19958
Slovenia,SVN,1993,171.02368,229.06404
Slovenia,SVN,1994,162.8651,221.76427
Slovenia,SVN,1995,166.32306,230.61018
Slovenia,SVN,1996,163.38295,228.05344
Slovenia,SVN,1997,167.4519,241.11111
Slovenia,SVN,1998,162.32501,238.27373
Slovenia,SVN,1999,161.1239,241.61311
Slovenia,SVN,2000,156.4422,240.33635
Slovenia,SVN,2001,156.28993,241.61221
Slovenia,SVN,2002,157.22485,249.43404
Slovenia,SVN,2003,155.81609,253.30872
Slovenia,SVN,2004,152.44438,253.17926
Slovenia,SVN,2005,150.45032,255.15788
Slovenia,SVN,2006,150.84486,262.53214
Slovenia,SVN,2007,154.6888,274.14
Slovenia,SVN,2008,153.49826,278.4644
Slovenia,SVN,2009,151.41109,281.19775
Slovenia,SVN,2010,149.21387,285.12717
Slovenia,SVN,2011,144.63739,282.77765
Slovenia,SVN,2012,141.7,280.75217
Slovenia,SVN,2013,143.65346,292.26163
Slovenia,SVN,2014,135.41217,283.5145
Slovenia,SVN,2015,140.8493,298.38925
Slovenia,SVN,2016,137.78593,300.06186
Slovenia,SVN,2017,137.84949,305.2037
Slovenia,SVN,2018,139.1391,315.81616
Slovenia,SVN,2019,128.23868,304.1117
Slovenia,SVN,2020,128.77356,303.69608
South Africa,ZAF,1996,110.765274,62.24283
South Africa,ZAF,1997,109.45712,62.857864
South Africa,ZAF,1998,112.68343,65.39268
South Africa,ZAF,1999,116.14906,66.91244
South Africa,ZAF,2000,116.164665,66.15192
South Africa,ZAF,2001,113.08383,66.41245
South Africa,ZAF,2002,112.607124,67.53279
South Africa,ZAF,2003,113.69461,68.52001
South Africa,ZAF,2004,114.30735,69.25964
South Africa,ZAF,2005,115.524734,68.99245
South Africa,ZAF,2006,111.59267,68.23957
South Africa,ZAF,2007,110.927605,68.56711
South Africa,ZAF,2008,105.7501,68.528244
South Africa,ZAF,2009,109.4861,68.63917
South Africa,ZAF,2010,110.1302,68.55346
South Africa,ZAF,2011,109.26175,69.65459
South Africa,ZAF,2012,106.931816,70.0949
South Africa,ZAF,2013,103.23725,68.40747
South Africa,ZAF,2014,103.48923,69.323616
South Africa,ZAF,2015,109.086754,73.05047
South Africa,ZAF,2016,110.28826,75.8242
South Africa,ZAF,2017,106.85643,75.07136
South Africa,ZAF,2018,105.676796,75.232925
South Korea,KOR,1985,108.56198,74.89417
South Korea,KOR,1986,109.680336,75.47506
South Korea,KOR,1987,110.11875,77.75605
South Korea,KOR,1988,114.07578,82.40545
South Korea,KOR,1989,116.94653,86.209335
South Korea,KOR,1990,119.27182,89.62591
South Korea,KOR,1991,116.074554,88.63533
South Korea,KOR,1992,130.30127,99.786095
South Korea,KOR,1993,136.50795,105.61761
South Korea,KOR,1994,140.23412,110.30052
South Korea,KOR,1995,138.49153,110.59893
South Korea,KOR,1996,135.41673,110.63856
South Korea,KOR,1997,135.2943,113.713486
South Korea,KOR,1998,127.19492,109.50887
South Korea,KOR,1999,130.01057,115.00092
South Korea,KOR,2000,135.76248,122.43206
South Korea,KOR,2001,133.80637,123.83177
South Korea,KOR,2002,137.5292,130.94446
South Korea,KOR,2003,133.65295,131.90463
South Korea,KOR,2004,130.29681,133.44453
South Korea,KOR,2005,127.06874,134.60335
South Korea,KOR,2006,122.903656,134.82309
South Korea,KOR,2007,121.45945,138.1427
South Korea,KOR,2008,117.82801,139.48485
South Korea,KOR,2009,114.19447,140.52267
South Korea,KOR,2010,112.937004,144.4432
South Korea,KOR,2011,107.72297,142.83954
South Korea,KOR,2012,106.061195,146.50615
South Korea,KOR,2013,103.49461,149.0023
South Korea,KOR,2014,100.65068,150.9185
South Korea,KOR,2015,96.86025,150.83887
South Korea,KOR,2016,94.451454,152.9827
South Korea,KOR,2017,90.9488,153.93698
South Korea,KOR,2018,87.18706,154.2917
South Korea,KOR,2019,85.8372,158.17506
South Korea,KOR,2020,83.280174,160.088
South Korea,KOR,2021,80.390656,161.08078
Spain,ESP,1951,86.34555,79.971535
Spain,ESP,1952,89.426834,84.034294
Spain,ESP,1953,90.726456,86.06718
Spain,ESP,1954,94.42663,90.40844
Spain,ESP,1955,101.84283,97.91093
Spain,ESP,1956,105.00893,101.665245
Spain,ESP,1957,106.77839,104.253235
Spain,ESP,1958,104.48957,102.98963
Spain,ESP,1959,107.769684,107.114334
Spain,ESP,1960,117.04216,116.734314
Spain,ESP,1961,118.76514,119.78622
Spain,ESP,1962,122.87579,124.52696
Spain,ESP,1963,121.90749,126.432816
Spain,ESP,1964,123.22332,129.3055
Spain,ESP,1965,121.89576,128.71541
Spain,ESP,1966,121.52982,129.64421
Spain,ESP,1967,125.43822,134.75911
Spain,ESP,1968,121.42549,132.0879
Spain,ESP,1969,118.42245,131.12277
Spain,ESP,1970,122.0551,134.66928
Spain,ESP,1971,124.200096,139.35266
Spain,ESP,1972,123.19934,139.68176
Spain,ESP,1973,126.01861,143.2765
Spain,ESP,1974,127.99233,145.88292
Spain,ESP,1975,131.19554,149.22198
Spain,ESP,1976,127.7413,148.54607
Spain,ESP,1977,127.61773,149.55702
Spain,ESP,1978,128.83177,152.38664
Spain,ESP,1979,128.38284,153.21349
Spain,ESP,1980,126.05956,155.14706
Spain,ESP,1981,126.14496,157.55428
Spain,ESP,1982,127.258896,161.3775
Spain,ESP,1983,127.927925,165.18085
Spain,ESP,1984,130.7351,171.64035
Spain,ESP,1985,128.90009,172.26164
Spain,ESP,1986,129.78369,176.3263
Spain,ESP,1987,133.19373,184.09511
Spain,ESP,1988,135.12433,189.87863
Spain,ESP,1989,135.01955,192.87341
Spain,ESP,1990,135.8292,197.18834
Spain,ESP,1991,136.77217,201.55336
Spain,ESP,1992,136.89293,206.27498
Spain,ESP,1993,137.47147,212.46428
Spain,ESP,1994,138.62163,217.75502
Spain,ESP,1995,138.5985,221.63904
Spain,ESP,1996,135.5925,220.775
Spain,ESP,1997,135.41061,224.46742
Spain,ESP,1998,135.0365,227.74261
Spain,ESP,1999,133.93208,230.01224
Spain,ESP,2000,130.98589,228.62332
Spain,ESP,2001,131.55923,232.33905
Spain,ESP,2002,128.8244,228.75285
Spain,ESP,2003,128.31894,229.65593
Spain,ESP,2004,126.043205,227.5381
Spain,ESP,2005,122.64864,222.91022
Spain,ESP,2006,121.49206,223.06538
Spain,ESP,2007,120.41242,222.83498
Spain,ESP,2008,118.427284,220.81055
Spain,ESP,2009,117.08666,221.02798
Spain,ESP,2010,116.50397,224.22542
Spain,ESP,2011,116.34449,228.5781
Spain,ESP,2012,114.27358,228.55511
Spain,ESP,2013,112.23747,229.93895
Spain,ESP,2014,109.279015,228.75624
Spain,ESP,2015,108.09632,230.97319
Spain,ESP,2016,107.54715,233.9978
Spain,ESP,2017,105.91295,234.3999
Spain,ESP,2018,103.7612,232.24641
Spain,ESP,2019,101.35696,231.11383
Spain,ESP,2020,99.58743,229.18684
Spain,ESP,2021,98.48598,231.0902
Sri Lanka,LKA,1955,30.506187,18.104553
Sri Lanka,LKA,1956,31.64728,18.434315
Sri Lanka,LKA,1957,32.424034,18.58156
Sri Lanka,LKA,1958,32.885696,19.16072
Sri Lanka,LKA,1959,36.70974,20.872726
Sri Lanka,LKA,1960,39.018124,22.249166
Sri Lanka,LKA,1961,38.57159,21.638636
Sri Lanka,LKA,1962,38.45351,21.860487
Sri Lanka,LKA,1963,40.005142,24.087847
Sri Lanka,LKA,1964,42.24763,25.659046
Sri Lanka,LKA,1965,45.46063,27.387718
Sri Lanka,LKA,1966,43.890495,26.843761
Sri Lanka,LKA,1967,45.963802,27.63394
Sri Lanka,LKA,1968,51.297215,30.49533
Sri Lanka,LKA,1977,45.68895,28.780617
Sri Lanka,LKA,1980,45.192944,27.937885
Sri Lanka,LKA,1981,44.743862,27.839584
Sri Lanka,LKA,1982,41.534748,26.80487
Sri Lanka,LKA,1983,42.820263,27.761562
Sri Lanka,LKA,1984,42.119488,27.283215
Sri Lanka,LKA,1985,43.20325,27.88407
Sri Lanka,LKA,1986,43.059353,27.740894
Sri Lanka,LKA,1996,40.210407,32.378216
Sri Lanka,LKA,1997,42.90943,34.91438
Sri Lanka,LKA,1998,43.353783,35.847797
Sri Lanka,LKA,1999,45.42909,38.15513
Sri Lanka,LKA,2000,48.636284,41.224648
Sri Lanka,LKA,2001,48.941704,42.196033
Sri Lanka,LKA,2002,47.548695,41.64725
Sri Lanka,LKA,2003,48.851532,43.52884
Sri Lanka,LKA,2004,51.644638,46.871246
Sri Lanka,LKA,2005,51.587055,47.58253
Sri Lanka,LKA,2006,55.996677,52.279724
Sri Lanka,LKA,2007,56.01921,53.134647
Sri Lanka,LKA,2009,56.75661,55.51219
Sri Lanka,LKA,2010,58.1769,57.843018
Sri Lanka,LKA,2011,58.737164,59.847546
Sri Lanka,LKA,2012,58.46739,60.93724
Sri Lanka,LKA,2013,58.39018,62.410934
Sri Lanka,LKA,2014,59.167072,64.65591
Sri Lanka,LKA,2015,58.331623,65.606384
Sri Lanka,LKA,2019,58.185818,72.44979
Suriname,SUR,1963,79.47686,43.59715
Suriname,SUR,1964,82.54749,45.586536
Suriname,SUR,1965,75.62029,40.737408
Suriname,SUR,1966,74.17242,40.809326
Suriname,SUR,1971,54.502743,28.64865
Suriname,SUR,1975,98.18008,53.61111
Suriname,SUR,1976,76.80134,39.45946
Suriname,SUR,1977,71.16492,39.18919
Suriname,SUR,1978,78.82166,43.31551
Suriname,SUR,1979,77.54489,44.312157
Suriname,SUR,1980,85.84114,48.954296
Suriname,SUR,1981,77.074104,46.648136
Suriname,SUR,1982,109.00175,57.761734
Suriname,SUR,1984,106.449196,56.395035
Suriname,SUR,1985,92.81324,50.35971
Suriname,SUR,1986,67.35152,45.170258
Suriname,SUR,1987,63.507767,42.253113
Suriname,SUR,1988,61.391556,39.857952
Suriname,SUR,1989,59.968864,41.30098
Suriname,SUR,1990,85.00724,52.25
Suriname,SUR,1991,63.99266,43.09875
Suriname,SUR,1992,71.07397,47.06945
Suriname,SUR,1995,40.09612,29.648003
Suriname,SUR,1996,38.82349,27.44231
Suriname,SUR,1997,46.11311,31.927004
Suriname,SUR,1998,57.751522,43.276768
Suriname,SUR,1999,67.69172,49.20657
Suriname,SUR,2000,72.01816,53.50898
Suriname,SUR,2001,80.027695,58.332405
Suriname,SUR,2002,96.02423,67.39453
Suriname,SUR,2003,84.29749,61.68766
Suriname,SUR,2004,84.22022,62.9964
Suriname,SUR,2005,77.8022,58.26246
Suriname,SUR,2006,87.771904,66.1
Suriname,SUR,2007,77.93017,60.643883
Suriname,SUR,2008,90.5332,71.35633
Suriname,SUR,2009,82.85893,66.14275
Suriname,SUR,2010,83.688034,68.41406
Suriname,SUR,2011,89.62971,74.5545
Suriname,SUR,2012,78.25631,65.95904
Suriname,SUR,2013,98.95551,83.5022
Suriname,SUR,2014,90.74233,78.0808
Sweden,SWE,1951,129.20607,154.63277
Sweden,SWE,1952,133.4918,161.19977
Sweden,SWE,1953,133.4437,163.65005
Sweden,SWE,1954,128.26355,158.92424
Sweden,SWE,1955,131.15996,164.07799
Sweden,SWE,1956,132.36748,167.81715
Sweden,SWE,1957,132.66446,169.8792
Sweden,SWE,1958,134.15364,174.50642
Sweden,SWE,1959,136.14606,178.81052
Sweden,SWE,1960,138.7652,185.67189
Sweden,SWE,1961,136.29262,184.3071
Sweden,SWE,1962,139.19252,190.88805
Sweden,SWE,1963,137.9424,191.00784
Sweden,SWE,1964,136.64442,191.42715
Sweden,SWE,1965,132.58963,187.56384
Sweden,SWE,1966,132.71562,189.75896
Sweden,SWE,1967,132.43854,191.703
Sweden,SWE,1968,133.6861,195.29335
Sweden,SWE,1969,137.63614,203.0497
Sweden,SWE,1970,136.34593,203.18794
Sweden,SWE,1971,143.01253,215.57611
Sweden,SWE,1972,147.64656,227.28784
Sweden,SWE,1973,146.32875,228.48048
Sweden,SWE,1974,148.09462,235.15428
Sweden,SWE,1975,147.9565,237.80287
Sweden,SWE,1976,146.09909,238.41261
Sweden,SWE,1977,146.07726,240.7412
Sweden,SWE,1978,144.79506,241.69264
Sweden,SWE,1979,143.86005,243.8598
Sweden,SWE,1980,141.42126,241.95897
Sweden,SWE,1981,133.84715,230.86353
Sweden,SWE,1982,132.0518,229.4572
Sweden,SWE,1983,129.25822,227.39825
Sweden,SWE,1984,129.54976,231.92908
Sweden,SWE,1985,130.2737,235.58153
Sweden,SWE,1986,126.80805,231.21222
Sweden,SWE,1987,127.4017,234.03749
Sweden,SWE,1988,129.74373,239.99573
Sweden,SWE,1989,126.579865,235.08772
Sweden,SWE,1990,127.527695,237.54498
Sweden,SWE,1991,127.22694,236.90167
Sweden,SWE,1992,126.01808,235.04575
Sweden,SWE,1993,125.47446,235.82915
Sweden,SWE,1994,122.34891,229.76266
Sweden,SWE,1995,123.4738,234.5644
Sweden,SWE,1996,122.57353,234.78113
Sweden,SWE,1997,124.13708,241.51613
Sweden,SWE,1998,121.746315,238.1033
Sweden,SWE,1999,120.73271,238.30298
Sweden,SWE,2000,120.147064,238.41635
Sweden,SWE,2001,120.55032,242.9709
Sweden,SWE,2002,118.18437,238.92549
Sweden,SWE,2003,118.914375,241.46513
Sweden,SWE,2004,118.86846,243.08583
Sweden,SWE,2005,117.79451,242.17094
Sweden,SWE,2006,116.29833,242.23323
Sweden,SWE,2007,113.67451,238.73831
Sweden,SWE,2008,112.030235,235.92032
Sweden,SWE,2009,110.519325,233.55342
Sweden,SWE,2010,107.43476,230.8137
Sweden,SWE,2011,106.5414,230.10382
Sweden,SWE,2012,106.31364,232.09506
Sweden,SWE,2013,105.18007,231.05339
Sweden,SWE,2014,104.07742,230.26761
Sweden,SWE,2015,103.28113,231.24739
Sweden,SWE,2016,100.2047,226.9254
Sweden,SWE,2017,100.268875,228.23315
Sweden,SWE,2018,96.34765,221.32214
Sweden,SWE,2019,94.47089,219.26498
Sweden,SWE,2020,92.60232,218.4008
Sweden,SWE,2021,88.990524,212.55186
Sweden,SWE,2022,87.73611,213.84692
Switzerland,CHE,1951,170.67859,192.09789
Switzerland,CHE,1952,165.5417,187.81694
Switzerland,CHE,1953,167.31429,190.17146
Switzerland,CHE,1954,163.63263,187.72147
Switzerland,CHE,1955,163.28775,188.64078
Switzerland,CHE,1956,163.63501,189.92815
Switzerland,CHE,1957,162.98201,190.44463
Switzerland,CHE,1958,162.7818,192.0716
Switzerland,CHE,1959,163.13972,193.90819
Switzerland,CHE,1960,157.99953,188.85489
Switzerland,CHE,1961,159.36136,190.67422
Switzerland,CHE,1962,158.44843,189.0093
Switzerland,CHE,1963,157.65724,187.48573
Switzerland,CHE,1964,157.42314,187.48705
Switzerland,CHE,1965,157.94408,190.52335
Switzerland,CHE,1966,155.05263,188.28677
Switzerland,CHE,1967,158.7452,193.91177
Switzerland,CHE,1968,157.69286,194.15604
Switzerland,CHE,1969,158.65912,196.22253
Switzerland,CHE,1970,157.67073,196.46667
Switzerland,CHE,1971,161.39786,203.86745
Switzerland,CHE,1972,159.54826,204.1203
Switzerland,CHE,1973,161.09079,208.88847
Switzerland,CHE,1974,154.79677,204.03894
Switzerland,CHE,1975,156.11801,209.45361
Switzerland,CHE,1976,155.90611,213.95511
Switzerland,CHE,1977,154.42215,216.33484
Switzerland,CHE,1978,154.02998,219.41719
Switzerland,CHE,1979,151.41133,218.60126
Switzerland,CHE,1980,150.48729,220.747
Switzerland,CHE,1981,157.13994,234.42976
Switzerland,CHE,1982,155.08446,234.73929
Switzerland,CHE,1983,156.56796,240.15392
Switzerland,CHE,1984,154.01682,239.09096
Switzerland,CHE,1985,156.30266,246.27916
Switzerland,CHE,1986,152.0273,242.17032
Switzerland,CHE,1987,150.90018,243.40346
Switzerland,CHE,1988,149.97829,243.42525
Switzerland,CHE,1989,147.87408,243.39166
Switzerland,CHE,1990,147.66594,243.94386
Switzerland,CHE,1991,147.53,243.96744
Switzerland,CHE,1992,145.58752,240.87326
Switzerland,CHE,1993,142.18929,236.06647
Switzerland,CHE,1994,139.25497,232.09128
Switzerland,CHE,1995,130.7292,217.63461
Switzerland,CHE,1996,126.25478,213.59485
Switzerland,CHE,1997,125.55086,213.79904
Switzerland,CHE,1998,123.589066,211.87938
Switzerland,CHE,1999,120.73274,210.09558
Switzerland,CHE,2000,123.43791,215.13261
Switzerland,CHE,2001,120.26303,212.12508
Switzerland,CHE,2002,115.44551,208.05724
Switzerland,CHE,2003,115.869026,210.23294
Switzerland,CHE,2004,114.02333,208.79271
Switzerland,CHE,2005,111.683624,207.33844
Switzerland,CHE,2006,110.84012,209.26157
Switzerland,CHE,2007,111.45645,212.15404
Switzerland,CHE,2008,107.93051,208.59932
Switzerland,CHE,2009,106.60698,207.3392
Switzerland,CHE,2010,105.22289,208.01517
Switzerland,CHE,2011,104.51402,208.02795
Switzerland,CHE,2012,102.093544,206.20592
